id,year_id,formation_place,accurate_back_zone_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_pass,accurate_pull_back,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,backward_pass,ball_recovery,blocked_pass,challenge_lost,crosses_18yard,crosses_18yardplus,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouls,fwd_pass,goals_conceded,goals_conceded_ibox,hand_ball,head_clearance,head_pass,leftside_pass,long_pass_own_to_opp,losses,mins_played,open_play_pass,overrun,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_pull_back,total_sub_on,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,won_corners,won_tackle,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_launches,accurate_long_balls,att_assist_openplay,att_bx_centre,att_bx_right,att_cmiss_right,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_lf_total,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_obx_right,att_openplay,att_post_left,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,big_chance_missed,blocked_cross,blocked_scoring_att,corner_taken,dangerous_play,dispossessed,effective_blocked_cross,error_lead_to_shot,fouled_final_third,game_started,goals_conceded_obox,hit_woodwork,interception,interception_won,long_pass_own_to_opp_success,lost_corners,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,pen_goals_conceded,poss_won_att_3rd,post_scoring_att,shot_off_target,total_att_assist,total_corners_intobox,total_scoring_att,total_sub_off,wins,won_contest,clean_sheet,interceptions_in_box,second_goal_assist,yellow_card,att_cmiss_left,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_high_centre,att_goal_low_left,att_hd_goal,att_hd_target,att_ibox_goal,att_lf_goal,att_miss_high,att_miss_high_left,att_obox_post,att_post_high,att_post_right,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_left,big_chance_created,big_chance_scored,goals,goals_openplay,last_man_tackle,shield_ball_oop,total_offside,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_assist_setplay,att_bx_left,error_lead_to_goal,freekick_cross,goal_assist,goal_assist_deadball,goal_assist_intentional,goal_assist_openplay,goal_assist_setplay,six_yard_block,total_through_ball,own_goals,penalty_conceded,assist_penalty_won,att_fastbreak,att_goal_low_centre,att_goal_low_right,att_obox_goal,att_one_on_one,att_rf_goal,goal_fastbreak,penalty_won,shot_fastbreak,total_fastbreak,att_cmiss_high,touches_in_opp_box,accurate_goal_kicks,accurate_keeper_throws,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,saved_ibox,saves,total_high_claim,assist_attempt_saved,att_goal_high_right,att_hd_post,att_pen_goal,att_pen_miss,red_card,second_yellow,att_cmiss_high_left,att_freekick_goal,att_freekick_miss,att_goal_high_left,att_lg_centre,clearance_off_line,foul_throw_in,att_cmiss_high_right,assist_pass_lost,assist_own_goal,att_obxd_left,att_obx_left,diving_save,attempts_obox,assist_blocked_shot,assist_free_kick_won,accurate_keeper_sweeper,cross_not_claimed,dive_catch,dive_save,gk_smother,penalty_faced,punches,saved_obox,stand_catch,stand_save,total_keeper_sweeper,assist_handball_won,assist_post,att_obxd_right,att_lg_left,attempts_ibox,att_obp_goal,att_corner,penalty_save,att_pen_target,att_pen_post
4844,42,101.0,103.0,213.0,26.0,312.0,,3.0,24.0,16.0,29.0,4.0,93.0,56.0,100.0,56.0,18.0,7.0,11.0,4.0,9.0,77.0,41.0,12.0,7.0,24.0,16.0,87.0,11.0,11.0,,9.0,42.0,91.0,20.0,5.0,938.0,375.0,5.0,76.0,53.0,23.0,141.0,137.0,13.0,40.0,18.0,100.0,134.0,309.0,10.0,113.0,18.0,16.0,17.0,15.0,15.0,166.0,18.0,280.0,6.0,27.0,22.0,378.0,,19.0,11.0,3.0,553.0,24.0,24.0,7.0,11.0,8.0,11.0,4.0,4.0,7.0,2.0,13.0,22.0,10.0,2.0,1.0,3.0,3.0,5.0,8.0,,2.0,1.0,5.0,2.0,1.0,2.0,1.0,4.0,2.0,8.0,,18.0,,3.0,15.0,2.0,2.0,1.0,3.0,3.0,6.0,,,20.0,3.0,,2.0,10.0,,,8.0,8.0,7.0,3.0,1.0,6.0,18.0,7.0,3.0,2.0,3.0,,12.0,24.0,,25.0,5.0,15.0,7.0,2.0,1.0,,1.0,,,,,,2.0,,,2.0,1.0,7.0,,,,,,,,1.0,4.0,2.0,3.0,1.0,,,4.0,,,1.0,,4.0,,,2.0,,2.0,2.0,,1.0,1.0,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9167,42,248.0,245.0,581.0,59.0,822.0,,5.0,44.0,37.0,33.0,25.0,167.0,131.0,214.0,175.0,79.0,41.0,17.0,2.0,10.0,272.0,203.0,26.0,18.0,123.0,50.0,378.0,21.0,20.0,1.0,20.0,87.0,209.0,119.0,4.0,2479.0,1055.0,12.0,193.0,126.0,72.0,532.0,526.0,68.0,85.0,79.0,282.0,340.0,794.0,41.0,287.0,73.0,32.0,92.0,19.0,19.0,492.0,38.0,815.0,29.0,60.0,73.0,1083.0,2.0,5.0,71.0,6.0,1765.0,82.0,82.0,66.0,24.0,53.0,29.0,4.0,4.0,16.0,2.0,26.0,46.0,21.0,3.0,4.0,5.0,8.0,10.0,11.0,2.0,7.0,2.0,7.0,2.0,4.0,8.0,17.0,6.0,11.0,34.0,,67.0,,15.0,59.0,,7.0,7.0,6.0,2.0,27.0,3.0,,84.0,2.0,,22.0,28.0,1.0,3.0,61.0,61.0,63.0,4.0,1.0,18.0,37.0,28.0,5.0,,22.0,2.0,19.0,55.0,,74.0,17.0,19.0,30.0,2.0,5.0,1.0,7.0,1.0,,,,,4.0,1.0,1.0,9.0,,3.0,,,1.0,1.0,2.0,,,2.0,11.0,6.0,10.0,9.0,,,6.0,,,7.0,,9.0,,,9.0,1.0,4.0,7.0,2.0,,18.0,,,1.0,2.0,3.0,3.0,1.0,3.0,9.0,,1.0,2.0,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
4413,42,69.0,149.0,197.0,18.0,344.0,,2.0,11.0,3.0,19.0,8.0,54.0,40.0,72.0,73.0,11.0,14.0,2.0,3.0,8.0,56.0,59.0,7.0,3.0,56.0,14.0,128.0,10.0,9.0,,3.0,30.0,96.0,54.0,4.0,731.0,401.0,,70.0,37.0,20.0,102.0,101.0,21.0,49.0,11.0,114.0,101.0,335.0,7.0,162.0,23.0,8.0,10.0,5.0,5.0,136.0,3.0,253.0,1.0,18.0,33.0,410.0,,11.0,28.0,2.0,560.0,9.0,9.0,21.0,2.0,19.0,13.0,2.0,2.0,,,19.0,10.0,8.0,,1.0,2.0,3.0,2.0,2.0,,2.0,,1.0,,2.0,2.0,1.0,3.0,,4.0,,10.0,,1.0,8.0,1.0,2.0,,1.0,1.0,3.0,,,14.0,1.0,1.0,2.0,8.0,1.0,,14.0,14.0,41.0,,1.0,4.0,7.0,4.0,1.0,,3.0,,5.0,11.0,,12.0,5.0,7.0,7.0,1.0,1.0,,,,,,,,1.0,,1.0,2.0,,1.0,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,1.0,,,,,1.0,,,1.0,,1.0,2.0,,,,1.0,,1.0,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4604,42,68.0,471.0,727.0,3.0,1187.0,,289.0,21.0,11.0,33.0,8.0,185.0,150.0,214.0,161.0,60.0,16.0,61.0,20.0,10.0,102.0,143.0,38.0,10.0,275.0,19.0,660.0,45.0,39.0,4.0,15.0,80.0,541.0,225.0,10.0,2970.0,1499.0,5.0,42.0,505.0,107.0,555.0,536.0,94.0,59.0,60.0,95.0,443.0,1177.0,24.0,551.0,98.0,57.0,42.0,81.0,81.0,612.0,3.0,1040.0,87.0,3.0,166.0,1510.0,,,84.0,344.0,2358.0,23.0,23.0,26.0,29.0,63.0,32.0,11.0,11.0,1.0,25.0,58.0,24.0,3.0,4.0,,,,3.0,4.0,,2.0,,3.0,2.0,5.0,1.0,10.0,6.0,3.0,18.0,,24.0,,5.0,26.0,1.0,2.0,,,12.0,13.0,,1.0,31.0,12.0,1.0,5.0,33.0,6.0,,52.0,52.0,123.0,19.0,10.0,7.0,17.0,6.0,8.0,2.0,8.0,,10.0,24.0,,29.0,,13.0,23.0,10.0,5.0,2.0,6.0,1.0,,,,,,,,1.0,1.0,2.0,,,,,1.0,,,2.0,1.0,1.0,1.0,1.0,,5.0,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12306,42,2.0,24.0,30.0,,54.0,,7.0,3.0,2.0,5.0,,8.0,6.0,16.0,7.0,3.0,1.0,,,1.0,6.0,4.0,1.0,,7.0,,20.0,2.0,2.0,,,7.0,27.0,11.0,,102.0,65.0,,,20.0,3.0,20.0,19.0,4.0,3.0,3.0,3.0,15.0,53.0,1.0,26.0,2.0,2.0,2.0,,,19.0,,40.0,3.0,,6.0,66.0,,4.0,1.0,11.0,89.0,1.0,1.0,,,1.0,1.0,,,,,3.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,1.0,,,2.0,2.0,3.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13507,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3713,42,138.0,473.0,448.0,19.0,904.0,,31.0,20.0,25.0,29.0,26.0,202.0,170.0,154.0,168.0,38.0,35.0,14.0,11.0,9.0,125.0,156.0,29.0,11.0,150.0,49.0,378.0,37.0,32.0,1.0,13.0,86.0,210.0,173.0,13.0,2396.0,1026.0,2.0,147.0,131.0,69.0,262.0,252.0,101.0,67.0,38.0,324.0,196.0,875.0,21.0,533.0,85.0,39.0,12.0,59.0,31.0,261.0,11.0,592.0,20.0,20.0,118.0,1066.0,,1.0,81.0,42.0,1517.0,10.0,10.0,44.0,9.0,64.0,49.0,17.0,10.0,3.0,3.0,76.0,11.0,8.0,,,,,1.0,6.0,,3.0,2.0,13.0,,3.0,1.0,2.0,2.0,,4.0,,15.0,,1.0,2.0,,1.0,1.0,,14.0,3.0,35.0,,17.0,14.0,,3.0,28.0,5.0,,63.0,63.0,120.0,14.0,,7.0,9.0,4.0,13.0,2.0,,,8.0,16.0,28.0,15.0,10.0,7.0,7.0,3.0,8.0,,11.0,1.0,,,,,1.0,,,1.0,1.0,2.0,2.0,,,,,,,1.0,1.0,,1.0,1.0,,2.0,,7.0,4.0,,4.0,3.0,,6.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039,42,9.0,17.0,56.0,15.0,73.0,,,14.0,8.0,10.0,3.0,22.0,14.0,29.0,5.0,3.0,3.0,1.0,,3.0,29.0,23.0,3.0,3.0,13.0,7.0,25.0,4.0,4.0,,3.0,24.0,15.0,3.0,5.0,250.0,90.0,,16.0,23.0,3.0,32.0,32.0,2.0,2.0,3.0,24.0,34.0,70.0,1.0,19.0,2.0,3.0,3.0,1.0,1.0,50.0,12.0,75.0,,18.0,1.0,93.0,,9.0,7.0,,133.0,4.0,4.0,7.0,1.0,5.0,2.0,,,7.0,,1.0,4.0,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,2.0,,1.0,2.0,,1.0,,1.0,,,,,4.0,,,1.0,1.0,,,1.0,1.0,3.0,,,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,4.0,,2.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11146,42,0.0,3.0,3.0,,6.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,16.0,6.0,,2.0,,,,,,,,5.0,,6.0,,3.0,,,,,,,,3.0,,,,6.0,,1.0,2.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5594,42,290.0,301.0,564.0,138.0,863.0,,16.0,89.0,45.0,34.0,22.0,274.0,174.0,295.0,139.0,57.0,40.0,21.0,2.0,9.0,262.0,206.0,12.0,9.0,111.0,35.0,253.0,43.0,40.0,2.0,9.0,108.0,311.0,64.0,14.0,2937.0,1040.0,9.0,131.0,226.0,26.0,382.0,381.0,38.0,81.0,57.0,197.0,267.0,847.0,40.0,341.0,46.0,13.0,60.0,23.0,23.0,370.0,55.0,738.0,10.0,145.0,50.0,1056.0,2.0,,55.0,16.0,1606.0,51.0,51.0,78.0,21.0,40.0,29.0,2.0,2.0,15.0,1.0,25.0,22.0,32.0,2.0,6.0,10.0,21.0,8.0,17.0,2.0,9.0,10.0,39.0,1.0,3.0,13.0,5.0,8.0,6.0,20.0,,56.0,1.0,,7.0,3.0,6.0,5.0,7.0,9.0,13.0,1.0,,70.0,9.0,,20.0,34.0,3.0,2.0,23.0,23.0,36.0,4.0,,10.0,14.0,27.0,2.0,2.0,20.0,2.0,27.0,24.0,,67.0,15.0,11.0,28.0,1.0,,,5.0,1.0,,,1.0,2.0,5.0,4.0,5.0,11.0,7.0,3.0,5.0,,,1.0,1.0,1.0,,2.0,3.0,5.0,12.0,10.0,,,9.0,,,2.0,,6.0,,,2.0,,2.0,2.0,,,7.0,,,3.0,3.0,1.0,4.0,1.0,,1.0,2.0,3.0,3.0,4.0,2.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3680,42,155.0,523.0,188.0,,711.0,,3.0,33.0,32.0,26.0,5.0,230.0,173.0,59.0,106.0,25.0,28.0,1.0,3.0,6.0,77.0,88.0,82.0,42.0,79.0,9.0,375.0,47.0,38.0,,47.0,97.0,130.0,193.0,14.0,2293.0,811.0,,63.0,38.0,14.0,175.0,160.0,84.0,22.0,25.0,285.0,49.0,677.0,16.0,580.0,77.0,97.0,6.0,4.0,4.0,89.0,1.0,273.0,43.0,,142.0,849.0,,,43.0,3.0,1168.0,8.0,8.0,9.0,3.0,32.0,45.0,,,,9.0,79.0,3.0,5.0,1.0,,2.0,2.0,2.0,3.0,,2.0,1.0,2.0,1.0,,,1.0,1.0,,2.0,,2.0,,1.0,5.0,4.0,,,1.0,12.0,3.0,,,5.0,12.0,1.0,,26.0,9.0,1.0,61.0,61.0,129.0,24.0,16.0,,3.0,3.0,29.0,4.0,,,4.0,3.0,,10.0,1.0,6.0,4.0,5.0,19.0,1.0,2.0,,,,,,,,,1.0,,2.0,1.0,,,,,,,2.0,,,1.0,,,2.0,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10467,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3549,42,124.0,407.0,589.0,50.0,994.0,,,17.0,19.0,26.0,18.0,86.0,92.0,142.0,188.0,37.0,21.0,1.0,1.0,7.0,85.0,145.0,21.0,12.0,173.0,24.0,340.0,15.0,9.0,2.0,13.0,75.0,323.0,117.0,5.0,1646.0,1100.0,2.0,141.0,113.0,29.0,167.0,166.0,60.0,111.0,37.0,311.0,259.0,980.0,23.0,444.0,86.0,22.0,36.0,2.0,2.0,314.0,14.0,674.0,6.0,50.0,77.0,1116.0,3.0,5.0,72.0,,1453.0,13.0,13.0,24.0,3.0,57.0,56.0,2.0,2.0,9.0,1.0,56.0,6.0,,,,,,,,,,,3.0,,2.0,1.0,3.0,5.0,,8.0,,4.0,,,5.0,1.0,,,,3.0,3.0,,1.0,19.0,3.0,2.0,3.0,21.0,6.0,,76.0,76.0,93.0,4.0,,5.0,1.0,,7.0,1.0,17.0,,5.0,6.0,,8.0,8.0,14.0,30.0,8.0,6.0,1.0,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13339,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7175,42,0.0,,2.0,,2.0,,,,,1.0,,,1.0,,5.0,,,,,,,,,,4.0,,5.0,1.0,,,,,,5.0,,23.0,4.0,,,1.0,,4.0,3.0,,,,,2.0,2.0,,,,1.0,,,,4.0,,5.0,4.0,,5.0,5.0,,1.0,,,9.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,5.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
4797,42,54.0,202.0,294.0,1.0,481.0,,152.0,12.0,22.0,18.0,5.0,152.0,91.0,129.0,84.0,48.0,11.0,57.0,24.0,2.0,44.0,56.0,51.0,21.0,97.0,13.0,268.0,40.0,35.0,2.0,31.0,41.0,30.0,133.0,14.0,1603.0,641.0,,275.0,7.0,69.0,331.0,307.0,56.0,27.0,48.0,220.0,126.0,479.0,16.0,263.0,51.0,75.0,10.0,81.0,81.0,183.0,3.0,465.0,82.0,1.0,123.0,647.0,,,26.0,206.0,1156.0,9.0,9.0,4.0,11.0,19.0,24.0,15.0,15.0,1.0,14.0,36.0,7.0,,,,,,1.0,,,2.0,2.0,3.0,,,,,,1.0,1.0,,3.0,,1.0,1.0,,1.0,,,20.0,1.0,,,4.0,20.0,1.0,,18.0,5.0,,40.0,40.0,55.0,29.0,8.0,6.0,3.0,3.0,3.0,2.0,1.0,,,9.0,,4.0,,2.0,4.0,3.0,6.0,1.0,3.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,2.0,,,,,2.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9950,42,82.0,186.0,345.0,23.0,524.0,1.0,92.0,21.0,14.0,28.0,,132.0,95.0,150.0,102.0,41.0,8.0,60.0,11.0,5.0,52.0,61.0,26.0,12.0,100.0,1.0,245.0,26.0,21.0,,12.0,77.0,109.0,90.0,14.0,1680.0,650.0,7.0,157.0,115.0,61.0,295.0,288.0,58.0,37.0,41.0,156.0,202.0,516.0,24.0,226.0,26.0,33.0,25.0,71.0,71.0,254.0,8.0,505.0,58.0,25.0,76.0,660.0,1.0,11.0,16.0,128.0,1103.0,21.0,21.0,17.0,15.0,12.0,18.0,7.0,7.0,3.0,18.0,28.0,16.0,2.0,1.0,,1.0,1.0,3.0,2.0,,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,,4.0,,9.0,,,3.0,1.0,,1.0,1.0,18.0,5.0,1.0,,11.0,18.0,1.0,6.0,17.0,5.0,,45.0,45.0,41.0,12.0,3.0,4.0,14.0,1.0,2.0,2.0,7.0,,4.0,19.0,,10.0,5.0,9.0,14.0,3.0,6.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,3.0,1.0,,,,1.0,3.0,,,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,42,25.0,115.0,112.0,,226.0,,81.0,13.0,21.0,13.0,7.0,107.0,86.0,44.0,46.0,14.0,12.0,5.0,9.0,3.0,42.0,62.0,34.0,20.0,81.0,11.0,173.0,18.0,14.0,,31.0,56.0,41.0,67.0,7.0,962.0,321.0,1.0,76.0,41.0,22.0,157.0,141.0,32.0,11.0,14.0,69.0,60.0,222.0,5.0,143.0,24.0,50.0,5.0,14.0,14.0,106.0,5.0,198.0,25.0,,47.0,327.0,,4.0,32.0,95.0,588.0,5.0,5.0,6.0,5.0,22.0,10.0,1.0,1.0,3.0,2.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,4.0,9.0,,,9.0,4.0,,24.0,24.0,28.0,14.0,1.0,4.0,,,5.0,2.0,3.0,,,4.0,,,2.0,3.0,3.0,3.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16586,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313,42,76.0,192.0,76.0,1.0,268.0,,4.0,20.0,27.0,16.0,14.0,130.0,97.0,22.0,71.0,16.0,19.0,1.0,1.0,2.0,60.0,81.0,66.0,38.0,83.0,17.0,203.0,30.0,28.0,1.0,46.0,54.0,94.0,127.0,10.0,1229.0,366.0,,12.0,57.0,23.0,146.0,122.0,51.0,19.0,16.0,60.0,29.0,261.0,10.0,208.0,38.0,90.0,10.0,2.0,2.0,94.0,,173.0,65.0,2.0,100.0,379.0,,2.0,45.0,4.0,614.0,3.0,3.0,2.0,1.0,37.0,17.0,,,,14.0,28.0,1.0,5.0,1.0,,4.0,6.0,,4.0,,2.0,,,1.0,,1.0,,,,,,1.0,,,,3.0,,1.0,,4.0,,,,2.0,4.0,3.0,,14.0,2.0,,41.0,41.0,49.0,19.0,9.0,,2.0,2.0,9.0,2.0,1.0,,4.0,2.0,,6.0,2.0,4.0,7.0,2.0,9.0,,4.0,,,,,,,,2.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9468,42,18.0,8.0,25.0,,32.0,,,16.0,9.0,7.0,1.0,23.0,15.0,12.0,11.0,2.0,3.0,3.0,,,29.0,22.0,6.0,2.0,9.0,3.0,21.0,2.0,2.0,1.0,2.0,19.0,9.0,9.0,3.0,208.0,49.0,,9.0,10.0,2.0,33.0,32.0,5.0,4.0,2.0,8.0,13.0,31.0,,13.0,2.0,7.0,2.0,3.0,3.0,24.0,14.0,40.0,4.0,,5.0,50.0,,5.0,5.0,,93.0,4.0,4.0,7.0,7.0,5.0,2.0,1.0,1.0,6.0,,1.0,1.0,3.0,1.0,3.0,,1.0,2.0,2.0,,1.0,,1.0,,,3.0,1.0,1.0,,2.0,,7.0,,1.0,6.0,1.0,,,1.0,,3.0,,,7.0,,,3.0,2.0,,,,,6.0,,,,1.0,2.0,,,2.0,,3.0,1.0,,8.0,2.0,4.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
