id,year_id,formation_place,accurate_back_zone_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_pass,accurate_pull_back,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,backward_pass,ball_recovery,blocked_pass,challenge_lost,crosses_18yard,crosses_18yardplus,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouls,fwd_pass,goals_conceded,goals_conceded_ibox,hand_ball,head_clearance,head_pass,leftside_pass,long_pass_own_to_opp,losses,mins_played,open_play_pass,overrun,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_pull_back,total_sub_on,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,won_corners,won_tackle,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_launches,accurate_long_balls,att_assist_openplay,att_bx_centre,att_bx_right,att_cmiss_right,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_lf_total,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_obx_right,att_openplay,att_post_left,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,big_chance_missed,blocked_cross,blocked_scoring_att,corner_taken,dangerous_play,dispossessed,effective_blocked_cross,error_lead_to_shot,fouled_final_third,game_started,goals_conceded_obox,hit_woodwork,interception,interception_won,long_pass_own_to_opp_success,lost_corners,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,pen_goals_conceded,poss_won_att_3rd,post_scoring_att,shot_off_target,total_att_assist,total_corners_intobox,total_scoring_att,total_sub_off,wins,won_contest,clean_sheet,interceptions_in_box,second_goal_assist,yellow_card,att_cmiss_left,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_high_centre,att_goal_low_left,att_hd_goal,att_hd_target,att_ibox_goal,att_lf_goal,att_miss_high,att_miss_high_left,att_obox_post,att_post_high,att_post_right,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_left,big_chance_created,big_chance_scored,goals,goals_openplay,last_man_tackle,shield_ball_oop,total_offside,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_assist_setplay,att_bx_left,error_lead_to_goal,freekick_cross,goal_assist,goal_assist_deadball,goal_assist_intentional,goal_assist_openplay,goal_assist_setplay,six_yard_block,total_through_ball,own_goals,penalty_conceded,assist_penalty_won,att_fastbreak,att_goal_low_centre,att_goal_low_right,att_obox_goal,att_one_on_one,att_rf_goal,goal_fastbreak,penalty_won,shot_fastbreak,total_fastbreak,att_cmiss_high,touches_in_opp_box,accurate_goal_kicks,accurate_keeper_throws,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,saved_ibox,saves,total_high_claim,assist_attempt_saved,att_goal_high_right,att_hd_post,att_pen_goal,att_pen_miss,red_card,second_yellow,att_cmiss_high_left,att_freekick_goal,att_freekick_miss,att_goal_high_left,att_lg_centre,clearance_off_line,foul_throw_in,att_cmiss_high_right,assist_pass_lost,assist_own_goal,att_obxd_left,att_obx_left,diving_save,attempts_obox,assist_blocked_shot,assist_free_kick_won,accurate_keeper_sweeper,cross_not_claimed,dive_catch,dive_save,gk_smother,penalty_faced,punches,saved_obox,stand_catch,stand_save,total_keeper_sweeper,assist_handball_won,assist_post,att_obxd_right,att_lg_left,attempts_ibox,att_obp_goal,att_corner,penalty_save,att_pen_target,att_pen_post
13867,42,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,2.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,4.0,2.0,,,,,1.0,1.0,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,1.0,2.0,,,,2.0,,1.0,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,42,15.0,35.0,120.0,,155.0,,,,2.0,15.0,,125.0,101.0,,131.0,1.0,1.0,,,6.0,1.0,3.0,4.0,,114.0,,354.0,17.0,14.0,,,,11.0,321.0,6.0,1350.0,140.0,,41.0,98.0,11.0,218.0,216.0,21.0,,1.0,4.0,36.0,63.0,1.0,50.0,5.0,6.0,,,,114.0,,319.0,174.0,,345.0,369.0,,,,,490.0,1.0,1.0,,,,5.0,,,,61.0,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,3.0,,2.0,2.0,122.0,12.0,,,,,,1.0,,,,,,,,3.0,,4.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,40.0,141.0,21.0,89.0,40.0,25.0,44.0,23.0,,,,,,,,,,,,,,,,,,,,22.0,,,,7.0,1.0,4.0,11.0,1.0,1.0,2.0,18.0,8.0,,9.0,,,,,,,,,,
5344,42,104.0,301.0,514.0,12.0,814.0,,,27.0,38.0,24.0,17.0,100.0,63.0,72.0,112.0,35.0,38.0,,1.0,8.0,106.0,122.0,31.0,20.0,104.0,27.0,231.0,22.0,19.0,,20.0,85.0,276.0,106.0,7.0,1697.0,895.0,1.0,97.0,145.0,5.0,132.0,127.0,54.0,52.0,35.0,336.0,179.0,794.0,26.0,335.0,20.0,36.0,20.0,1.0,1.0,213.0,10.0,581.0,13.0,12.0,68.0,915.0,,7.0,60.0,,1168.0,9.0,9.0,9.0,2.0,50.0,16.0,1.0,1.0,1.0,3.0,48.0,8.0,6.0,,,3.0,6.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,,2.0,2.0,,,2.0,,2.0,,1.0,5.0,5.0,1.0,1.0,4.0,3.0,4.0,,,10.0,3.0,1.0,,17.0,3.0,1.0,43.0,43.0,72.0,10.0,2.0,4.0,4.0,5.0,5.0,1.0,6.0,1.0,6.0,8.0,,15.0,3.0,9.0,16.0,6.0,2.0,,4.0,,,,,1.0,1.0,1.0,1.0,2.0,,,2.0,,1.0,,,,,1.0,,,2.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4335,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13665,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,42,25.0,246.0,108.0,,354.0,,,2.0,2.0,25.0,2.0,207.0,138.0,,251.0,1.0,1.0,,,11.0,5.0,5.0,12.0,,82.0,2.0,473.0,35.0,33.0,,,,73.0,311.0,6.0,2250.0,309.0,,47.0,50.0,,261.0,259.0,22.0,,1.0,60.0,21.0,182.0,,296.0,7.0,14.0,1.0,,,82.0,,310.0,210.0,,381.0,606.0,,,1.0,,943.0,2.0,2.0,2.0,,1.0,4.0,,,,65.0,135.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,2.0,,6.0,6.0,109.0,19.0,,,1.0,,,4.0,,,,1.0,,,,8.0,1.0,7.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,136.0,182.0,233.0,29.0,200.0,185.0,45.0,81.0,30.0,,,,,,,,,,,,,,,,,,,,36.0,,,,12.0,6.0,,21.0,8.0,4.0,9.0,35.0,6.0,5.0,14.0,,,,,,,,,,
9948,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13550,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4355,42,262.0,292.0,678.0,37.0,960.0,1.0,5.0,77.0,32.0,36.0,20.0,267.0,152.0,192.0,188.0,77.0,45.0,16.0,12.0,7.0,200.0,154.0,56.0,33.0,221.0,27.0,513.0,58.0,52.0,,35.0,124.0,288.0,201.0,21.0,2953.0,1250.0,7.0,251.0,235.0,53.0,450.0,440.0,76.0,96.0,77.0,291.0,375.0,926.0,40.0,352.0,67.0,66.0,45.0,30.0,29.0,554.0,23.0,962.0,65.0,37.0,166.0,1284.0,1.0,3.0,76.0,5.0,1768.0,31.0,31.0,18.0,11.0,62.0,22.0,10.0,9.0,6.0,12.0,63.0,22.0,9.0,3.0,1.0,,1.0,6.0,5.0,,1.0,,7.0,1.0,2.0,4.0,7.0,8.0,5.0,21.0,,27.0,,6.0,26.0,1.0,2.0,1.0,,10.0,13.0,2.0,,35.0,10.0,,3.0,33.0,6.0,,42.0,42.0,97.0,14.0,,11.0,15.0,9.0,9.0,7.0,16.0,,13.0,26.0,1.0,35.0,5.0,8.0,28.0,5.0,3.0,,7.0,1.0,,,,,1.0,1.0,,2.0,1.0,6.0,,,,,2.0,1.0,,,4.0,2.0,3.0,2.0,,,3.0,1.0,,1.0,,1.0,,1.0,4.0,,3.0,3.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6390,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10423,42,95.0,707.0,294.0,,1001.0,,1.0,32.0,51.0,21.0,7.0,105.0,113.0,42.0,134.0,15.0,10.0,,,7.0,57.0,106.0,72.0,38.0,70.0,9.0,395.0,16.0,10.0,,48.0,115.0,384.0,217.0,4.0,1761.0,1078.0,,40.0,126.0,,168.0,128.0,79.0,54.0,15.0,289.0,57.0,970.0,7.0,744.0,50.0,112.0,4.0,,,91.0,5.0,366.0,31.0,,69.0,1110.0,,3.0,43.0,1.0,1412.0,9.0,9.0,11.0,,28.0,35.0,,,3.0,5.0,34.0,1.0,9.0,1.0,,5.0,9.0,1.0,6.0,,3.0,,1.0,,2.0,,,,,,,,,,1.0,4.0,2.0,,,6.0,1.0,,,6.0,6.0,2.0,1.0,18.0,6.0,1.0,61.0,61.0,160.0,16.0,22.0,1.0,,4.0,13.0,,1.0,,6.0,1.0,,11.0,,10.0,3.0,10.0,10.0,,4.0,,,,,,,1.0,3.0,1.0,,3.0,1.0,,,,,,,1.0,,1.0,1.0,,3.0,4.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10951,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5588,42,74.0,239.0,439.0,50.0,678.0,1.0,1.0,12.0,12.0,14.0,10.0,117.0,69.0,110.0,109.0,23.0,11.0,3.0,2.0,3.0,79.0,107.0,5.0,3.0,107.0,17.0,200.0,27.0,21.0,1.0,3.0,28.0,265.0,83.0,6.0,1260.0,757.0,6.0,151.0,59.0,32.0,164.0,164.0,43.0,64.0,23.0,197.0,187.0,665.0,15.0,251.0,50.0,5.0,83.0,5.0,5.0,245.0,13.0,526.0,5.0,50.0,43.0,772.0,1.0,,14.0,1.0,997.0,18.0,18.0,20.0,4.0,14.0,23.0,,,5.0,1.0,19.0,11.0,3.0,,1.0,1.0,1.0,3.0,1.0,,,3.0,20.0,,4.0,1.0,1.0,11.0,3.0,17.0,,18.0,,,,,1.0,,,1.0,4.0,,,18.0,1.0,1.0,1.0,14.0,6.0,,7.0,7.0,66.0,3.0,,6.0,5.0,5.0,2.0,3.0,2.0,,12.0,11.0,,21.0,,5.0,61.0,1.0,1.0,,4.0,2.0,,,1.0,,,,,,2.0,3.0,4.0,,,,,,,2.0,,,2.0,2.0,,,,,,,,1.0,,,,,,,,,4.0,,,,1.0,,2.0,2.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9650,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8245,42,30.0,15.0,47.0,5.0,61.0,,2.0,7.0,3.0,6.0,4.0,25.0,17.0,17.0,9.0,6.0,,2.0,1.0,3.0,22.0,12.0,1.0,1.0,7.0,7.0,23.0,7.0,7.0,,1.0,6.0,18.0,7.0,2.0,340.0,73.0,3.0,18.0,13.0,9.0,42.0,41.0,3.0,3.0,6.0,22.0,27.0,54.0,3.0,16.0,11.0,2.0,8.0,3.0,3.0,43.0,5.0,67.0,2.0,5.0,6.0,80.0,,3.0,1.0,2.0,137.0,8.0,8.0,5.0,4.0,1.0,7.0,1.0,1.0,2.0,,3.0,5.0,3.0,1.0,,,2.0,1.0,2.0,,2.0,1.0,3.0,1.0,,,2.0,,1.0,3.0,,8.0,,1.0,5.0,,2.0,,1.0,3.0,3.0,1.0,,3.0,3.0,,2.0,3.0,,,1.0,1.0,4.0,1.0,,2.0,3.0,5.0,,1.0,3.0,,2.0,5.0,,10.0,2.0,1.0,3.0,,,,1.0,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,1.0,,,,2.0,2.0,1.0,,1.0,2.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5371,42,90.0,365.0,523.0,2.0,854.0,,218.0,34.0,49.0,32.0,24.0,248.0,164.0,109.0,215.0,91.0,55.0,34.0,26.0,9.0,137.0,167.0,99.0,55.0,324.0,33.0,680.0,20.0,19.0,,67.0,175.0,59.0,335.0,2.0,2710.0,1133.0,2.0,410.0,29.0,220.0,630.0,607.0,138.0,69.0,91.0,332.0,255.0,813.0,37.0,469.0,138.0,122.0,12.0,127.0,73.0,398.0,7.0,838.0,123.0,2.0,228.0,1180.0,,2.0,99.0,360.0,2195.0,22.0,22.0,12.0,9.0,77.0,79.0,34.0,11.0,4.0,29.0,91.0,18.0,2.0,,,2.0,2.0,1.0,1.0,,2.0,4.0,10.0,,1.0,1.0,5.0,4.0,6.0,14.0,,6.0,,4.0,7.0,,2.0,1.0,,53.0,6.0,67.0,,10.0,53.0,,1.0,30.0,1.0,,98.0,98.0,181.0,41.0,8.0,27.0,17.0,8.0,11.0,3.0,8.0,,5.0,44.0,54.0,19.0,1.0,21.0,7.0,15.0,4.0,,4.0,,,2.0,6.0,,,,,,,2.0,1.0,,,,,1.0,1.0,3.0,7.0,,,,,2.0,,23.0,1.0,2.0,22.0,2.0,,13.0,4.0,2.0,4.0,1.0,3.0,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3868,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4830,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,42,76.0,20.0,85.0,12.0,102.0,,3.0,35.0,22.0,16.0,9.0,59.0,52.0,37.0,23.0,6.0,3.0,7.0,2.0,4.0,66.0,68.0,3.0,1.0,15.0,20.0,41.0,10.0,10.0,1.0,1.0,40.0,31.0,14.0,7.0,768.0,138.0,,32.0,20.0,14.0,92.0,92.0,3.0,16.0,6.0,35.0,53.0,96.0,4.0,29.0,5.0,3.0,3.0,9.0,9.0,79.0,27.0,124.0,3.0,15.0,7.0,144.0,,8.0,11.0,3.0,282.0,29.0,29.0,35.0,4.0,9.0,2.0,3.0,3.0,10.0,,1.0,8.0,11.0,1.0,5.0,1.0,2.0,2.0,7.0,1.0,6.0,2.0,3.0,,,8.0,2.0,1.0,,4.0,,17.0,,3.0,17.0,1.0,1.0,3.0,5.0,,4.0,,,11.0,,,14.0,8.0,,1.0,3.0,3.0,8.0,,,3.0,5.0,9.0,,2.0,4.0,1.0,9.0,8.0,,22.0,5.0,5.0,1.0,1.0,,,1.0,,,,2.0,,,,1.0,2.0,,,,,,1.0,1.0,1.0,,,1.0,2.0,3.0,2.0,,,2.0,,,,,3.0,,,,,,,,2.0,,,,1.0,,1.0,1.0,1.0,,3.0,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10469,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12946,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,42,2.0,13.0,18.0,,31.0,,,,,2.0,,17.0,7.0,,20.0,,,,,,,,1.0,,15.0,,45.0,3.0,3.0,,,,5.0,36.0,2.0,180.0,27.0,,2.0,6.0,1.0,24.0,23.0,4.0,,,4.0,5.0,15.0,,18.0,,2.0,,,,15.0,,36.0,22.0,,43.0,54.0,,,,,73.0,,,,,,,,,,8.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,18.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,9.0,18.0,1.0,15.0,9.0,5.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,,,1.0,,,,2.0,,,2.0,,,,,,,,,,
851,42,3.0,15.0,22.0,,37.0,,,,1.0,3.0,,35.0,13.0,,16.0,,1.0,,,,1.0,2.0,1.0,,5.0,,53.0,7.0,7.0,,,,1.0,38.0,2.0,225.0,20.0,,9.0,12.0,1.0,24.0,22.0,1.0,,,4.0,1.0,12.0,,20.0,1.0,3.0,,,,5.0,,38.0,24.0,,51.0,58.0,,,,,78.0,,,1.0,,,1.0,,,,13.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,22.0,2.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,7.0,24.0,1.0,14.0,7.0,7.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,5.0,,,,1.0,,,4.0,,1.0,,,1.0,,2.0,,,,,,,,,,
5349,42,0.0,5.0,13.0,1.0,18.0,,1.0,,1.0,2.0,,2.0,5.0,4.0,6.0,1.0,2.0,2.0,,,4.0,5.0,,,5.0,,7.0,3.0,1.0,,,3.0,2.0,3.0,2.0,55.0,23.0,1.0,3.0,5.0,4.0,12.0,12.0,2.0,4.0,1.0,10.0,7.0,18.0,1.0,6.0,1.0,,5.0,2.0,2.0,9.0,1.0,19.0,,1.0,2.0,23.0,,2.0,,1.0,41.0,2.0,2.0,1.0,2.0,,1.0,,,1.0,,2.0,1.0,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,2.0,,2.0,2.0,2.0,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4621,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4756,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6900,42,165.0,119.0,290.0,67.0,408.0,2.0,,45.0,31.0,33.0,10.0,140.0,96.0,179.0,39.0,15.0,7.0,3.0,,10.0,124.0,81.0,16.0,12.0,32.0,17.0,90.0,25.0,21.0,,13.0,56.0,123.0,18.0,14.0,1694.0,475.0,7.0,33.0,105.0,13.0,232.0,229.0,6.0,26.0,15.0,117.0,121.0,374.0,6.0,139.0,25.0,19.0,33.0,3.0,3.0,171.0,34.0,373.0,1.0,79.0,21.0,509.0,2.0,15.0,7.0,,791.0,62.0,62.0,20.0,6.0,4.0,19.0,1.0,1.0,11.0,1.0,18.0,17.0,28.0,10.0,2.0,8.0,11.0,10.0,16.0,2.0,6.0,3.0,13.0,2.0,6.0,10.0,5.0,9.0,5.0,18.0,,51.0,2.0,5.0,35.0,,5.0,1.0,6.0,,15.0,,,45.0,,2.0,6.0,18.0,4.0,2.0,6.0,6.0,16.0,1.0,,8.0,9.0,17.0,,1.0,7.0,2.0,27.0,17.0,,59.0,8.0,9.0,23.0,4.0,,,,2.0,,,,,2.0,,3.0,6.0,1.0,5.0,2.0,,,,4.0,,1.0,,4.0,3.0,6.0,5.0,,,38.0,,,,,1.0,,,,,,,,,,,,,1.0,1.0,2.0,,3.0,5.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
