id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_left,att_goal_high_right,att_ibox_blocked,att_lf_total,att_miss_high,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_one_on_one,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shot_off_target,six_yard_block,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_tackle,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_throws,assist_own_goal,att_bx_centre,att_bx_right,att_cmiss_left,att_cmiss_right,att_fastbreak,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_miss,att_hd_target,att_hd_total,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_miss_high_left,att_miss_high_right,att_miss_left,att_obox_post,att_obp_goal,att_obx_right,att_post_right,att_setpiece,att_sv_high_left,att_sv_low_centre,big_chance_created,big_chance_scored,blocked_cross,clearance_off_line,dangerous_play,effective_blocked_cross,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,hit_woodwork,interceptions_in_box,offside_provoked,overrun,penalty_conceded,pen_goals_conceded,post_scoring_att,shield_ball_oop,shot_fastbreak,total_fastbreak,total_flick_on,total_offside,total_throws,won_corners,yellow_card,att_cmiss_high,att_goal_high_centre,att_goal_high_left,att_hd_goal,att_sv_low_left,error_lead_to_shot,fouled_final_third,goal_assist_setplay,own_goals,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_assist_setplay,att_cmiss_high_right,att_lg_centre,att_sv_high_centre,att_sv_high_right,foul_throw_in,att_freekick_miss,att_freekick_total,att_ibox_post,error_lead_to_goal,last_man_tackle,freekick_cross,assist_attempt_saved,assist_free_kick_won,accurate_pull_back,corner_taken,times_tackled,winning_goal,accurate_corners_intobox,accurate_freekick_cross,goal_assist_deadball,second_goal_assist,total_corners_intobox,att_hd_post,red_card,second_yellow,att_post_high,assist_penalty_won,att_cmiss_high_left,penalty_won,att_freekick_goal,att_freekick_target,att_obxd_left,att_obx_left,goal_fastbreak,att_post_left,att_pen_goal,att_freekick_post,assist_blocked_shot,assist_handball_won,assist_pass_lost,assist_post,att_pen_post,att_pen_target,att_obxd_right,att_corner,rescinded_red_card,att_pen_miss,att_lg_right,att_lg_left
13492,79,782.0,66.0,1139.0,2.0,36.0,89.0,1919.0,4.0,32.0,17.0,34.0,27.0,182.0,140.0,1.0,24.0,39.0,,,1.0,2.0,1.0,1.0,13.0,1.0,6.0,4.0,24.0,,16.0,1.0,4.0,23.0,2.0,303.0,312.0,,79.0,14.0,59.0,12.0,5.0,8.0,42.0,7.0,179.0,191.0,26.0,10.0,242.0,41.0,593.0,34.0,1.0,32.0,30.0,1.0,10.0,55.0,85.0,85.0,579.0,209.0,165.0,8.0,3.0,2998.0,11.0,29.0,5.0,2130.0,4.0,277.0,290.0,65.0,350.0,350.0,20.0,122.0,170.0,79.0,675.0,6.0,,561.0,1900.0,36.0,41.0,860.0,127.0,26.0,57.0,13.0,13.0,369519.00927734375,654.0,1303.0,6.0,38.0,129.0,2150.0,,25.0,4.0,,113.0,9.0,2672.0,19.0,44.0,44.0,15.0,19.0,47.0,77.0,2.0,2.0,2.0,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,1.0,2.0,,,,,3.0,1.0,,4.0,,3.0,,,3.0,2.0,1.0,,1.0,4.0,,5.0,,4.0,,2.0,,,,,3.0,1.0,3.0,7.0,3.0,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
13554,79,55.0,10.0,140.0,,22.0,6.0,195.0,5.0,18.0,6.0,21.0,14.0,74.0,34.0,20.0,9.0,8.0,3.0,1.0,5.0,24.0,3.0,2.0,4.0,1.0,1.0,3.0,8.0,,21.0,,,2.0,1.0,58.0,36.0,5.0,14.0,9.0,17.0,,2.0,3.0,14.0,8.0,70.0,37.0,4.0,3.0,30.0,17.0,53.0,7.0,3.0,17.0,14.0,2.0,3.0,17.0,3.0,3.0,83.0,12.0,6.0,10.0,,824.0,3.0,8.0,11.0,236.0,2.0,27.0,34.0,24.0,109.0,109.0,4.0,17.0,15.0,14.0,52.0,9.0,0.0,84.0,186.0,8.0,11.0,62.0,17.0,4.0,18.0,5.0,5.0,92530.81875610352,119.0,189.0,2.0,24.0,11.0,246.0,,29.0,7.0,14.0,9.0,9.0,390.0,36.0,26.0,26.0,9.0,3.0,13.0,6.0,,,5.0,2.0,,14.0,,1.0,0.0,1.0,,,2.0,2.0,,3.0,2.0,6.0,5.0,2.0,8.0,,,2.0,,,,,1.0,,6.0,4.0,1.0,,1.0,,,3.0,3.0,3.0,3.0,,2.0,,,6.0,,,2.0,,1.0,2.0,11.0,4.0,2.0,5.0,2.0,,,,1.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,1.0,,0.0,,,,,,,0.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
4656,79,378.0,41.0,379.0,3.0,12.0,63.0,736.0,1.0,21.0,5.0,25.0,6.0,181.0,105.0,3.0,17.0,10.0,,,2.0,6.0,1.0,2.0,4.0,2.0,7.0,4.0,17.0,,17.0,1.0,2.0,13.0,2.0,140.0,95.0,1.0,26.0,6.0,12.0,4.0,2.0,5.0,8.0,6.0,57.0,54.0,20.0,5.0,95.0,10.0,166.0,21.0,2.0,29.0,25.0,2.0,5.0,35.0,32.0,32.0,264.0,80.0,61.0,13.0,6.0,1869.0,10.0,9.0,6.0,793.0,1.0,84.0,124.0,96.0,172.0,172.0,5.0,41.0,49.0,26.0,266.0,8.0,,168.0,707.0,15.0,19.0,404.0,65.0,20.0,13.0,62.0,22.0,239780.841003418,218.0,494.0,10.0,13.0,84.0,836.0,,20.0,5.0,4.0,25.0,1.0,1086.0,16.0,13.0,13.0,17.0,6.0,7.0,18.0,21.0,6.0,1.0,1.0,,,2.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,2.0,2.0,2.0,1.0,,,,,1.0,,,2.0,,3.0,,,3.0,4.0,2.0,2.0,,,,2.0,1.0,0.0,,1.0,,,,,2.0,1.0,2.0,9.0,2.0,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,,,,,1.0,,,,15.0,,,,42.0,,,15.0,5.0,2.0,,40.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
8245,79,12.0,3.0,35.0,,5.0,1.0,47.0,,9.0,4.0,8.0,3.0,9.0,7.0,8.0,,3.0,1.0,,1.0,4.0,1.0,,,,,,,,7.0,,2.0,3.0,2.0,16.0,8.0,1.0,9.0,1.0,,,3.0,,6.0,4.0,24.0,13.0,1.0,1.0,5.0,6.0,19.0,3.0,1.0,,,,1.0,8.0,2.0,2.0,18.0,6.0,3.0,1.0,1.0,265.0,1.0,2.0,5.0,75.0,,9.0,17.0,7.0,52.0,52.0,1.0,3.0,4.0,9.0,23.0,2.0,,21.0,46.0,4.0,3.0,18.0,6.0,1.0,4.0,3.0,3.0,32859.44030761719,40.0,61.0,1.0,7.0,3.0,76.0,,8.0,3.0,5.0,5.0,,127.0,22.0,11.0,11.0,3.0,3.0,1.0,3.0,,,1.0,,,7.0,,1.0,,,1.0,,,1.0,,1.0,1.0,2.0,4.0,1.0,2.0,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12582,79,623.0,36.0,707.0,9.0,39.0,71.0,1327.0,,33.0,33.0,33.0,34.0,230.0,175.0,3.0,20.0,15.0,,,,3.0,2.0,3.0,6.0,1.0,9.0,4.0,20.0,,17.0,2.0,4.0,19.0,,272.0,287.0,1.0,74.0,6.0,51.0,6.0,5.0,6.0,32.0,8.0,172.0,220.0,42.0,13.0,208.0,50.0,480.0,32.0,2.0,42.0,34.0,2.0,13.0,119.0,62.0,62.0,436.0,173.0,121.0,13.0,12.0,2757.0,9.0,7.0,7.0,1545.0,9.0,171.0,215.0,37.0,343.0,343.0,16.0,127.0,144.0,74.0,378.0,10.0,,304.0,1307.0,50.0,16.0,682.0,71.0,42.0,27.0,11.0,11.0,321904.4814453125,415.0,895.0,23.0,41.0,114.0,1566.0,,23.0,7.0,1.0,117.0,1.0,2103.0,12.0,42.0,42.0,52.0,12.0,18.0,93.0,3.0,3.0,2.0,8.0,1.0,2.0,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,2.0,3.0,,,,,1.0,,2.0,1.0,1.0,6.0,,1.0,6.0,8.0,1.0,,1.0,2.0,,5.0,1.0,5.0,,1.0,,1.0,,,5.0,1.0,8.0,4.0,6.0,,,,,3.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13246,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178,79,134.0,28.0,619.0,1.0,66.0,18.0,726.0,4.0,35.0,13.0,36.0,10.0,145.0,83.0,113.0,31.0,44.0,6.0,3.0,24.0,121.0,11.0,16.0,9.0,3.0,11.0,8.0,30.0,13.0,128.0,5.0,4.0,15.0,4.0,242.0,122.0,23.0,42.0,33.0,20.0,6.0,19.0,5.0,95.0,11.0,211.0,133.0,3.0,2.0,70.0,16.0,199.0,34.0,32.0,30.0,28.0,31.0,2.0,47.0,5.0,5.0,406.0,33.0,24.0,5.0,,2921.0,25.0,37.0,67.0,930.0,,49.0,177.0,166.0,545.0,545.0,27.0,29.0,66.0,42.0,99.0,44.0,2.0,414.0,712.0,10.0,62.0,151.0,58.0,3.0,126.0,86.0,34.0,328339.791015625,588.0,881.0,3.0,70.0,33.0,946.0,4.0,144.0,17.0,2.0,12.0,8.0,1643.0,282.0,105.0,105.0,29.0,20.0,79.0,6.0,27.0,11.0,12.0,19.0,,69.0,24.0,6.0,13.0,6.0,5.0,10.0,9.0,4.0,2.0,8.0,29.0,33.0,27.0,25.0,29.0,4.0,,13.0,,,,,1.0,4.0,17.0,12.0,20.0,2.0,,1.0,2.0,2.0,10.0,8.0,9.0,1.0,3.0,,,15.0,,3.0,,,6.0,8.0,31.0,17.0,19.0,40.0,1.0,1.0,3.0,2.0,2.0,10.0,,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,1.0,0.0,,,2.0,4.0,,,,10.0,,,,62.0,,,17.0,5.0,1.0,1.0,53.0,,,,,1.0,1.0,1.0,,1.0,,,3.0,,1.0,,,,1.0,,,1.0,,,,,,
3644,79,165.0,11.0,89.0,16.0,,27.0,254.0,,36.0,27.0,15.0,5.0,115.0,71.0,4.0,1.0,2.0,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,1.0,2.0,,19.0,43.0,,10.0,2.0,12.0,3.0,2.0,4.0,1.0,5.0,58.0,52.0,63.0,34.0,63.0,8.0,166.0,12.0,,21.0,16.0,,34.0,46.0,9.0,9.0,85.0,100.0,50.0,6.0,6.0,1194.0,2.0,,2.0,338.0,11.0,10.0,80.0,13.0,115.0,115.0,1.0,30.0,12.0,10.0,73.0,1.0,,27.0,251.0,5.0,2.0,189.0,30.0,63.0,3.0,6.0,6.0,126670.67041015624,69.0,160.0,56.0,,81.0,343.0,,5.0,2.0,3.0,19.0,,536.0,6.0,3.0,3.0,4.0,4.0,2.0,13.0,,,,30.0,,1.0,1.0,,1.0,,,,,1.0,1.0,2.0,,1.0,2.0,,,,,,,,,,3.0,,2.0,,,4.0,1.0,,4.0,5.0,,,,,,1.0,5.0,,,1.0,,,,,,,43.0,,1.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20383,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15134,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4760,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15608,79,744.0,24.0,342.0,2.0,1.0,52.0,1086.0,1.0,40.0,39.0,19.0,2.0,80.0,37.0,1.0,,4.0,,,,,,,,,,,,,,,,,,45.0,96.0,,10.0,,6.0,8.0,1.0,,2.0,8.0,55.0,67.0,82.0,38.0,102.0,7.0,361.0,16.0,1.0,15.0,13.0,,38.0,77.0,15.0,15.0,289.0,224.0,172.0,1.0,11.0,1449.0,1.0,3.0,1.0,1179.0,5.0,194.0,17.0,17.0,132.0,132.0,1.0,55.0,40.0,10.0,503.0,,,85.0,1067.0,6.0,4.0,784.0,50.0,82.0,5.0,1.0,1.0,161790.1611328125,131.0,415.0,18.0,2.0,97.0,1198.0,,1.0,,3.0,14.0,1.0,1379.0,6.0,8.0,8.0,12.0,10.0,4.0,10.0,0.0,,0.0,11.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,3.0,,,3.0,2.0,,,,,,2.0,10.0,,,1.0,,1.0,,,1.0,,16.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8982,79,360.0,28.0,478.0,2.0,63.0,43.0,820.0,3.0,19.0,16.0,33.0,14.0,207.0,162.0,26.0,20.0,25.0,,,8.0,33.0,3.0,3.0,5.0,,8.0,7.0,17.0,,39.0,1.0,1.0,12.0,1.0,255.0,171.0,4.0,51.0,13.0,39.0,6.0,41.0,22.0,30.0,11.0,140.0,139.0,13.0,6.0,77.0,22.0,269.0,27.0,3.0,29.0,28.0,3.0,6.0,51.0,23.0,23.0,359.0,41.0,28.0,13.0,7.0,2426.0,11.0,21.0,12.0,962.0,3.0,60.0,274.0,122.0,371.0,371.0,16.0,88.0,67.0,51.0,101.0,21.0,2.0,299.0,803.0,26.0,32.0,403.0,45.0,13.0,94.0,98.0,74.0,273436.2043457031,385.0,679.0,7.0,72.0,63.0,984.0,1.0,46.0,10.0,6.0,39.0,4.0,1494.0,74.0,46.0,46.0,23.0,9.0,62.0,26.0,18.0,10.0,8.0,13.0,,10.0,10.0,1.0,2.0,0.0,2.0,,1.0,1.0,,1.0,3.0,11.0,2.0,2.0,8.0,4.0,1.0,8.0,,,1.0,1.0,1.0,,5.0,3.0,3.0,3.0,1.0,,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,11.0,,1.0,2.0,,0.0,0.0,16.0,8.0,14.0,24.0,4.0,,,,,2.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,1.0,,,,,2.0,,,11.0,,,,27.0,,,8.0,2.0,,,24.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,
10464,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12212,79,107.0,13.0,307.0,1.0,16.0,4.0,408.0,,31.0,15.0,32.0,14.0,184.0,153.0,29.0,23.0,18.0,10.0,2.0,9.0,3.0,4.0,8.0,5.0,1.0,13.0,4.0,23.0,2.0,44.0,5.0,10.0,49.0,,132.0,108.0,3.0,17.0,14.0,12.0,,18.0,5.0,22.0,12.0,102.0,83.0,25.0,9.0,34.0,20.0,116.0,23.0,5.0,32.0,29.0,4.0,9.0,46.0,16.0,16.0,42.0,29.0,16.0,13.0,7.0,1987.0,8.0,13.0,16.0,522.0,,165.0,18.0,33.0,234.0,234.0,7.0,57.0,44.0,17.0,233.0,22.0,1.0,206.0,407.0,6.0,21.0,149.0,27.0,25.0,51.0,23.0,23.0,234407.46951293945,254.0,397.0,9.0,19.0,16.0,523.0,3.0,52.0,12.0,9.0,23.0,,845.0,90.0,50.0,50.0,13.0,7.0,32.0,15.0,6.0,6.0,7.0,1.0,,16.0,1.0,1.0,2.0,1.0,1.0,,2.0,,,,4.0,9.0,7.0,,1.0,2.0,4.0,4.0,,,,,1.0,,4.0,4.0,,9.0,,,9.0,3.0,3.0,2.0,3.0,1.0,,2.0,,8.0,,1.0,,,1.0,1.0,15.0,14.0,1.0,9.0,2.0,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,2.0,,,,,,,0.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,
3653,79,820.0,28.0,503.0,4.0,,84.0,1323.0,1.0,12.0,42.0,17.0,9.0,59.0,34.0,9.0,,3.0,,,2.0,1.0,1.0,2.0,,,,,,,2.0,,,,,52.0,91.0,1.0,3.0,2.0,6.0,6.0,,,2.0,2.0,38.0,66.0,71.0,39.0,124.0,18.0,443.0,17.0,1.0,12.0,10.0,,39.0,72.0,16.0,16.0,561.0,234.0,197.0,1.0,13.0,1396.0,2.0,2.0,2.0,1416.0,8.0,46.0,159.0,7.0,115.0,115.0,1.0,53.0,37.0,3.0,373.0,5.0,1.0,121.0,1310.0,2.0,4.0,861.0,50.0,71.0,3.0,,,159364.40551757812,156.0,568.0,19.0,,119.0,1429.0,,9.0,3.0,,20.0,1.0,1579.0,11.0,6.0,6.0,1.0,14.0,3.0,11.0,,,1.0,4.0,,6.0,,1.0,1.0,,,,,4.0,1.0,6.0,1.0,5.0,1.0,,,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,2.0,,,2.0,2.0,1.0,1.0,1.0,,,1.0,9.0,,,,,,,,1.0,,4.0,,6.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,79,206.0,14.0,157.0,3.0,7.0,16.0,363.0,1.0,15.0,20.0,13.0,13.0,67.0,69.0,6.0,5.0,2.0,,,2.0,1.0,2.0,1.0,3.0,,2.0,,5.0,,4.0,,2.0,7.0,,97.0,56.0,1.0,17.0,5.0,8.0,2.0,1.0,1.0,5.0,4.0,53.0,52.0,24.0,9.0,50.0,21.0,145.0,11.0,,15.0,12.0,,9.0,57.0,17.0,17.0,76.0,46.0,25.0,6.0,0.0,994.0,1.0,1.0,2.0,435.0,2.0,57.0,60.0,8.0,109.0,109.0,4.0,29.0,23.0,17.0,128.0,4.0,1.0,64.0,352.0,12.0,2.0,226.0,28.0,24.0,12.0,2.0,2.0,124846.62182617188,100.0,222.0,12.0,7.0,31.0,446.0,,11.0,4.0,2.0,19.0,1.0,581.0,10.0,14.0,14.0,5.0,3.0,8.0,10.0,,,5.0,,,4.0,,,1.0,,,,,,,1.0,,1.0,2.0,,,,,,,,,1.0,2.0,1.0,1.0,,,1.0,,,1.0,3.0,,,,,1.0,,0.0,1.0,,1.0,1.0,,,,10.0,,,2.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2928,79,30.0,2.0,25.0,,2.0,2.0,55.0,,2.0,,4.0,1.0,21.0,14.0,2.0,1.0,1.0,,,,,,,,,,,1.0,,3.0,,,3.0,,12.0,2.0,1.0,3.0,,4.0,,,,1.0,2.0,8.0,5.0,1.0,,8.0,1.0,18.0,1.0,,4.0,3.0,,,3.0,1.0,1.0,19.0,10.0,7.0,1.0,,128.0,1.0,,,63.0,2.0,10.0,4.0,,14.0,14.0,,2.0,,3.0,17.0,3.0,,10.0,52.0,2.0,1.0,34.0,5.0,1.0,1.0,,,17917.28747558594,16.0,32.0,1.0,2.0,6.0,66.0,,3.0,,3.0,3.0,1.0,86.0,2.0,,,1.0,1.0,1.0,1.0,,,1.0,2.0,,2.0,,1.0,,,,,,,,,,2.0,,,,,,2.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19619,79,550.0,123.0,1000.0,8.0,38.0,102.0,1513.0,3.0,39.0,33.0,36.0,19.0,259.0,134.0,11.0,18.0,33.0,3.0,1.0,6.0,10.0,1.0,3.0,9.0,,6.0,3.0,18.0,,22.0,2.0,3.0,19.0,,255.0,266.0,,94.0,15.0,32.0,9.0,46.0,32.0,57.0,10.0,160.0,166.0,48.0,9.0,336.0,26.0,718.0,34.0,4.0,52.0,46.0,3.0,9.0,119.0,38.0,38.0,453.0,240.0,132.0,18.0,7.0,3071.0,23.0,27.0,7.0,1848.0,5.0,466.0,396.0,218.0,652.0,652.0,24.0,77.0,165.0,94.0,476.0,7.0,0.0,551.0,1464.0,34.0,50.0,641.0,220.0,48.0,25.0,185.0,123.0,400178.34765625,744.0,1446.0,42.0,38.0,204.0,1902.0,,29.0,5.0,2.0,102.0,4.0,2539.0,29.0,37.0,37.0,16.0,8.0,16.0,60.0,37.0,22.0,11.0,3.0,,5.0,2.0,0.0,2.0,1.0,,2.0,1.0,,,,4.0,,,2.0,,,1.0,1.0,,,,,,,,5.0,3.0,4.0,1.0,,4.0,6.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,,4.0,1.0,3.0,1.0,1.0,22.0,2.0,3.0,16.0,5.0,,,,,3.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,2.0,3.0,1.0,,,45.0,,,,78.0,,,16.0,11.0,1.0,1.0,63.0,,,,1.0,,,,,,0.0,,1.0,,1.0,,,,,,,,,,,,,
10518,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15481,79,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.982513427734,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33056,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
