id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_fwd_zone_pass,accurate_launches,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,assist_penalty_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_bx_right,att_corner,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,fifty_fifty,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,penalty_conceded,penalty_won,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,red_card,rightside_pass,second_goal_assist,shield_ball_oop,shot_off_target,six_yard_block,successful_fifty_fifty,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_goal_kicks,att_bx_left,att_cmiss_high,att_cmiss_left,att_goal_high_left,att_goal_high_right,att_goal_low_left,att_hd_goal,att_hd_miss,att_hd_post,att_ibox_goal,att_ibox_post,att_miss_high_left,att_post_high,att_rf_goal,att_setpiece,att_sv_high_centre,big_chance_scored,goals,goals_openplay,goal_kicks,post_scoring_att,total_sub_on,accurate_flick_on,accurate_layoffs,accurate_pull_back,accurate_through_ball,att_cmiss_right,att_goal_low_centre,att_lf_goal,att_obox_goal,att_one_on_one,total_through_ball,att_assist_setplay,att_goal_low_right,att_sv_high_left,corner_taken,accurate_corners_intobox,freekick_cross,total_corners_intobox,total_fastbreak,assist_pass_lost,accurate_freekick_cross,assist_own_goal,att_freekick_target,att_freekick_total,att_obox_post,att_post_left,goal_assist_deadball,goal_assist_setplay,assist_free_kick_won,att_cmiss_high_left,att_freekick_goal,att_freekick_miss,att_freekick_post,att_pen_goal,att_pen_target,att_sv_high_right,assist_handball_won,att_fastbreak,att_goal_high_centre,att_pen_post,att_post_right,shot_fastbreak,clearance_off_line,second_yellow,assist_blocked_shot,att_cmiss_high_right,goal_fastbreak,assist_attempt_saved,assist_post,att_obxd_left,att_obx_left,att_obp_goal,foul_throw_in,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,good_high_claim,keeper_pick_up,keeper_throws,own_goals,punches,saved_ibox,saved_obox,saves,stand_save,total_high_claim,total_keeper_sweeper,att_obxd_right,dangerous_play,cross_not_claimed,dive_catch,gk_smother,penalty_faced,stand_catch,att_lg_centre,att_obx_right,penalty_save,back_pass,att_lg_left,att_lg_right,att_pen_miss
74811,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,363,151.0,10.0,,,38.0,8.0,21.0,189.0,2.0,21.0,18.0,8.0,,6.0,52.0,26.0,2.0,,1.0,1.0,,1.0,,1.0,,2.0,,,,2.0,,,,,,,,,,1.0,,,,29.0,40.0,,1.0,,9.0,,2.0,1.0,1.0,,,2.0,30.0,31.0,,24.0,9.0,,,22.0,33.0,,7.0,120.0,7.0,13.0,11.0,2.0,,,,,9.0,57.0,,6.0,1.0,6.0,0.0,76.0,70.0,24.0,5.0,6.0,636.0,6.0,1.0,,,262.0,7.0,,15.0,30.0,,,3.0,1.0,78.0,78.0,,26.0,14.0,9.0,,40.0,,,2.0,,12.0,11.0,187.0,4.0,0.0,1.0,171.0,27.0,24.0,,1.0,1.0,41.0,1.0,95.0,27.0,,57.0,,265.0,,2.0,,11.0,2.0,330.0,9.0,1.0,1.0,2.0,0.0,1.0,,1.0,6.0,2.0,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20048,363,53.0,3.0,,,100.0,,3.0,153.0,1.0,26.0,12.0,15.0,,2.0,47.0,18.0,18.0,3.0,7.0,15.0,,1.0,1.0,4.0,4.0,7.0,4.0,2.0,6.0,1.0,,5.0,2.0,,2.0,1.0,2.0,18.0,2.0,11.0,1.0,2.0,1.0,60.0,28.0,0.0,3.0,,8.0,4.0,6.0,1.0,0.0,,13.0,4.0,60.0,34.0,,1.0,,,,24.0,9.0,1.0,8.0,16.0,9.0,9.0,9.0,,,,,,,9.0,,4.0,,4.0,,51.0,4.0,2.0,8.0,1.0,809.0,,5.0,2.0,8.0,178.0,1.0,,19.0,30.0,,,4.0,1.0,73.0,73.0,12.0,5.0,11.0,8.0,,53.0,,,9.0,,14.0,51.0,151.0,2.0,20.0,7.0,64.0,4.0,1.0,15.0,0.0,0.0,62.0,5.0,116.0,,20.0,4.0,2.0,180.0,1.0,21.0,6.0,7.0,1.0,289.0,37.0,26.0,26.0,7.0,1.0,3.0,8.0,4.0,4.0,,,,,1.0,1.0,,,,1.0,,3.0,,1.0,,3.0,1.0,1.0,3.0,3.0,2.0,,,6.0,2.0,14.0,,,0.0,2.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
20097,363,434.0,12.0,,,117.0,2.0,18.0,551.0,1.0,22.0,27.0,10.0,,5.0,87.0,34.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,33.0,36.0,,,1.0,3.0,1.0,5.0,4.0,,,,2.0,34.0,47.0,1.0,29.0,15.0,,2.0,12.0,33.0,,8.0,200.0,10.0,8.0,8.0,,,,,,15.0,55.0,,9.0,2.0,9.0,,168.0,97.0,59.0,2.0,3.0,900.0,6.0,1.0,1.0,,622.0,7.0,,82.0,11.0,1.0,,7.0,,79.0,79.0,1.0,18.0,17.0,3.0,,228.0,,,1.0,,8.0,19.0,545.0,1.0,0.0,2.0,464.0,40.0,29.0,3.0,,,40.0,1.0,165.0,19.0,,63.0,,629.0,,2.0,,15.0,1.0,710.0,3.0,1.0,1.0,4.0,0.0,6.0,3.0,,9.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4813,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12444,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16640,363,122.0,18.0,1.0,1.0,128.0,1.0,19.0,249.0,54.0,8.0,11.0,13.0,,4.0,52.0,25.0,,2.0,4.0,,,1.0,,,,,,,2.0,,,,1.0,1.0,1.0,,2.0,1.0,,,,,,76.0,30.0,,,6.0,19.0,1.0,5.0,1.0,9.0,4.0,2.0,2.0,33.0,34.0,6.0,19.0,12.0,,,13.0,41.0,,12.0,104.0,7.0,9.0,6.0,3.0,,,,,12.0,25.0,,12.0,1.0,12.0,,14.0,47.0,33.0,5.0,3.0,621.0,1.0,3.0,1.0,,296.0,2.0,1.0,112.0,1.0,,,15.0,1.0,91.0,91.0,,22.0,8.0,19.0,,107.0,,1.0,1.0,,8.0,53.0,244.0,9.0,8.0,4.0,146.0,28.0,19.0,13.0,13.0,13.0,70.0,,168.0,12.0,,37.0,,301.0,,2.0,3.0,13.0,63.0,479.0,2.0,6.0,6.0,3.0,0.0,6.0,7.0,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88771,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5762,363,130.0,12.0,5.0,2.0,303.0,0.0,6.0,428.0,4.0,41.0,23.0,30.0,,17.0,118.0,58.0,13.0,5.0,9.0,10.0,0.0,2.0,2.0,3.0,4.0,3.0,3.0,,4.0,4.0,1.0,1.0,,1.0,4.0,,5.0,15.0,1.0,10.0,2.0,,1.0,139.0,79.0,3.0,1.0,,37.0,5.0,21.0,2.0,11.0,4.0,37.0,5.0,158.0,135.0,,10.0,8.0,,,74.0,57.0,12.0,23.0,149.0,14.0,18.0,17.0,1.0,4.0,4.0,4.0,1.0,8.0,55.0,,18.0,,18.0,,149.0,36.0,17.0,10.0,3.0,1402.0,,5.0,11.0,6.0,562.0,,5.0,49.0,111.0,,,41.0,2.0,292.0,292.0,9.0,31.0,39.0,37.0,,132.0,,,7.0,,31.0,155.0,421.0,12.0,74.0,16.0,164.0,21.0,10.0,70.0,26.0,17.0,222.0,18.0,431.0,9.0,23.0,23.0,3.0,569.0,1.0,18.0,7.0,32.0,4.0,951.0,39.0,48.0,48.0,47.0,0.0,15.0,33.0,7.0,16.0,1.0,,,,,,1.0,1.0,1.0,,,3.0,,1.0,,,1.0,,1.0,3.0,2.0,,,16.0,4.0,20.0,,,,1.0,2.0,,,1.0,3.0,,,10.0,3.0,2.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14574,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71441,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8983,363,207.0,30.0,18.0,12.0,699.0,,23.0,888.0,10.0,14.0,15.0,27.0,,6.0,113.0,56.0,39.0,19.0,33.0,18.0,17.0,6.0,,1.0,11.0,12.0,8.0,12.0,45.0,4.0,0.0,6.0,2.0,5.0,6.0,5.0,19.0,46.0,1.0,12.0,7.0,3.0,3.0,331.0,80.0,8.0,5.0,,42.0,16.0,24.0,6.0,29.0,25.0,29.0,3.0,114.0,110.0,,4.0,,,,46.0,49.0,12.0,13.0,164.0,23.0,22.0,20.0,2.0,6.0,5.0,4.0,2.0,,27.0,3.0,8.0,,8.0,,449.0,27.0,21.0,4.0,,1954.0,,19.0,25.0,22.0,973.0,,5.0,43.0,267.0,,,128.0,6.0,296.0,296.0,21.0,17.0,42.0,42.0,,60.0,1.0,,20.0,3.0,24.0,426.0,859.0,19.0,65.0,44.0,230.0,48.0,4.0,81.0,81.0,59.0,506.0,10.0,855.0,1.0,25.0,32.0,7.0,1004.0,2.0,58.0,10.0,20.0,10.0,1424.0,154.0,46.0,46.0,30.0,2.0,20.0,45.0,27.0,5.0,,,,1.0,5.0,2.0,,6.0,1.0,0.0,,7.0,1.0,6.0,1.0,1.0,1.0,,2.0,9.0,7.0,,2.0,4.0,3.0,23.0,1.0,1.0,2.0,,7.0,2.0,0.0,3.0,5.0,1.0,,43.0,7.0,5.0,23.0,1.0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,,,,1.0,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4852,363,54.0,5.0,,,6.0,4.0,10.0,60.0,,,1.0,3.0,,,24.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,1.0,,,,1.0,,1.0,,6.0,,1.0,,,5.0,,,32.0,3.0,9.0,7.0,2.0,,,,,,,,,,,,26.0,19.0,6.0,1.0,4.0,270.0,,,,,50.0,,,5.0,3.0,,,,,22.0,22.0,,2.0,,,,22.0,,,,,,,36.0,,0.0,,61.0,7.0,6.0,,,,5.0,,19.0,17.0,,27.0,,80.0,,,,,,116.0,,,,,0.0,1.0,,,,,19.0,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,18.0,2.0,3.0,,24.0,19.0,,3.0,4.0,5.0,10.0,2.0,,4.0,,,,,,,,,,,,,,
4328,363,39.0,0.0,1.0,1.0,100.0,1.0,2.0,138.0,1.0,4.0,2.0,12.0,,1.0,26.0,22.0,18.0,1.0,6.0,10.0,6.0,2.0,1.0,4.0,2.0,5.0,7.0,,1.0,2.0,,1.0,2.0,,,1.0,1.0,15.0,7.0,14.0,4.0,0.0,1.0,54.0,12.0,3.0,2.0,,9.0,2.0,9.0,2.0,1.0,,11.0,2.0,30.0,21.0,,,,,,24.0,15.0,2.0,2.0,31.0,7.0,4.0,4.0,,1.0,,1.0,1.0,,3.0,,2.0,,2.0,,45.0,2.0,1.0,1.0,,558.0,,1.0,6.0,12.0,162.0,,2.0,27.0,15.0,,,8.0,,66.0,66.0,5.0,1.0,6.0,9.0,,41.0,,,5.0,,14.0,65.0,129.0,2.0,16.0,7.0,43.0,3.0,,13.0,1.0,1.0,91.0,3.0,129.0,2.0,8.0,3.0,1.0,171.0,,19.0,5.0,4.0,1.0,262.0,48.0,15.0,15.0,7.0,1.0,9.0,8.0,5.0,1.0,,,0.0,,,1.0,,2.0,1.0,2.0,,4.0,,,,3.0,,2.0,3.0,4.0,3.0,,,5.0,1.0,8.0,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8456,363,210.0,39.0,24.0,9.0,664.0,,34.0,850.0,,11.0,2.0,31.0,2.0,13.0,165.0,74.0,21.0,54.0,29.0,13.0,4.0,3.0,,1.0,7.0,5.0,3.0,3.0,14.0,9.0,2.0,3.0,8.0,19.0,19.0,12.0,48.0,59.0,12.0,60.0,9.0,0.0,3.0,239.0,98.0,6.0,,1.0,44.0,26.0,27.0,3.0,7.0,14.0,33.0,4.0,112.0,120.0,1.0,4.0,,,,85.0,162.0,15.0,19.0,283.0,24.0,28.0,25.0,3.0,5.0,4.0,5.0,,,26.0,2.0,9.0,,9.0,,206.0,61.0,45.0,9.0,1.0,2103.0,,19.0,32.0,23.0,949.0,1.0,2.0,164.0,162.0,,2.0,166.0,2.0,372.0,372.0,13.0,28.0,57.0,44.0,,292.0,1.0,,26.0,,39.0,368.0,791.0,13.0,55.0,51.0,232.0,79.0,4.0,51.0,106.0,52.0,481.0,12.0,894.0,4.0,42.0,53.0,5.0,1020.0,1.0,75.0,13.0,32.0,,1505.0,65.0,57.0,57.0,57.0,2.0,18.0,29.0,20.0,16.0,4.0,,2.0,2.0,2.0,2.0,2.0,0.0,,1.0,,5.0,1.0,2.0,1.0,6.0,,2.0,1.0,8.0,7.0,,2.0,7.0,7.0,37.0,1.0,3.0,4.0,2.0,2.0,3.0,,6.0,17.0,2.0,,78.0,15.0,31.0,55.0,0.0,,5.0,,2.0,13.0,1.0,,,,,,1.0,4.0,,,,1.0,,0.0,,,1.0,0.0,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,1.0,,,0.0,,
10428,363,230.0,17.0,4.0,4.0,278.0,1.0,26.0,504.0,31.0,22.0,8.0,26.0,2.0,7.0,153.0,113.0,3.0,9.0,6.0,3.0,,,,,,1.0,2.0,,1.0,2.0,,2.0,1.0,3.0,4.0,2.0,9.0,10.0,4.0,11.0,2.0,1.0,1.0,118.0,116.0,1.0,1.0,4.0,40.0,3.0,23.0,5.0,12.0,7.0,31.0,8.0,113.0,80.0,4.0,27.0,10.0,,1.0,52.0,75.0,6.0,16.0,223.0,19.0,23.0,22.0,1.0,,,,,10.0,47.0,,31.0,2.0,31.0,,133.0,44.0,27.0,10.0,15.0,1719.0,2.0,4.0,2.0,4.0,628.0,3.0,7.0,120.0,76.0,,2.0,36.0,3.0,269.0,269.0,14.0,60.0,42.0,40.0,,174.0,,,5.0,,25.0,148.0,485.0,21.0,52.0,6.0,278.0,33.0,27.0,43.0,20.0,19.0,223.0,5.0,390.0,24.0,10.0,58.0,2.0,648.0,2.0,12.0,5.0,33.0,35.0,1021.0,34.0,42.0,42.0,17.0,0.0,8.0,22.0,6.0,17.0,2.0,,0.0,0.0,,,,,,,,,,,,,2.0,,,,,,,7.0,1.0,9.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63633,363,112.0,14.0,,,208.0,,16.0,320.0,,20.0,8.0,21.0,,12.0,81.0,46.0,6.0,18.0,14.0,4.0,,2.0,,1.0,4.0,2.0,,,2.0,5.0,,,3.0,9.0,6.0,2.0,18.0,20.0,2.0,21.0,2.0,,,76.0,67.0,2.0,1.0,2.0,32.0,13.0,27.0,2.0,8.0,,16.0,6.0,90.0,64.0,2.0,2.0,1.0,,,43.0,38.0,3.0,19.0,103.0,13.0,14.0,14.0,,1.0,1.0,1.0,1.0,1.0,21.0,,9.0,,9.0,,74.0,33.0,19.0,10.0,2.0,1116.0,,4.0,11.0,3.0,388.0,4.0,4.0,60.0,61.0,,,28.0,,148.0,148.0,10.0,26.0,31.0,32.0,,143.0,1.0,1.0,8.0,,23.0,125.0,313.0,21.0,26.0,15.0,128.0,22.0,2.0,26.0,11.0,11.0,167.0,5.0,279.0,2.0,15.0,27.0,0.0,396.0,2.0,24.0,8.0,26.0,,616.0,34.0,28.0,28.0,15.0,0.0,5.0,16.0,11.0,12.0,1.0,,2.0,2.0,,,,1.0,,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,8.0,2.0,14.0,1.0,1.0,2.0,,,1.0,,3.0,,,,1.0,,3.0,,1.0,,,,,1.0,,,,,0.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11357,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6519,363,148.0,31.0,9.0,9.0,654.0,1.0,29.0,793.0,10.0,64.0,36.0,35.0,1.0,29.0,160.0,90.0,81.0,13.0,54.0,59.0,1.0,10.0,4.0,26.0,18.0,29.0,22.0,4.0,21.0,7.0,4.0,10.0,12.0,5.0,5.0,3.0,12.0,82.0,17.0,45.0,10.0,4.0,7.0,240.0,117.0,11.0,18.0,2.0,69.0,23.0,21.0,8.0,54.0,6.0,61.0,9.0,255.0,243.0,2.0,9.0,8.0,,,126.0,63.0,31.0,53.0,179.0,31.0,28.0,26.0,2.0,7.0,5.0,6.0,5.0,8.0,42.0,3.0,15.0,0.0,15.0,,177.0,35.0,27.0,7.0,2.0,2810.0,0.0,15.0,46.0,36.0,1003.0,,19.0,254.0,71.0,0.0,1.0,128.0,4.0,513.0,513.0,28.0,30.0,59.0,69.0,,412.0,,,35.0,6.0,61.0,394.0,789.0,30.0,123.0,61.0,180.0,59.0,9.0,144.0,60.0,60.0,544.0,17.0,888.0,4.0,45.0,42.0,31.0,1008.0,3.0,94.0,6.0,48.0,10.0,1740.0,260.0,101.0,101.0,78.0,3.0,19.0,82.0,43.0,30.0,3.0,,10.0,3.0,6.0,1.0,,5.0,2.0,17.0,1.0,11.0,1.0,1.0,,5.0,2.0,4.0,9.0,11.0,10.0,,1.0,4.0,4.0,42.0,,1.0,5.0,2.0,4.0,,1.0,2.0,,2.0,,2.0,,,,5.0,,,1.0,,,,,,1.0,,,,,,,,,,5.0,1.0,,1.0,5.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79245,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13286,363,60.0,2.0,,,89.0,,2.0,149.0,,30.0,39.0,22.0,1.0,7.0,58.0,33.0,31.0,1.0,8.0,21.0,2.0,6.0,4.0,10.0,4.0,14.0,7.0,0.0,3.0,3.0,,6.0,4.0,1.0,,,1.0,26.0,3.0,14.0,3.0,,1.0,67.0,28.0,1.0,4.0,,15.0,5.0,6.0,3.0,5.0,1.0,7.0,6.0,74.0,63.0,,17.0,14.0,,,27.0,26.0,3.0,22.0,44.0,12.0,12.0,10.0,2.0,1.0,1.0,1.0,,14.0,39.0,,5.0,1.0,5.0,,48.0,13.0,8.0,5.0,5.0,1034.0,,2.0,7.0,13.0,189.0,,,22.0,28.0,,1.0,9.0,1.0,114.0,114.0,6.0,7.0,15.0,15.0,,46.0,,,14.0,,14.0,50.0,133.0,6.0,19.0,9.0,72.0,3.0,17.0,18.0,6.0,6.0,84.0,25.0,139.0,2.0,20.0,5.0,4.0,205.0,1.0,32.0,5.0,7.0,,384.0,67.0,33.0,33.0,12.0,0.0,11.0,6.0,9.0,5.0,,,2.0,,,,,2.0,,6.0,,6.0,,1.0,,4.0,,2.0,5.0,6.0,5.0,,,10.0,12.0,16.0,,,1.0,1.0,1.0,,,,,3.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10905,363,111.0,19.0,1.0,1.0,319.0,,24.0,429.0,1.0,133.0,54.0,36.0,,12.0,228.0,98.0,43.0,12.0,32.0,20.0,8.0,4.0,2.0,5.0,8.0,9.0,18.0,1.0,4.0,3.0,,9.0,2.0,2.0,5.0,4.0,12.0,45.0,18.0,43.0,12.0,2.0,5.0,175.0,84.0,9.0,17.0,2.0,38.0,10.0,11.0,2.0,4.0,2.0,44.0,7.0,237.0,161.0,2.0,17.0,9.0,1.0,,111.0,65.0,14.0,30.0,144.0,30.0,51.0,44.0,7.0,5.0,5.0,5.0,3.0,9.0,73.0,1.0,4.0,,4.0,,125.0,28.0,18.0,18.0,2.0,2673.0,3.0,9.0,28.0,31.0,609.0,2.0,4.0,99.0,84.0,,0.0,46.0,4.0,349.0,349.0,21.0,28.0,35.0,38.0,,166.0,,,14.0,3.0,47.0,184.0,428.0,19.0,66.0,37.0,144.0,42.0,17.0,50.0,6.0,6.0,298.0,38.0,472.0,1.0,44.0,34.0,19.0,610.0,3.0,55.0,14.0,25.0,1.0,1053.0,105.0,88.0,88.0,55.0,3.0,11.0,28.0,17.0,16.0,1.0,,4.0,,6.0,1.0,,0.0,,3.0,,8.0,,,,8.0,6.0,2.0,6.0,9.0,5.0,,,6.0,11.0,39.0,1.0,6.0,,1.0,1.0,1.0,,7.0,,4.0,1.0,,,,,4.0,1.0,,,,,,,,,1.0,,,,,,,0.0,,4.0,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21797,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
