id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_fwd_zone_pass,accurate_launches,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,assist_penalty_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_bx_right,att_corner,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,fifty_fifty,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,penalty_conceded,penalty_won,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,red_card,rightside_pass,second_goal_assist,shield_ball_oop,shot_off_target,six_yard_block,successful_fifty_fifty,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_goal_kicks,att_bx_left,att_cmiss_high,att_cmiss_left,att_goal_high_left,att_goal_high_right,att_goal_low_left,att_hd_goal,att_hd_miss,att_hd_post,att_ibox_goal,att_ibox_post,att_miss_high_left,att_post_high,att_rf_goal,att_setpiece,att_sv_high_centre,big_chance_scored,goals,goals_openplay,goal_kicks,post_scoring_att,total_sub_on,accurate_flick_on,accurate_layoffs,accurate_pull_back,accurate_through_ball,att_cmiss_right,att_goal_low_centre,att_lf_goal,att_obox_goal,att_one_on_one,total_through_ball,att_assist_setplay,att_goal_low_right,att_sv_high_left,corner_taken,accurate_corners_intobox,freekick_cross,total_corners_intobox,total_fastbreak,assist_pass_lost,accurate_freekick_cross,assist_own_goal,att_freekick_target,att_freekick_total,att_obox_post,att_post_left,goal_assist_deadball,goal_assist_setplay,assist_free_kick_won,att_cmiss_high_left,att_freekick_goal,att_freekick_miss,att_freekick_post,att_pen_goal,att_pen_target,att_sv_high_right,assist_handball_won,att_fastbreak,att_goal_high_centre,att_pen_post,att_post_right,shot_fastbreak,clearance_off_line,second_yellow,assist_blocked_shot,att_cmiss_high_right,goal_fastbreak,assist_attempt_saved,assist_post,att_obxd_left,att_obx_left,att_obp_goal,foul_throw_in,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,good_high_claim,keeper_pick_up,keeper_throws,own_goals,punches,saved_ibox,saved_obox,saves,stand_save,total_high_claim,total_keeper_sweeper,att_obxd_right,dangerous_play,cross_not_claimed,dive_catch,gk_smother,penalty_faced,stand_catch,att_lg_centre,att_obx_right,penalty_save,back_pass,att_lg_left,att_lg_right,att_pen_miss
3046,363,105.0,12.0,3.0,3.0,94.0,7.0,11.0,196.0,23.0,16.0,9.0,10.0,,5.0,102.0,56.0,1.0,,4.0,1.0,,,,,,1.0,,,1.0,,,,1.0,,,,,1.0,,,,,,59.0,47.0,1.0,,3.0,5.0,,2.0,,10.0,1.0,1.0,3.0,25.0,28.0,3.0,27.0,12.0,,1.0,30.0,46.0,,6.0,106.0,9.0,22.0,19.0,3.0,,,,,12.0,32.0,,16.0,5.0,16.0,,10.0,44.0,18.0,6.0,7.0,810.0,1.0,1.0,3.0,,262.0,6.0,,75.0,3.0,,,16.0,3.0,101.0,101.0,4.0,29.0,14.0,5.0,1.0,89.0,,,1.0,,14.0,40.0,196.0,2.0,1.0,4.0,125.0,33.0,27.0,2.0,11.0,11.0,73.0,1.0,150.0,21.0,,41.0,,264.0,1.0,1.0,,15.0,36.0,406.0,4.0,9.0,9.0,2.0,0.0,1.0,2.0,,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51437,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210,363,105.0,10.0,5.0,5.0,248.0,5.0,21.0,348.0,2.0,27.0,19.0,22.0,,5.0,137.0,68.0,7.0,12.0,9.0,4.0,1.0,1.0,,2.0,,4.0,1.0,5.0,15.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,12.0,17.0,1.0,2.0,1.0,1.0,3.0,136.0,81.0,0.0,2.0,2.0,13.0,2.0,12.0,,13.0,15.0,12.0,4.0,79.0,64.0,2.0,17.0,7.0,,,34.0,45.0,4.0,11.0,110.0,16.0,24.0,22.0,2.0,,,,,7.0,46.0,2.0,17.0,1.0,17.0,,145.0,39.0,20.0,13.0,4.0,1366.0,,2.0,7.0,8.0,437.0,2.0,3.0,26.0,142.0,,,40.0,1.0,167.0,167.0,12.0,30.0,39.0,13.0,,46.0,,,9.0,,14.0,130.0,348.0,9.0,29.0,9.0,127.0,25.0,17.0,27.0,31.0,28.0,176.0,12.0,341.0,20.0,3.0,43.0,1.0,437.0,,19.0,12.0,19.0,2.0,656.0,29.0,17.0,17.0,16.0,1.0,5.0,10.0,2.0,11.0,2.0,,,,,,,1.0,,2.0,,2.0,,2.0,1.0,,,0.0,0.0,2.0,2.0,,2.0,6.0,5.0,3.0,,,,,2.0,,,1.0,,1.0,,3.0,,,3.0,,,,,1.0,1.0,2.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
32728,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15259,363,56.0,6.0,0.0,0.0,135.0,1.0,9.0,191.0,2.0,7.0,2.0,11.0,,2.0,38.0,17.0,5.0,5.0,7.0,5.0,,2.0,,,1.0,1.0,2.0,,,1.0,,2.0,,2.0,2.0,1.0,5.0,7.0,3.0,10.0,,,2.0,55.0,27.0,,1.0,,10.0,3.0,7.0,,7.0,2.0,5.0,2.0,29.0,29.0,,1.0,,,,15.0,28.0,1.0,5.0,43.0,4.0,6.0,6.0,,,,,,,7.0,,3.0,,3.0,,50.0,11.0,8.0,7.0,,410.0,,3.0,5.0,4.0,220.0,,4.0,29.0,49.0,,,14.0,,75.0,75.0,2.0,5.0,20.0,10.0,,74.0,,,3.0,,6.0,74.0,190.0,6.0,10.0,8.0,62.0,9.0,1.0,13.0,11.0,10.0,93.0,1.0,171.0,2.0,9.0,13.0,1.0,222.0,,10.0,3.0,9.0,3.0,329.0,12.0,18.0,18.0,10.0,1.0,2.0,8.0,4.0,7.0,1.0,,,,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,7.0,,9.0,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20081,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50512,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8321,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25429,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9117,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25291,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20101,363,6.0,1.0,,,8.0,,1.0,14.0,,,1.0,2.0,,,5.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,1.0,4.0,2.0,,,,2.0,,,,,,,,1.0,3.0,,,,,,2.0,2.0,,1.0,5.0,,2.0,2.0,,,,,,,3.0,,1.0,,1.0,,5.0,1.0,,2.0,,30.0,,,,1.0,17.0,,,,5.0,,,,2.0,5.0,5.0,1.0,,1.0,2.0,,3.0,,,,,1.0,2.0,14.0,2.0,0.0,,6.0,2.0,,2.0,,,4.0,,11.0,,1.0,1.0,,17.0,,1.0,,0.0,,25.0,,2.0,2.0,,0.0,,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24221,363,89.0,9.0,,,109.0,0.0,6.0,198.0,,2.0,2.0,5.0,,1.0,15.0,15.0,,1.0,3.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,37.0,11.0,,,,4.0,1.0,5.0,1.0,,2.0,0.0,,12.0,9.0,,1.0,,,,14.0,28.0,,2.0,50.0,3.0,2.0,2.0,,,,,,,6.0,,3.0,,3.0,,64.0,15.0,11.0,3.0,1.0,259.0,,2.0,1.0,,222.0,2.0,,42.0,22.0,1.0,,5.0,,35.0,35.0,,7.0,4.0,4.0,,74.0,,,,,8.0,49.0,195.0,1.0,3.0,3.0,99.0,14.0,1.0,4.0,2.0,2.0,61.0,,128.0,3.0,2.0,11.0,,225.0,,1.0,1.0,4.0,,255.0,,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,363,172.0,31.0,17.0,10.0,675.0,,30.0,830.0,25.0,28.0,26.0,26.0,2.0,22.0,222.0,126.0,37.0,13.0,63.0,13.0,,4.0,1.0,1.0,16.0,6.0,11.0,5.0,10.0,2.0,1.0,2.0,5.0,5.0,4.0,2.0,13.0,42.0,7.0,39.0,3.0,3.0,6.0,208.0,125.0,14.0,4.0,1.0,53.0,21.0,9.0,11.0,30.0,6.0,39.0,4.0,150.0,231.0,1.0,4.0,2.0,,3.0,91.0,131.0,41.0,40.0,315.0,24.0,28.0,22.0,6.0,10.0,7.0,7.0,1.0,2.0,39.0,1.0,12.0,2.0,12.0,,127.0,47.0,34.0,9.0,2.0,2184.0,,34.0,47.0,19.0,940.0,3.0,9.0,294.0,99.0,,2.0,149.0,2.0,372.0,372.0,25.0,43.0,57.0,53.0,,346.0,1.0,1.0,10.0,,50.0,494.0,781.0,17.0,75.0,81.0,195.0,57.0,4.0,101.0,76.0,46.0,610.0,10.0,877.0,6.0,14.0,51.0,7.0,996.0,9.0,50.0,2.0,31.0,29.0,1582.0,168.0,55.0,55.0,110.0,1.0,13.0,65.0,32.0,14.0,6.0,,20.0,1.0,2.0,,,5.0,,,,4.0,,,,6.0,2.0,1.0,3.0,6.0,6.0,,,2.0,1.0,14.0,4.0,2.0,3.0,,,2.0,1.0,2.0,8.0,1.0,,43.0,7.0,10.0,30.0,7.0,,3.0,,,2.0,,,,3.0,,,,2.0,,,,,,5.0,,,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64037,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10651,363,339.0,29.0,,,160.0,3.0,39.0,499.0,1.0,18.0,21.0,7.0,,3.0,36.0,19.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,27.0,35.0,,,1.0,2.0,,4.0,,,,3.0,2.0,30.0,34.0,1.0,28.0,12.0,,,20.0,46.0,,6.0,172.0,6.0,14.0,12.0,2.0,,,,1.0,12.0,54.0,,4.0,,4.0,,202.0,111.0,84.0,1.0,1.0,590.0,2.0,,1.0,,543.0,2.0,,58.0,50.0,1.0,,3.0,1.0,63.0,63.0,1.0,15.0,19.0,2.0,,155.0,,,,,8.0,30.0,490.0,1.0,3.0,1.0,359.0,53.0,28.0,4.0,,,49.0,,197.0,11.0,,68.0,,556.0,,,1.0,3.0,1.0,619.0,,2.0,2.0,6.0,0.0,4.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33135,363,285.0,36.0,31.0,22.0,478.0,4.0,32.0,732.0,15.0,41.0,26.0,36.0,,14.0,268.0,168.0,36.0,9.0,47.0,20.0,3.0,4.0,,2.0,5.0,13.0,9.0,9.0,32.0,1.0,2.0,9.0,2.0,2.0,4.0,2.0,9.0,40.0,2.0,11.0,3.0,1.0,3.0,255.0,153.0,10.0,6.0,3.0,75.0,7.0,33.0,7.0,97.0,32.0,63.0,4.0,200.0,154.0,3.0,18.0,6.0,,,67.0,86.0,6.0,28.0,276.0,34.0,45.0,40.0,5.0,8.0,6.0,5.0,,6.0,66.0,2.0,15.0,,15.0,,115.0,62.0,29.0,15.0,5.0,2855.0,1.0,22.0,37.0,19.0,980.0,2.0,5.0,300.0,62.0,,,187.0,8.0,603.0,603.0,15.0,81.0,57.0,75.0,,343.0,,,19.0,3.0,26.0,310.0,723.0,28.0,99.0,59.0,360.0,82.0,18.0,78.0,167.0,134.0,431.0,17.0,796.0,20.0,14.0,74.0,12.0,989.0,9.0,45.0,12.0,63.0,16.0,1679.0,119.0,95.0,95.0,23.0,2.0,17.0,42.0,49.0,38.0,2.0,,9.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,7.0,2.0,3.0,1.0,5.0,,3.0,3.0,8.0,7.0,,2.0,2.0,3.0,10.0,5.0,1.0,1.0,1.0,3.0,1.0,,2.0,4.0,3.0,1.0,38.0,9.0,5.0,33.0,4.0,,1.0,1.0,,1.0,,,1.0,3.0,,1.0,,,,,,0.0,1.0,4.0,1.0,,1.0,4.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24399,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000,363,131.0,16.0,,,42.0,1.0,16.0,173.0,,17.0,39.0,7.0,,1.0,56.0,36.0,5.0,,,4.0,,3.0,0.0,5.0,,3.0,0.0,,,,,1.0,1.0,,,,,,,,,0.0,,15.0,33.0,,1.0,,5.0,,3.0,3.0,,,,2.0,25.0,46.0,,53.0,28.0,,,12.0,28.0,,5.0,99.0,7.0,6.0,6.0,,,,,,28.0,50.0,1.0,8.0,,8.0,,69.0,45.0,21.0,1.0,6.0,630.0,3.0,,,1.0,223.0,2.0,,11.0,26.0,,,,,60.0,60.0,,22.0,11.0,5.0,,49.0,,1.0,4.0,,8.0,16.0,168.0,2.0,0.0,,159.0,36.0,53.0,,,,32.0,,73.0,9.0,,39.0,,232.0,1.0,5.0,,4.0,,320.0,9.0,1.0,1.0,3.0,0.0,4.0,,1.0,2.0,2.0,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,,,1.0,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51917,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21731,363,8.0,,,,22.0,1.0,2.0,30.0,,2.0,,3.0,,,19.0,10.0,1.0,2.0,2.0,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,1.0,1.0,,2.0,2.0,,2.0,,,,18.0,6.0,1.0,,,2.0,1.0,6.0,,3.0,,1.0,,11.0,2.0,,1.0,,,,3.0,4.0,,1.0,14.0,2.0,5.0,5.0,,1.0,,1.0,,,,,2.0,,2.0,,1.0,2.0,,2.0,1.0,149.0,,1.0,2.0,,40.0,,,19.0,0.0,,,7.0,,19.0,19.0,1.0,3.0,2.0,2.0,,7.0,,,2.0,,,16.0,30.0,1.0,2.0,3.0,9.0,1.0,1.0,1.0,5.0,3.0,22.0,1.0,36.0,2.0,,5.0,,40.0,,3.0,2.0,2.0,,61.0,2.0,2.0,2.0,,0.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,0.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7548,363,257.0,54.0,0.0,0.0,200.0,65.0,253.0,457.0,,1.0,11.0,37.0,,,349.0,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,296.0,,,,,,,8.0,,0.0,,8.0,1.0,15.0,,33.0,,1.0,,1.0,121.0,,,725.0,37.0,64.0,53.0,11.0,,,,,,,,1.0,1.0,1.0,,95.0,592.0,200.0,18.0,21.0,3330.0,,,,,410.0,,,137.0,90.0,,,2.0,3.0,471.0,471.0,,26.0,,,,101.0,,,,,1.0,27.0,224.0,,0.0,,330.0,128.0,33.0,0.0,0.0,0.0,121.0,,591.0,251.0,,714.0,,921.0,,,,1.0,,1250.0,,,,5.0,0.0,11.0,,,1.0,2.0,151.0,,,,,,,,,,,,,,,,,,,,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,153.0,14.0,45.0,16.0,254.0,156.0,,22.0,72.0,33.0,106.0,4.0,19.0,8.0,,,1.0,2.0,2.0,4.0,3.0,,,1.0,,,,
20810,363,224.0,13.0,1.0,1.0,427.0,,11.0,650.0,7.0,33.0,29.0,27.0,2.0,11.0,75.0,62.0,28.0,5.0,15.0,20.0,4.0,5.0,2.0,8.0,3.0,11.0,10.0,5.0,17.0,4.0,,2.0,5.0,3.0,,2.0,5.0,26.0,5.0,7.0,4.0,2.0,4.0,246.0,71.0,1.0,9.0,2.0,53.0,6.0,21.0,5.0,8.0,2.0,25.0,8.0,119.0,80.0,2.0,20.0,17.0,1.0,,70.0,44.0,5.0,27.0,149.0,18.0,15.0,13.0,2.0,3.0,3.0,3.0,4.0,17.0,34.0,,4.0,,4.0,,185.0,29.0,17.0,9.0,3.0,1521.0,3.0,4.0,14.0,16.0,756.0,,5.0,89.0,173.0,,2.0,32.0,1.0,234.0,234.0,11.0,19.0,41.0,53.0,,186.0,,,11.0,1.0,35.0,249.0,640.0,25.0,43.0,18.0,261.0,16.0,20.0,37.0,11.0,11.0,301.0,20.0,516.0,,43.0,15.0,7.0,766.0,1.0,33.0,10.0,18.0,7.0,1072.0,87.0,56.0,56.0,15.0,1.0,10.0,19.0,9.0,9.0,2.0,,1.0,,,,,2.0,,6.0,,4.0,,,,,2.0,1.0,3.0,4.0,4.0,,,9.0,9.0,35.0,,1.0,1.0,,4.0,,2.0,2.0,,2.0,1.0,,,1.0,,0.0,,,1.0,0.0,0.0,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15549,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23911,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23978,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22542,363,512.0,77.0,67.0,34.0,717.0,6.0,93.0,1162.0,52.0,43.0,22.0,34.0,,10.0,165.0,108.0,16.0,16.0,30.0,15.0,,1.0,1.0,2.0,6.0,2.0,3.0,,3.0,3.0,1.0,1.0,2.0,9.0,6.0,1.0,15.0,21.0,3.0,27.0,1.0,1.0,2.0,309.0,149.0,5.0,2.0,3.0,51.0,15.0,29.0,10.0,55.0,18.0,17.0,12.0,119.0,92.0,3.0,15.0,7.0,,1.0,58.0,188.0,4.0,19.0,395.0,27.0,28.0,27.0,1.0,8.0,8.0,4.0,,7.0,67.0,2.0,23.0,1.0,23.0,,480.0,144.0,98.0,14.0,7.0,2481.0,1.0,35.0,35.0,7.0,1366.0,4.0,1.0,120.0,329.0,,1.0,280.0,3.0,488.0,488.0,19.0,46.0,84.0,51.0,,240.0,,,10.0,2.0,28.0,357.0,1113.0,21.0,28.0,70.0,574.0,144.0,15.0,20.0,219.0,103.0,514.0,13.0,1069.0,28.0,12.0,161.0,5.0,1424.0,6.0,32.0,3.0,45.0,56.0,1984.0,68.0,35.0,35.0,16.0,1.0,8.0,9.0,30.0,24.0,3.0,,1.0,,,,1.0,1.0,,,,3.0,2.0,1.0,1.0,3.0,,,3.0,3.0,,,2.0,7.0,3.0,12.0,3.0,,1.0,1.0,,,,1.0,32.0,,,137.0,34.0,30.0,117.0,,,12.0,,1.0,6.0,,1.0,3.0,4.0,,,,2.0,,3.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
