id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_pull_back,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high_left,att_cmiss_left,att_cmiss_right,att_fastbreak,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_lg_left,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_post,att_obox_target,att_obx_centre,att_openplay,att_post_high,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,final_third_entries,formation_place,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,goal_fastbreak,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,post_scoring_att,put_through,rightside_pass,second_goal_assist,shield_ball_oop,shot_fastbreak,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,att_freekick_miss,att_freekick_total,att_hd_target,offside_provoked,accurate_corners_intobox,accurate_freekick_cross,assist_attempt_saved,assist_free_kick_won,assist_pass_lost,att_assist_setplay,att_cmiss_high,att_cmiss_high_right,att_freekick_target,att_goal_high_centre,att_obox_goal,att_obx_left,att_one_on_one,att_pen_goal,att_pen_target,freekick_cross,goal_assist_setplay,penalty_won,total_corners_intobox,att_freekick_post,att_ibox_post,att_obxd_right,att_post_left,att_post_right,own_goals,last_man_tackle,att_goal_high_left,att_lg_centre,penalty_conceded,red_card,assist_penalty_won,attempts_obox,six_yard_block,att_obxd_left,goal_assist_deadball,assist_post,attempts_ibox,att_freekick_goal,att_sv_high_right,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,foul_throw_in,second_yellow,assist_own_goal,att_hd_post,dangerous_play,clearance_off_line,att_obp_goal,penalty_save,assist_blocked_shot,assist_handball_won,att_obx_right,att_lg_right,att_pen_miss,back_pass,att_corner,fifty_fifty,successful_fifty_fifty,att_pen_post
2152,54,368.0,5.0,,,1.0,280.0,,19.0,20.0,648.0,,,,2.0,7.0,16.0,4.0,100.0,60.0,2.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,98.0,90.0,,,,2.0,17.0,,18.0,2.0,,,,10.0,2.0,39.0,44.0,2.0,18.0,6.0,,1.0,80.0,16.0,2.0,6.0,219.0,16.0,,24.0,22.0,2.0,,,,,,,6.0,29.0,,19.0,3.0,19.0,204.0,76.0,63.0,8.0,3.0,1176.0,1.0,1.0,0.0,713.0,5.0,1.0,72.0,116.0,10.0,3.0,99.0,99.0,2.0,36.0,52.0,,17.0,206.0,,,,,97.0,634.0,7.0,2.0,392.0,14.0,18.0,8.0,,,141057.38916015625,,136.0,3.0,335.0,4.0,20.0,34.0,,727.0,,0.0,13.0,,23.0,,,853.0,4.0,5.0,5.0,9.0,6.0,5.0,,13.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5668,54,441.0,62.0,2.0,2.0,1.0,265.0,38.0,0.0,94.0,704.0,,,15.0,45.0,86.0,27.0,17.0,204.0,145.0,4.0,10.0,2.0,1.0,,1.0,1.0,,1.0,,,,1.0,7.0,10.0,4.0,1.0,7.0,4.0,,1.0,5.0,,0.0,2.0,,1.0,5.0,1.0,1.0,,,1.0,4.0,,,1.0,3.0,3.0,1.0,,1.0,,2.0,85.0,140.0,2.0,2.0,1.0,10.0,32.0,5.0,21.0,4.0,,3.0,9.0,5.0,6.0,106.0,143.0,10.0,140.0,84.0,,2.0,188.0,22.0,2.0,36.0,551.0,27.0,1.0,36.0,34.0,2.0,,2.0,1.0,0.0,,,85.0,167.0,,49.0,6.0,49.0,133.0,324.0,149.0,12.0,13.0,2283.0,1.0,6.0,5.0,980.0,18.0,,203.0,30.0,44.0,1.0,368.0,364.0,3.0,92.0,45.0,,32.0,256.0,,1.0,,8.0,92.0,681.0,8.0,7.0,529.0,132.0,144.0,7.0,12.0,12.0,230306.8614501953,,217.0,4.0,508.0,153.0,0.0,265.0,2.0,1025.0,0.0,18.0,3.0,,34.0,1.0,35.0,1416.0,33.0,5.0,5.0,24.0,9.0,4.0,8.0,31.0,6.0,,,2.0,15.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,2.0,,,1.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
8460,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19680,54,53.0,4.0,1.0,1.0,3.0,144.0,,29.0,6.0,196.0,,,1.0,14.0,8.0,10.0,5.0,25.0,25.0,6.0,15.0,2.0,2.0,1.0,1.0,,,,2.0,3.0,1.0,1.0,4.0,7.0,3.0,7.0,8.0,6.0,2.0,1.0,5.0,,2.0,1.0,,3.0,2.0,,,,,,20.0,,4.0,3.0,12.0,2.0,3.0,,3.0,,,82.0,23.0,3.0,3.0,6.0,1.0,10.0,3.0,2.0,2.0,,2.0,,14.0,3.0,47.0,41.0,1.0,1.0,0.0,,,14.0,,3.0,11.0,43.0,8.0,7.0,5.0,4.0,1.0,5.0,4.0,2.0,4.0,,1.0,0.0,14.0,,2.0,,2.0,67.0,16.0,9.0,,,650.0,1.0,9.0,13.0,231.0,,3.0,39.0,31.0,9.0,,84.0,84.0,6.0,5.0,12.0,,10.0,50.0,,,,8.0,78.0,185.0,6.0,10.0,60.0,7.0,1.0,19.0,2.0,2.0,64664.80700683594,,107.0,8.0,184.0,,30.0,6.0,9.0,242.0,,24.0,3.0,2.0,5.0,2.0,1.0,357.0,52.0,12.0,12.0,17.0,7.0,12.0,5.0,5.0,2.0,,,2.0,,,,,,,,1.0,,,,,,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9650,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9982,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9163,54,20.0,2.0,1.0,1.0,,26.0,2.0,,4.0,45.0,,,20.0,4.0,3.0,3.0,3.0,26.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,1.0,,,1.0,2.0,2.0,,,,,,,,1.0,,,12.0,18.0,,,,3.0,7.0,1.0,4.0,1.0,,3.0,,2.0,1.0,16.0,16.0,3.0,5.0,1.0,,,10.0,9.0,1.0,6.0,24.0,3.0,,3.0,3.0,,,,,,,,2.0,5.0,,7.0,,7.0,7.0,16.0,10.0,1.0,2.0,248.0,1.0,,1.0,59.0,1.0,,23.0,,3.0,1.0,34.0,33.0,1.0,15.0,2.0,,7.0,16.0,,,,,14.0,45.0,1.0,1.0,25.0,3.0,6.0,3.0,3.0,3.0,29860.1982421875,,17.0,,37.0,4.0,,7.0,,59.0,,2.0,1.0,,7.0,,28.0,134.0,4.0,6.0,6.0,3.0,1.0,3.0,2.0,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9566,54,539.0,48.0,3.0,3.0,1.0,365.0,18.0,1.0,102.0,901.0,,1.0,27.0,29.0,69.0,29.0,13.0,241.0,166.0,7.0,16.0,0.0,4.0,,1.0,2.0,1.0,,,,,1.0,7.0,13.0,3.0,2.0,12.0,6.0,,,3.0,,2.0,6.0,1.0,6.0,3.0,2.0,6.0,,2.0,10.0,11.0,,1.0,3.0,17.0,7.0,1.0,,1.0,4.0,2.0,70.0,148.0,1.0,2.0,,3.0,36.0,5.0,17.0,4.0,,10.0,5.0,9.0,5.0,87.0,188.0,3.0,141.0,101.0,,,211.0,0.0,3.0,24.0,558.0,25.0,2.0,53.0,49.0,4.0,,2.0,1.0,1.0,,,101.0,166.0,1.0,63.0,10.0,63.0,316.0,293.0,150.0,17.0,17.0,2307.0,1.0,10.0,10.0,1138.0,27.0,2.0,163.0,176.0,28.0,8.0,335.0,335.0,4.0,100.0,44.0,1.0,36.0,238.0,1.0,9.0,1.0,19.0,148.0,866.0,13.0,11.0,604.0,101.0,141.0,37.0,15.0,15.0,247663.40771484372,1.0,288.0,2.0,593.0,73.0,1.0,221.0,3.0,1182.0,,34.0,3.0,4.0,54.0,1.0,29.0,1686.0,59.0,17.0,17.0,36.0,7.0,29.0,8.0,39.0,5.0,1.0,1.0,5.0,20.0,,,,1.0,,2.0,,,,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8945,54,131.0,19.0,4.0,4.0,1.0,177.0,5.0,2.0,20.0,304.0,1.0,1.0,106.0,22.0,23.0,18.0,12.0,113.0,69.0,6.0,1.0,,3.0,,1.0,1.0,,,,,,,,,1.0,,3.0,,,,1.0,,0.0,,2.0,3.0,1.0,1.0,3.0,,,4.0,6.0,,,,7.0,1.0,,,,,,76.0,69.0,1.0,,,7.0,28.0,2.0,14.0,3.0,,18.0,9.0,8.0,2.0,65.0,63.0,7.0,55.0,32.0,,2.0,114.0,6.0,,21.0,212.0,13.0,,27.0,21.0,6.0,,1.0,1.0,1.0,,,34.0,39.0,,42.0,4.0,42.0,131.0,117.0,45.0,10.0,11.0,1247.0,3.0,4.0,,429.0,4.0,,4.0,176.0,36.0,1.0,218.0,214.0,3.0,39.0,27.0,,28.0,16.0,,,,6.0,106.0,298.0,20.0,7.0,165.0,52.0,59.0,5.0,27.0,27.0,122802.68704223631,,173.0,4.0,297.0,35.0,2.0,79.0,2.0,435.0,2.0,8.0,2.0,5.0,24.0,1.0,145.0,822.0,18.0,10.0,10.0,13.0,6.0,4.0,3.0,18.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2620,54,1089.0,60.0,,,2.0,545.0,10.0,2.0,112.0,1634.0,,1.0,13.0,56.0,91.0,37.0,15.0,174.0,136.0,5.0,12.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,3.0,7.0,12.0,4.0,6.0,8.0,2.0,,,,,2.0,,,4.0,4.0,,2.0,,2.0,4.0,4.0,,3.0,2.0,11.0,7.0,,1.0,0.0,,3.0,115.0,136.0,,,4.0,7.0,18.0,4.0,7.0,15.0,,1.0,,7.0,3.0,103.0,168.0,7.0,158.0,107.0,2.0,,158.0,34.0,,34.0,781.0,36.0,6.0,29.0,25.0,4.0,0.0,,,,,2.0,110.0,175.0,,46.0,7.0,46.0,355.0,336.0,236.0,5.0,19.0,3296.0,2.0,3.0,10.0,1808.0,19.0,,330.0,70.0,6.0,2.0,259.0,250.0,5.0,84.0,47.0,,18.0,598.0,,1.0,,10.0,178.0,1595.0,8.0,5.0,1163.0,97.0,167.0,10.0,1.0,1.0,386257.4213867188,,247.0,2.0,687.0,60.0,2.0,202.0,2.0,1849.0,,24.0,1.0,1.0,53.0,1.0,13.0,2273.0,41.0,18.0,18.0,24.0,29.0,4.0,3.0,40.0,5.0,,,2.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,
10428,54,3.0,,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,,,,4.0,,,,,,,1.0,1.0,,2.0,,,2.0,,,,,,,3.0,1.0,,3.0,,,,,,670.255432128906,,1.0,,1.0,,,,,4.0,,,,1.0,1.0,,,6.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11146,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,54,151.0,24.0,,,,159.0,7.0,10.0,35.0,310.0,,,4.0,4.0,7.0,12.0,11.0,65.0,36.0,1.0,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,3.0,,1.0,4.0,,,5.0,2.0,,,,6.0,2.0,,,,,,54.0,58.0,,,,2.0,8.0,1.0,8.0,,6.0,,6.0,3.0,2.0,28.0,24.0,2.0,18.0,10.0,,1.0,90.0,,,12.0,144.0,7.0,,12.0,12.0,,,,,,,1.0,10.0,30.0,,14.0,1.0,14.0,98.0,72.0,43.0,9.0,1.0,641.0,1.0,1.0,,366.0,2.0,,44.0,55.0,26.0,,99.0,99.0,3.0,20.0,35.0,,8.0,91.0,,,,5.0,87.0,294.0,4.0,2.0,163.0,43.0,18.0,6.0,11.0,6.0,78628.89633178711,,128.0,,235.0,17.0,10.0,62.0,,387.0,,6.0,6.0,5.0,13.0,1.0,4.0,479.0,1.0,2.0,2.0,,1.0,4.0,1.0,11.0,4.0,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4648,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,54,37.0,3.0,4.0,2.0,1.0,62.0,,3.0,2.0,95.0,1.0,,1.0,1.0,1.0,9.0,1.0,33.0,39.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,2.0,1.0,,,,2.0,,,,,,,35.0,9.0,1.0,,1.0,3.0,3.0,1.0,3.0,,3.0,9.0,,4.0,2.0,13.0,22.0,3.0,2.0,2.0,,,10.0,0.0,1.0,3.0,32.0,2.0,1.0,7.0,7.0,,,2.0,2.0,1.0,,,2.0,6.0,,0.0,,0.0,15.0,6.0,5.0,5.0,1.0,279.0,2.0,2.0,1.0,109.0,1.0,,30.0,10.0,10.0,2.0,31.0,31.0,,7.0,2.0,,3.0,29.0,,,,1.0,33.0,93.0,1.0,4.0,39.0,4.0,2.0,8.0,12.0,9.0,37668.50354003906,,46.0,2.0,84.0,,3.0,3.0,,111.0,1.0,3.0,2.0,7.0,8.0,,1.0,166.0,9.0,1.0,1.0,7.0,2.0,6.0,4.0,6.0,,,1.0,,,2.0,,,,,1.0,,1.0,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4843,54,534.0,86.0,32.0,17.0,12.0,727.0,6.0,87.0,89.0,1229.0,,,9.0,35.0,33.0,37.0,35.0,288.0,208.0,17.0,14.0,6.0,2.0,,1.0,3.0,,2.0,,1.0,1.0,1.0,2.0,4.0,4.0,7.0,6.0,7.0,3.0,4.0,9.0,,6.0,1.0,3.0,6.0,5.0,6.0,15.0,,5.0,26.0,36.0,,3.0,7.0,37.0,4.0,,1.0,5.0,2.0,3.0,331.0,178.0,,3.0,2.0,6.0,57.0,10.0,44.0,6.0,37.0,13.0,17.0,37.0,7.0,196.0,173.0,6.0,24.0,9.0,1.0,1.0,202.0,65.0,12.0,51.0,361.0,37.0,7.0,60.0,54.0,6.0,7.0,1.0,,1.0,,2.0,10.0,103.0,,59.0,1.0,59.0,368.0,166.0,104.0,19.0,6.0,3212.0,18.0,19.0,19.0,1427.0,7.0,10.0,242.0,231.0,115.0,3.0,425.0,424.0,17.0,54.0,107.0,,57.0,423.0,,1.0,,21.0,314.0,1181.0,34.0,37.0,576.0,145.0,25.0,65.0,78.0,46.0,362981.03515625,,464.0,31.0,985.0,24.0,91.0,145.0,1.0,1483.0,1.0,50.0,10.0,,61.0,2.0,9.0,2056.0,53.0,39.0,39.0,46.0,11.0,34.0,7.0,42.0,5.0,1.0,1.0,1.0,0.0,17.0,4.0,1.0,,,19.0,1.0,1.0,,,0.0,,1.0,,,16.0,,,34.0,,,,,,,,3.0,1.0,,,,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
14830,54,1.0,,,,,11.0,,1.0,,12.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,13.0,,,1.0,4.0,,,2.0,2.0,,,,,,4.0,,,,,9.0,12.0,,,1.0,,,1.0,,,643.812377929688,,10.0,,12.0,,1.0,,,13.0,,,,1.0,,,,14.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,54,56.0,3.0,,,,44.0,23.0,,55.0,100.0,,,,1.0,1.0,9.0,,86.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,,,,,,1.0,2.0,,,,,2.0,2.0,3.0,,7.0,,2.0,2.0,67.0,2.0,,,203.0,9.0,,19.0,18.0,1.0,,,,,,,,0.0,,1.0,,1.0,29.0,168.0,44.0,6.0,7.0,810.0,,,,110.0,,,18.0,50.0,4.0,2.0,145.0,145.0,,11.0,,,,12.0,,,,,14.0,52.0,,,76.0,5.0,7.0,1.0,,,42360.748046875,,67.0,,168.0,92.0,,199.0,,244.0,,,,,,,,346.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,6.0,35.0,1.0,,9.0,20.0,2.0,62.0,11.0,82.0,35.0,2.0,2.0,19.0,22.0,41.0,6.0,1.0,11.0,6.0,,,,,,,,,,,,,,,,,,
6519,54,178.0,24.0,7.0,7.0,10.0,620.0,0.0,65.0,23.0,791.0,2.0,0.0,22.0,75.0,42.0,27.0,15.0,117.0,85.0,39.0,33.0,,9.0,,2.0,3.0,,1.0,3.0,4.0,2.0,1.0,2.0,4.0,17.0,13.0,10.0,9.0,3.0,3.0,20.0,,2.0,0.0,3.0,5.0,3.0,2.0,3.0,,2.0,7.0,48.0,,9.0,8.0,33.0,2.0,3.0,,4.0,2.0,2.0,215.0,150.0,4.0,3.0,8.0,1.0,56.0,19.0,20.0,3.0,1.0,36.0,4.0,73.0,7.0,249.0,188.0,1.0,10.0,5.0,,,96.0,60.0,17.0,32.0,297.0,26.0,13.0,26.0,24.0,2.0,11.0,5.0,4.0,5.0,,5.0,5.0,62.0,2.0,8.0,,8.0,331.0,40.0,22.0,3.0,1.0,2240.0,12.0,32.0,24.0,1015.0,,13.0,61.0,286.0,99.0,3.0,474.0,474.0,23.0,42.0,85.0,1.0,56.0,177.0,,,,14.0,401.0,786.0,21.0,44.0,206.0,38.0,10.0,124.0,41.0,40.0,245399.48706054688,,561.0,43.0,855.0,3.0,69.0,39.0,13.0,1020.0,6.0,57.0,13.0,1.0,23.0,3.0,24.0,1562.0,165.0,58.0,58.0,55.0,17.0,68.0,28.0,16.0,4.0,,,1.0,0.0,,,,,1.0,,,,,2.0,,,3.0,,,,,1.0,1.0,,1.0,,,1.0,,,1.0,,1.0,,1.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,54,147.0,10.0,,,,53.0,4.0,,17.0,200.0,,,5.0,14.0,24.0,7.0,3.0,56.0,47.0,1.0,2.0,,,,,,,,,,,,2.0,2.0,,,2.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,21.0,30.0,,,,1.0,8.0,,5.0,1.0,,,1.0,1.0,,25.0,45.0,1.0,52.0,28.0,1.0,1.0,13.0,,,4.0,113.0,6.0,,13.0,10.0,3.0,,,,,,,28.0,18.0,1.0,15.0,3.0,15.0,63.0,48.0,34.0,5.0,10.0,561.0,1.0,,,241.0,6.0,,20.0,26.0,4.0,,55.0,55.0,,24.0,6.0,,8.0,47.0,,,,2.0,8.0,198.0,5.0,1.0,167.0,16.0,52.0,2.0,1.0,1.0,62210.71142578125,,18.0,0.0,78.0,14.0,,30.0,2.0,244.0,,2.0,,1.0,17.0,,11.0,365.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,15.0,,,,,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14742,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13792,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
