id,year_id,appearances,clean_sheet,draws,goals,losses,wins,yellow_card,goal_assist,red_card,attempts_conceded_ibox,game_started,goals_conceded,goals_conceded_ibox,goal_assist_openplay,mins_played,ontarget_att_assist,open_play_pass,poss_lost_all,poss_lost_ctrl,times_tackled,total_att_assist,total_pass,touches,winning_goal,own_goals,attempts_ibox,att_bx_centre,att_ibox_goal,att_lf_goal,att_lf_total,att_openplay,goals_openplay,ontarget_scoring_att,total_scoring_att,att_rf_goal,att_rf_total,total_sub_on,accurate_pass,successful_open_play_pass,total_sub_off
8,1,11.0,1.0,3.0,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,1,4.0,0.0,1.0,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,37.0,11.0,10.0,9.0,9.0,18.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1,7.0,0.0,2.0,,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,1,38.0,8.0,10.0,2.0,12.0,16.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,21.0,5.0,6.0,1.0,9.0,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1,1.0,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,7.0,1.0,1.0,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,1,16.0,3.0,7.0,1.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,1,26.0,4.0,6.0,,15.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1,33.0,7.0,7.0,,16.0,10.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,1,19.0,4.0,5.0,,7.0,7.0,4.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
465,1,15.0,1.0,4.0,6.0,5.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,1,16.0,3.0,2.0,,8.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,1,40.0,7.0,11.0,2.0,18.0,11.0,3.0,6.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
362,1,22.0,2.0,5.0,1.0,10.0,8.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1,4.0,0.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,1,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,1,34.0,2.0,8.0,3.0,16.0,10.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,1,37.0,10.0,11.0,,12.0,14.0,4.0,4.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
587,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,1,18.0,2.0,3.0,6.0,5.0,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1,3.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1,34.0,9.0,8.0,1.0,9.0,17.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,1,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,1,20.0,5.0,3.0,3.0,9.0,8.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1,23.0,4.0,4.0,3.0,12.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1,2.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1,21.0,3.0,5.0,3.0,12.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,1,16.0,1.0,6.0,,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,1,28.0,7.0,7.0,9.0,11.0,10.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1,29.0,6.0,9.0,2.0,8.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,1,16.0,0.0,4.0,2.0,7.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,1,5.0,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1,18.0,3.0,2.0,,10.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,1,41.0,3.0,10.0,5.0,18.0,13.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1,5.0,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,1,42.0,11.0,9.0,,12.0,21.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,1,17.0,4.0,3.0,,7.0,7.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1,37.0,8.0,11.0,2.0,13.0,13.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,30.0,10.0,6.0,1.0,11.0,13.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,1,41.0,10.0,12.0,3.0,14.0,15.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1,36.0,9.0,8.0,19.0,14.0,14.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,1,21.0,3.0,4.0,4.0,13.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,1,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,1,32.0,7.0,8.0,9.0,14.0,10.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1,25.0,7.0,6.0,1.0,12.0,7.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1,41.0,19.0,11.0,1.0,11.0,19.0,6.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
514,1,22.0,4.0,10.0,11.0,5.0,7.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1,31.0,5.0,8.0,4.0,14.0,9.0,5.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,1,32.0,3.0,7.0,6.0,13.0,12.0,3.0,5.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
446,1,24.0,2.0,6.0,2.0,8.0,10.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1,20.0,7.0,6.0,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1,23.0,1.0,11.0,2.0,8.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,1,22.0,5.0,3.0,2.0,11.0,8.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1,34.0,7.0,7.0,1.0,16.0,11.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1,4.0,0.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1,39.0,15.0,11.0,3.0,9.0,19.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,1,41.0,16.0,12.0,15.0,6.0,23.0,7.0,3.0,,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,,,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,1.0,1.0,
560,1,18.0,5.0,3.0,1.0,6.0,9.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,1,30.0,6.0,10.0,,13.0,7.0,8.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1,32.0,8.0,11.0,,12.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1,35.0,8.0,11.0,2.0,13.0,11.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,1,31.0,8.0,6.0,7.0,12.0,13.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,1,20.0,2.0,7.0,1.0,6.0,7.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,1,40.0,8.0,12.0,2.0,13.0,15.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,1,41.0,17.0,11.0,6.0,6.0,24.0,5.0,1.0,,1.0,1.0,1.0,1.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
77,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,1,40.0,17.0,12.0,5.0,4.0,24.0,,3.0,,1.0,1.0,1.0,1.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
284,1,7.0,0.0,3.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1,27.0,8.0,4.0,3.0,12.0,11.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,1,12.0,2.0,3.0,,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1,29.0,9.0,9.0,,11.0,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1,13.0,1.0,2.0,,6.0,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1,4.0,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,1,40.0,3.0,10.0,2.0,18.0,12.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1,9.0,2.0,1.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,32.0,9.0,10.0,,11.0,11.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1,13.0,2.0,4.0,,4.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1,40.0,11.0,16.0,5.0,12.0,12.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1,5.0,0.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1,13.0,1.0,2.0,3.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,1,34.0,9.0,13.0,2.0,11.0,10.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,1,32.0,11.0,7.0,,14.0,11.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1,10.0,1.0,4.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,1,13.0,1.0,3.0,,8.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1,27.0,2.0,9.0,3.0,5.0,13.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,1,40.0,9.0,10.0,6.0,20.0,10.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1,5.0,0.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,1,10.0,1.0,2.0,,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,1,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1,17.0,2.0,4.0,1.0,8.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,29.0,9.0,7.0,,12.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1,22.0,6.0,6.0,2.0,9.0,7.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1,5.0,0.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,1,33.0,9.0,8.0,,14.0,11.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1,12.0,1.0,5.0,1.0,3.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1,5.0,0.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,1,29.0,7.0,8.0,2.0,12.0,9.0,,2.0,,2.0,1.0,2.0,2.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
302,1,2.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1,38.0,9.0,14.0,10.0,14.0,10.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,1,33.0,6.0,8.0,,18.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1,8.0,2.0,3.0,,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,1,40.0,7.0,10.0,15.0,17.0,13.0,5.0,10.0,,,1.0,,,,65.0,,1.0,,,0.0,,1.0,1.0,0.0,,,,,,,,,,,,,,1.0,1.0,1.0
56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,23.0,3.0,4.0,,8.0,11.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,1,27.0,5.0,6.0,8.0,12.0,9.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1,25.0,7.0,6.0,2.0,9.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,21.0,8.0,10.0,2.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,8.0,1.0,3.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1,23.0,0.0,5.0,2.0,8.0,10.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1,39.0,11.0,14.0,,13.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1,3.0,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,1,29.0,8.0,5.0,2.0,10.0,14.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
