id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_centre,att_bx_right,att_cmiss_high,att_fastbreak,att_hd_miss,att_hd_total,att_ibox_miss,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_blocked,att_obox_miss,att_obx_centre,att_openplay,att_rf_total,backward_pass,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,formation_place,fouls,foul_throw_in,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_openplay,head_clearance,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,rightside_pass,shot_fastbreak,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,pen_goals_conceded,total_sub_on,accurate_cross,accurate_cross_nocorner,att_bx_left,att_cmiss_left,att_freekick_miss,att_freekick_total,att_goal_high_left,att_goal_low_centre,att_goal_low_right,att_hd_goal,att_hd_target,att_ibox_blocked,att_ibox_goal,att_ibox_target,att_lf_goal,att_lf_target,att_lg_centre,att_miss_high_left,att_obox_target,att_one_on_one,att_rf_goal,att_rf_target,att_setpiece,att_sv_low_centre,att_sv_low_left,att_sv_low_right,big_chance_created,big_chance_missed,big_chance_scored,fouled_final_third,goals,goals_openplay,hand_ball,ontarget_scoring_att,overrun,poss_won_att_3rd,red_card,six_yard_block,total_offside,yellow_card,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_cmiss_right,att_freekick_target,att_miss_right,att_sv_high_centre,att_sv_high_left,att_sv_high_right,corner_taken,freekick_cross,goal_assist_intentional,hit_woodwork,interceptions_in_box,second_goal_assist,total_corners_intobox,total_pull_back,total_through_ball,accurate_keeper_throws,att_cmiss_high_right,goal_kicks,head_pass,keeper_throws,open_play_pass,penalty_conceded,successful_open_play_pass,accurate_pull_back,att_freekick_goal,att_goal_high_centre,att_goal_low_left,att_obox_goal,clearance_off_line,dangerous_play,goal_fastbreak,error_lead_to_goal,last_man_tackle,shield_ball_oop,att_cmiss_high_left,att_goal_high_right,att_hd_post,att_ibox_post,att_post_high,att_post_right,penalty_won,post_scoring_att,accurate_goal_kicks,accurate_keeper_sweeper,back_pass,cross_not_claimed,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_obp_goal,att_obxd_left,att_post_left,second_yellow,touches_in_opp_box,att_obxd_right,att_obx_right,att_obox_post,att_obx_left,attempts_obox,goal_assist_setplay,att_pen_goal,att_freekick_post,goal_assist_deadball,att_pen_miss,own_goals,dive_catch,penalty_faced,penalty_save,att_pen_target,attempts_ibox,att_pen_post,att_lg_right,att_lg_left
2645,21,40.0,11.0,,34.0,,,8.0,73.0,12.0,6.0,7.0,3.0,13.0,15.0,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,7.0,16.0,1.0,,1.0,,2.0,,1.0,1.0,10.0,15.0,,6.0,5.0,1.0,20.0,0.0,1.0,,48.0,2.0,3.0,3.0,,,,9.0,2.0,2.0,22.0,21.0,13.0,2.0,2.0,196.0,,1.0,1.0,,9.0,10.0,12.0,41.0,31.0,15.0,1.0,14.0,,,18.0,2.0,44.0,16.0,15.0,1.0,3.0,3.0,,27.0,,50.0,4.0,,13.0,91.0,1.0,,7.0,18.0,146.0,1.0,1.0,1.0,,,,7.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4474,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3672,21,315.0,41.0,1.0,304.0,2.0,,30.0,616.0,175.0,24.0,19.0,25.0,202.0,161.0,6.0,2.0,,,,,,,,8.0,1.0,,1.0,3.0,3.0,6.0,6.0,,101.0,69.0,19.0,4.0,9.0,,16.0,22.0,22.0,7.0,81.0,103.0,19.0,50.0,28.0,2.0,149.0,0.0,21.0,1.0,284.0,21.0,45.0,40.0,5.0,2.0,,50.0,45.0,34.0,32.0,155.0,93.0,12.0,15.0,1844.0,8.0,1.0,9.0,19.0,241.0,12.0,49.0,291.0,246.0,40.0,26.0,322.0,,3.0,131.0,10.0,340.0,92.0,95.0,26.0,42.0,42.0,,198.0,1.0,441.0,9.0,,63.0,739.0,8.0,3.0,42.0,209.0,1298.0,14.0,14.0,23.0,6.0,19.0,6.0,32.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,4.0,,,2.0,1.0,5.0,3.0,1.0,,4.0,2.0,,,,,1.0,1.0,,1.0,,,4.0,2.0,,4.0,,,,,,,1.0,6.0,,35.0,1.0,27.0,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,2.0,,,1.0,,,,,,,1.0,,,
2844,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4227,21,2.0,,,12.0,,3.0,,14.0,,3.0,4.0,7.0,12.0,8.0,,,3.0,,,,2.0,3.0,3.0,,1.0,,2.0,,,,5.0,2.0,8.0,,,,,,,,1.0,1.0,5.0,5.0,,1.0,,,,0.0,1.0,,3.0,1.0,3.0,3.0,,,,2.0,,,3.0,2.0,2.0,5.0,1.0,130.0,,,,,4.0,,,10.0,8.0,,,4.0,,3.0,5.0,,2.0,,3.0,1.0,,,,7.0,1.0,16.0,,5.0,,18.0,5.0,1.0,,,32.0,2.0,2.0,,1.0,1.0,,,,6.0,,,,1.0,,,,,,,1.0,,,2.0,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4492,21,151.0,30.0,91.0,592.0,,167.0,35.0,741.0,7.0,205.0,269.0,34.0,293.0,234.0,49.0,,62.0,5.0,4.0,5.0,14.0,29.0,25.0,10.0,8.0,4.0,3.0,11.0,4.0,23.0,73.0,60.0,271.0,63.0,,31.0,7.0,4.0,10.0,1.0,83.0,9.0,381.0,361.0,,13.0,9.0,1.0,180.0,0.0,66.0,,289.0,32.0,59.0,53.0,6.0,4.0,4.0,20.0,9.0,8.0,187.0,55.0,33.0,15.0,,2823.0,,24.0,29.0,6.0,177.0,138.0,52.0,622.0,605.0,6.0,40.0,395.0,5.0,30.0,307.0,53.0,203.0,44.0,30.0,49.0,11.0,11.0,7.0,554.0,245.0,950.0,1.0,204.0,48.0,1142.0,104.0,4.0,18.0,9.0,1576.0,76.0,76.0,51.0,10.0,23.0,32.0,16.0,7.0,2.0,2.0,2.0,7.0,2.0,,,,1.0,7.0,4.0,10.0,20.0,16.0,19.0,3.0,3.0,,4.0,5.0,1.0,12.0,11.0,8.0,6.0,5.0,8.0,10.0,11.0,11.0,12.0,19.0,14.0,6.0,43.0,7.0,17.0,1.0,4.0,50.0,7.0,,,3.0,4.0,,10.0,1.0,1.0,3.0,,,4.0,1.0,2.0,,,1.0,4.0,,2.0,,5.0,,32.0,,24.0,1.0,,,10.0,3.0,,,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,3.0,,,,,,,,,1.0,,,
4404,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4511,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,21,25.0,,7.0,100.0,,25.0,3.0,125.0,,52.0,28.0,16.0,89.0,60.0,14.0,,10.0,,1.0,1.0,6.0,6.0,6.0,5.0,2.0,1.0,3.0,3.0,2.0,6.0,15.0,8.0,56.0,10.0,,4.0,4.0,1.0,3.0,1.0,11.0,6.0,71.0,33.0,,4.0,2.0,,20.0,198.0,6.0,,37.0,8.0,16.0,13.0,3.0,,,6.0,8.0,5.0,31.0,6.0,5.0,6.0,2.0,805.0,,6.0,8.0,2.0,26.0,25.0,6.0,86.0,77.0,,4.0,53.0,1.0,8.0,51.0,14.0,30.0,2.0,13.0,,4.0,4.0,1.0,89.0,35.0,151.0,,26.0,3.0,177.0,19.0,2.0,1.0,,249.0,10.0,10.0,4.0,4.0,,5.0,1.0,1.0,8.0,,,2.0,,1.0,1.0,,,,,,1.0,2.0,4.0,1.0,4.0,,1.0,,,2.0,,,2.0,2.0,,1.0,2.0,2.0,4.0,3.0,2.0,2.0,7.0,,6.0,,,9.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,3.0,,15.0,,13.0,,,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
4552,21,99.0,18.0,,134.0,,1.0,36.0,231.0,3.0,5.0,6.0,13.0,32.0,19.0,9.0,,,1.0,,2.0,,,,1.0,,,1.0,,1.0,3.0,5.0,4.0,37.0,23.0,,1.0,7.0,,3.0,3.0,7.0,4.0,23.0,25.0,,4.0,,,42.0,0.0,4.0,,78.0,3.0,10.0,8.0,2.0,,,2.0,4.0,4.0,79.0,44.0,34.0,8.0,,408.0,,5.0,4.0,2.0,28.0,42.0,10.0,62.0,55.0,15.0,7.0,71.0,2.0,1.0,57.0,9.0,109.0,23.0,11.0,1.0,8.0,6.0,2.0,73.0,,164.0,1.0,1.0,44.0,265.0,5.0,3.0,15.0,3.0,336.0,7.0,7.0,4.0,1.0,,,12.0,,10.0,2.0,2.0,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,2.0,,1.0,,,,,,,1.0,1.0,1.0,3.0,,1.0,,,,1.0,,,,,,,1.0,,,2.0,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3863,21,44.0,2.0,,96.0,,17.0,2.0,139.0,3.0,10.0,1.0,13.0,27.0,29.0,7.0,,7.0,2.0,,1.0,1.0,1.0,5.0,2.0,,,4.0,2.0,2.0,4.0,17.0,14.0,55.0,20.0,,4.0,2.0,,11.0,3.0,18.0,3.0,40.0,20.0,,2.0,1.0,,19.0,187.0,6.0,,38.0,5.0,9.0,8.0,1.0,,,1.0,7.0,6.0,29.0,14.0,8.0,5.0,,504.0,,5.0,2.0,,25.0,32.0,8.0,79.0,79.0,1.0,17.0,53.0,1.0,8.0,52.0,7.0,47.0,7.0,2.0,8.0,16.0,14.0,1.0,77.0,,144.0,2.0,17.0,8.0,175.0,17.0,4.0,12.0,5.0,273.0,3.0,3.0,3.0,5.0,4.0,4.0,8.0,1.0,8.0,1.0,1.0,2.0,2.0,,,,,,,,2.0,1.0,4.0,,1.0,,,,1.0,1.0,3.0,,2.0,1.0,1.0,2.0,2.0,,,1.0,1.0,,5.0,,2.0,,,1.0,1.0,,,1.0,1.0,,3.0,,,,2.0,,,1.0,,,2.0,1.0,1.0,,,,,,5.0,,5.0,,,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,,
3247,21,303.0,37.0,18.0,845.0,1.0,52.0,43.0,1138.0,8.0,79.0,76.0,33.0,295.0,230.0,44.0,,36.0,9.0,3.0,5.0,6.0,12.0,21.0,9.0,10.0,2.0,12.0,6.0,7.0,18.0,64.0,60.0,317.0,124.0,,16.0,11.0,5.0,26.0,4.0,73.0,9.0,247.0,185.0,,19.0,14.0,,218.0,0.0,51.0,,429.0,32.0,49.0,39.0,10.0,3.0,3.0,24.0,34.0,25.0,369.0,110.0,67.0,14.0,2.0,2847.0,,15.0,32.0,2.0,221.0,255.0,69.0,557.0,532.0,45.0,71.0,348.0,5.0,30.0,470.0,47.0,343.0,81.0,44.0,67.0,30.0,30.0,6.0,659.0,82.0,1150.0,3.0,56.0,63.0,1463.0,81.0,5.0,32.0,9.0,1956.0,65.0,65.0,45.0,10.0,32.0,16.0,29.0,3.0,1.0,10.0,10.0,7.0,9.0,,2.0,,3.0,5.0,3.0,2.0,10.0,15.0,15.0,,4.0,,,5.0,3.0,12.0,14.0,4.0,6.0,3.0,7.0,5.0,7.0,10.0,12.0,15.0,9.0,2.0,35.0,7.0,8.0,,1.0,36.0,1.0,,,2.0,2.0,,4.0,2.0,1.0,1.0,,,2.0,2.0,3.0,,,1.0,6.0,,,,,,,,,,,,5.0,,,,1.0,,,1.0,,2.0,1.0,2.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
3871,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4493,21,31.0,,1.0,65.0,,14.0,2.0,94.0,1.0,8.0,7.0,10.0,34.0,18.0,2.0,,5.0,,,1.0,1.0,2.0,1.0,1.0,,,1.0,,1.0,2.0,6.0,3.0,40.0,17.0,,2.0,3.0,,5.0,1.0,9.0,3.0,24.0,14.0,,3.0,2.0,,10.0,0.0,3.0,,18.0,3.0,5.0,5.0,,,,4.0,5.0,4.0,32.0,4.0,3.0,4.0,2.0,296.0,,1.0,1.0,,10.0,40.0,2.0,39.0,37.0,9.0,5.0,21.0,1.0,2.0,38.0,2.0,34.0,1.0,5.0,3.0,6.0,6.0,1.0,49.0,3.0,83.0,,14.0,3.0,111.0,7.0,3.0,4.0,1.0,159.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,,7.0,2.0,2.0,,,,,,,,,1.0,2.0,,2.0,,1.0,,,1.0,,,1.0,1.0,,1.0,2.0,,,,1.0,,,,3.0,2.0,3.0,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4291,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3908,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,21,169.0,27.0,,82.0,10.0,,36.0,250.0,2.0,29.0,38.0,16.0,139.0,77.0,3.0,,3.0,,,,2.0,3.0,4.0,2.0,1.0,,3.0,,,,,,27.0,56.0,3.0,1.0,8.0,3.0,,2.0,,5.0,53.0,72.0,3.0,59.0,34.0,2.0,52.0,0.0,16.0,,181.0,12.0,18.0,16.0,2.0,,,59.0,25.0,17.0,86.0,128.0,61.0,7.0,16.0,1180.0,3.0,1.0,2.0,11.0,13.0,37.0,11.0,166.0,111.0,37.0,19.0,60.0,,4.0,22.0,3.0,198.0,56.0,114.0,,2.0,2.0,,57.0,1.0,158.0,38.0,1.0,70.0,354.0,6.0,,28.0,2.0,562.0,4.0,4.0,6.0,4.0,,,20.0,2.0,4.0,1.0,1.0,1.0,2.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,2.0,,,,2.0,1.0,,,,,,1.0,,,,,2.0,3.0,,,,,,,1.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
4158,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,21,428.0,29.0,16.0,559.0,29.0,1.0,49.0,970.0,162.0,44.0,85.0,36.0,266.0,220.0,17.0,,16.0,4.0,,,7.0,11.0,11.0,4.0,3.0,2.0,4.0,1.0,2.0,3.0,15.0,9.0,199.0,113.0,15.0,5.0,17.0,4.0,36.0,19.0,15.0,8.0,124.0,196.0,15.0,55.0,25.0,2.0,124.0,72.0,24.0,,535.0,36.0,66.0,56.0,10.0,,,57.0,76.0,57.0,463.0,258.0,144.0,19.0,28.0,3146.0,7.0,11.0,6.0,11.0,13.0,452.0,36.0,500.0,449.0,66.0,43.0,89.0,,14.0,158.0,17.0,537.0,60.0,106.0,42.0,55.0,55.0,,249.0,51.0,804.0,110.0,2.0,90.0,1286.0,26.0,7.0,74.0,183.0,1952.0,27.0,27.0,19.0,9.0,18.0,3.0,54.0,6.0,,17.0,17.0,,1.0,,,1.0,,,2.0,2.0,4.0,4.0,3.0,,,,,,,2.0,1.0,2.0,1.0,,1.0,1.0,,,3.0,4.0,3.0,,7.0,3.0,4.0,,1.0,,5.0,,,,3.0,,4.0,,1.0,,,,,1.0,11.0,,,,,,,,,,,,,,,,2.0,,,,,,1.0,2.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
3726,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,21,900.0,13.0,1.0,717.0,,27.0,58.0,1616.0,2.0,13.0,6.0,33.0,235.0,169.0,9.0,,2.0,1.0,,,,,2.0,2.0,2.0,,2.0,3.0,3.0,6.0,10.0,9.0,268.0,205.0,6.0,5.0,25.0,6.0,1.0,2.0,31.0,11.0,99.0,94.0,6.0,11.0,3.0,1.0,156.0,272.0,19.0,,521.0,30.0,36.0,32.0,4.0,,,8.0,66.0,56.0,420.0,208.0,169.0,12.0,5.0,2533.0,1.0,3.0,6.0,17.0,153.0,162.0,25.0,247.0,230.0,86.0,115.0,559.0,,5.0,217.0,9.0,960.0,23.0,28.0,23.0,3.0,3.0,,260.0,2.0,811.0,7.0,27.0,71.0,1768.0,11.0,11.0,45.0,3.0,2069.0,28.0,28.0,31.0,10.0,12.0,3.0,39.0,3.0,3.0,1.0,1.0,2.0,2.0,,,,,,,,2.0,,1.0,,,,1.0,,,,1.0,,,,,,,,4.0,,,,1.0,2.0,4.0,,,,4.0,,,,,,,1.0,,,,,,,5.0,,,,5.0,,,,,,,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4601,21,161.0,7.0,,75.0,79.0,,106.0,236.0,,,2.0,20.0,120.0,73.0,,,,,,,,,,,,,,,,,,,,189.0,,,1.0,5.0,,,,8.0,1.0,10.0,,10.0,,2.0,139.0,0.0,,,291.0,20.0,28.0,24.0,4.0,,,,3.0,2.0,64.0,330.0,112.0,7.0,9.0,1755.0,,,,,31.0,40.0,5.0,248.0,246.0,27.0,,54.0,,,39.0,,181.0,10.0,12.0,2.0,,,,113.0,,228.0,227.0,,273.0,409.0,,1.0,,,775.0,,,5.0,5.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,101.0,,129.0,,107.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,62.0,23.0,,1.0,10.0,34.0,5.0,26.0,136.0,7.0,29.0,12.0,44.0,1.0,1.0,32.0,25.0,,,,,,,,,,,,,,,,,9.0,3.0,1.0,,,,,
3859,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4155,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567,21,30.0,1.0,,120.0,88.0,,129.0,150.0,,,,23.0,160.0,137.0,1.0,,,,,,,,,,,,,,,,,,,203.0,,,1.0,4.0,,,,9.0,2.0,8.0,,18.0,,1.0,282.0,0.0,2.0,,422.0,22.0,33.0,24.0,9.0,,,,,,8.0,569.0,203.0,9.0,9.0,1854.0,,,1.0,,31.0,89.0,16.0,408.0,402.0,20.0,,5.0,,,75.0,1.0,57.0,2.0,24.0,,,,,247.0,,378.0,259.0,,404.0,435.0,,1.0,1.0,,911.0,,,7.0,5.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,14.0,,209.0,,16.0,17.0,1.0,11.0,,,,,,,,,2.0,1.0,,,,,,,,,,94.0,10.0,,2.0,14.0,38.0,3.0,21.0,162.0,11.0,33.0,24.0,59.0,5.0,1.0,24.0,11.0,,,,,,,,,,,,,,,,1.0,9.0,3.0,1.0,,,,,
1926,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
