id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_centre,att_bx_right,att_cmiss_high,att_fastbreak,att_hd_miss,att_hd_total,att_ibox_miss,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_blocked,att_obox_miss,att_obx_centre,att_openplay,att_rf_total,backward_pass,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,formation_place,fouls,foul_throw_in,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_openplay,head_clearance,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,rightside_pass,shot_fastbreak,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,pen_goals_conceded,total_sub_on,accurate_cross,accurate_cross_nocorner,att_bx_left,att_cmiss_left,att_freekick_miss,att_freekick_total,att_goal_high_left,att_goal_low_centre,att_goal_low_right,att_hd_goal,att_hd_target,att_ibox_blocked,att_ibox_goal,att_ibox_target,att_lf_goal,att_lf_target,att_lg_centre,att_miss_high_left,att_obox_target,att_one_on_one,att_rf_goal,att_rf_target,att_setpiece,att_sv_low_centre,att_sv_low_left,att_sv_low_right,big_chance_created,big_chance_missed,big_chance_scored,fouled_final_third,goals,goals_openplay,hand_ball,ontarget_scoring_att,overrun,poss_won_att_3rd,red_card,six_yard_block,total_offside,yellow_card,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_cmiss_right,att_freekick_target,att_miss_right,att_sv_high_centre,att_sv_high_left,att_sv_high_right,corner_taken,freekick_cross,goal_assist_intentional,hit_woodwork,interceptions_in_box,second_goal_assist,total_corners_intobox,total_pull_back,total_through_ball,accurate_keeper_throws,att_cmiss_high_right,goal_kicks,head_pass,keeper_throws,open_play_pass,penalty_conceded,successful_open_play_pass,accurate_pull_back,att_freekick_goal,att_goal_high_centre,att_goal_low_left,att_obox_goal,clearance_off_line,dangerous_play,goal_fastbreak,error_lead_to_goal,last_man_tackle,shield_ball_oop,att_cmiss_high_left,att_goal_high_right,att_hd_post,att_ibox_post,att_post_high,att_post_right,penalty_won,post_scoring_att,accurate_goal_kicks,accurate_keeper_sweeper,back_pass,cross_not_claimed,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_obp_goal,att_obxd_left,att_post_left,second_yellow,touches_in_opp_box,att_obxd_right,att_obx_right,att_obox_post,att_obx_left,attempts_obox,goal_assist_setplay,att_pen_goal,att_freekick_post,goal_assist_deadball,att_pen_miss,own_goals,dive_catch,penalty_faced,penalty_save,att_pen_target,attempts_ibox,att_pen_post,att_lg_right,att_lg_left
2361,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,21,35.0,1.0,1.0,67.0,,3.0,1.0,100.0,5.0,10.0,2.0,12.0,43.0,33.0,5.0,,2.0,1.0,,,,,1.0,,,,,,,,1.0,3.0,33.0,18.0,,1.0,4.0,1.0,7.0,2.0,6.0,6.0,31.0,17.0,,4.0,2.0,,10.0,0.0,10.0,,43.0,4.0,5.0,5.0,,1.0,1.0,5.0,10.0,6.0,31.0,11.0,7.0,2.0,2.0,366.0,,4.0,2.0,2.0,11.0,41.0,7.0,59.0,53.0,6.0,10.0,24.0,,2.0,27.0,6.0,43.0,2.0,10.0,2.0,9.0,9.0,,41.0,4.0,97.0,3.0,3.0,4.0,131.0,3.0,2.0,11.0,5.0,208.0,6.0,6.0,3.0,4.0,1.0,1.0,4.0,,8.0,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,2.0,,,1.0,,,,,2.0,2.0,,,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,21,185.0,20.0,,58.0,79.0,,117.0,243.0,,,4.0,29.0,232.0,181.0,,,1.0,,,,,1.0,,,,,,,,,,,,183.0,,,,4.0,,,,7.0,1.0,8.0,,32.0,1.0,3.0,57.0,38.0,1.0,,278.0,29.0,57.0,49.0,8.0,,,1.0,1.0,,54.0,262.0,100.0,16.0,26.0,2610.0,,,,,31.0,52.0,7.0,247.0,244.0,27.0,,48.0,,,13.0,,235.0,24.0,35.0,1.0,,,,42.0,,145.0,182.0,,243.0,380.0,1.0,,,,963.0,,,2.0,6.0,1.0,,,6.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,113.0,,285.0,,118.0,,1.0,,,,,,,,,,7.0,,,,,,,,,,,189.0,18.0,,4.0,13.0,42.0,4.0,29.0,127.0,21.0,43.0,42.0,85.0,8.0,6.0,30.0,19.0,,,,,,,,,,,,,,,,1.0,10.0,7.0,1.0,,,,,
4551,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4473,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10043,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247,21,114.0,6.0,,167.0,2.0,9.0,15.0,276.0,28.0,5.0,3.0,8.0,29.0,15.0,5.0,,1.0,,,,,,,3.0,,,,,2.0,2.0,4.0,1.0,59.0,32.0,2.0,1.0,12.0,1.0,8.0,1.0,9.0,1.0,35.0,26.0,1.0,7.0,3.0,1.0,32.0,0.0,4.0,,91.0,3.0,4.0,4.0,,,,5.0,16.0,13.0,29.0,26.0,18.0,2.0,,395.0,5.0,4.0,1.0,,101.0,2.0,5.0,62.0,58.0,17.0,14.0,131.0,,2.0,74.0,5.0,123.0,8.0,10.0,6.0,9.0,9.0,,85.0,1.0,196.0,7.0,9.0,19.0,310.0,4.0,,19.0,30.0,424.0,3.0,3.0,3.0,5.0,1.0,3.0,16.0,,5.0,5.0,5.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,2.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739,21,82.0,4.0,,31.0,3.0,,4.0,113.0,,14.0,22.0,8.0,59.0,40.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,13.0,7.0,1.0,,,1.0,,,,3.0,19.0,32.0,1.0,27.0,10.0,2.0,26.0,0.0,4.0,,82.0,6.0,12.0,9.0,3.0,1.0,1.0,21.0,7.0,7.0,36.0,47.0,22.0,3.0,8.0,562.0,10.0,,2.0,5.0,4.0,15.0,4.0,74.0,47.0,4.0,3.0,25.0,,1.0,13.0,2.0,93.0,12.0,54.0,2.0,,,,33.0,1.0,63.0,12.0,,18.0,156.0,1.0,,8.0,,241.0,3.0,3.0,1.0,2.0,1.0,,6.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,3.0,,,,,,,,11.0,,28.0,,19.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,,,,,1.0,,,
4035,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4115,21,32.0,2.0,2.0,48.0,,4.0,4.0,80.0,,3.0,9.0,7.0,15.0,13.0,2.0,,1.0,,,,,,,3.0,1.0,,,1.0,4.0,6.0,7.0,4.0,27.0,10.0,,1.0,2.0,,1.0,1.0,7.0,3.0,19.0,23.0,,4.0,4.0,,12.0,0.0,3.0,,25.0,2.0,1.0,1.0,,,,5.0,4.0,4.0,25.0,6.0,3.0,2.0,1.0,206.0,,,2.0,2.0,13.0,15.0,4.0,42.0,41.0,3.0,5.0,24.0,,4.0,28.0,2.0,34.0,2.0,5.0,8.0,2.0,2.0,,41.0,4.0,69.0,,5.0,4.0,101.0,7.0,2.0,9.0,,154.0,5.0,5.0,1.0,2.0,4.0,1.0,7.0,,5.0,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,2.0,,,,1.0,,1.0,,,,,,2.0,,2.0,,,,2.0,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4213,21,149.0,7.0,14.0,388.0,,62.0,26.0,531.0,6.0,99.0,76.0,34.0,228.0,145.0,19.0,1.0,58.0,13.0,2.0,4.0,15.0,22.0,31.0,23.0,11.0,6.0,10.0,12.0,13.0,39.0,111.0,88.0,189.0,63.0,,36.0,5.0,5.0,24.0,2.0,58.0,7.0,212.0,157.0,,8.0,6.0,1.0,84.0,200.0,32.0,,149.0,30.0,42.0,38.0,4.0,,,12.0,8.0,7.0,154.0,42.0,34.0,12.0,1.0,2538.0,,5.0,15.0,1.0,95.0,100.0,26.0,343.0,330.0,4.0,50.0,188.0,4.0,45.0,167.0,20.0,169.0,14.0,21.0,32.0,26.0,26.0,7.0,263.0,56.0,537.0,1.0,69.0,33.0,680.0,135.0,11.0,7.0,6.0,1085.0,64.0,64.0,65.0,15.0,9.0,22.0,6.0,1.0,4.0,6.0,6.0,13.0,5.0,2.0,4.0,2.0,3.0,6.0,3.0,4.0,24.0,13.0,27.0,2.0,8.0,,6.0,12.0,6.0,10.0,27.0,2.0,17.0,11.0,7.0,5.0,13.0,8.0,13.0,15.0,11.0,5.0,54.0,9.0,9.0,,1.0,15.0,,,,1.0,,,11.0,,3.0,1.0,,,,1.0,,,,,4.0,,1.0,,4.0,,29.0,,26.0,,1.0,2.0,2.0,2.0,,,,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,1.0,,1.0,,,,1.0,,,,,2.0,,,
4496,21,392.0,48.0,1.0,626.0,12.0,5.0,50.0,993.0,239.0,32.0,25.0,27.0,158.0,116.0,18.0,2.0,2.0,4.0,,,1.0,1.0,2.0,3.0,,1.0,1.0,2.0,1.0,4.0,7.0,6.0,167.0,92.0,19.0,5.0,15.0,8.0,58.0,28.0,10.0,8.0,94.0,121.0,19.0,40.0,22.0,,187.0,0.0,21.0,1.0,466.0,24.0,24.0,20.0,4.0,4.0,4.0,38.0,42.0,31.0,537.0,212.0,128.0,5.0,17.0,2196.0,9.0,9.0,15.0,5.0,11.0,487.0,54.0,411.0,383.0,58.0,34.0,43.0,,3.0,278.0,24.0,450.0,103.0,68.0,25.0,87.0,87.0,1.0,369.0,2.0,850.0,57.0,5.0,92.0,1213.0,10.0,1.0,69.0,289.0,1887.0,13.0,13.0,20.0,14.0,7.0,19.0,57.0,,3.0,25.0,25.0,,1.0,,,,,,,,3.0,,1.0,,,,,1.0,,,2.0,1.0,,,1.0,1.0,,,4.0,,,1.0,2.0,7.0,,,,,4.0,,1.0,,1.0,,1.0,1.0,,,,1.0,4.0,,2.0,,,,1.0,,,,1.0,,41.0,,32.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
2303,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3239,21,205.0,60.0,1.0,280.0,6.0,4.0,78.0,470.0,110.0,7.0,17.0,15.0,69.0,57.0,14.0,,,,,,,,,9.0,2.0,,,2.0,3.0,8.0,3.0,,50.0,84.0,14.0,2.0,10.0,2.0,29.0,23.0,11.0,6.0,51.0,60.0,14.0,27.0,14.0,1.0,162.0,57.0,16.0,,264.0,12.0,13.0,13.0,,,,24.0,45.0,36.0,27.0,149.0,70.0,3.0,15.0,1141.0,7.0,5.0,9.0,5.0,206.0,32.0,38.0,303.0,269.0,63.0,20.0,300.0,,3.0,139.0,14.0,239.0,99.0,61.0,18.0,54.0,53.0,,228.0,1.0,456.0,62.0,4.0,129.0,641.0,9.0,2.0,20.0,135.0,1038.0,8.0,8.0,13.0,6.0,10.0,8.0,16.0,2.0,3.0,15.0,15.0,1.0,,,1.0,,,1.0,,,,,1.0,1.0,3.0,,,2.0,,,,,2.0,,,1.0,,,2.0,1.0,,1.0,4.0,2.0,1.0,,,,2.0,,,1.0,,1.0,1.0,1.0,,,2.0,1.0,,,4.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4594,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,21,153.0,11.0,4.0,252.0,1.0,12.0,17.0,399.0,76.0,22.0,12.0,19.0,92.0,80.0,12.0,,3.0,1.0,,,,,,7.0,,,,2.0,1.0,4.0,7.0,1.0,100.0,37.0,12.0,4.0,3.0,4.0,33.0,8.0,12.0,6.0,58.0,54.0,12.0,12.0,10.0,,36.0,341.0,14.0,,136.0,14.0,17.0,13.0,4.0,,,19.0,10.0,6.0,32.0,40.0,27.0,5.0,9.0,1280.0,3.0,4.0,8.0,1.0,175.0,7.0,15.0,163.0,151.0,15.0,18.0,205.0,,1.0,136.0,12.0,174.0,21.0,24.0,13.0,42.0,42.0,,175.0,11.0,341.0,7.0,13.0,20.0,473.0,8.0,2.0,23.0,80.0,733.0,14.0,14.0,13.0,8.0,6.0,10.0,14.0,,5.0,6.0,6.0,,,,,,,,,,2.0,,2.0,,2.0,,,1.0,,,1.0,1.0,1.0,,2.0,1.0,,,3.0,,,,3.0,1.0,4.0,,,2.0,1.0,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4048,21,316.0,12.0,12.0,788.0,11.0,26.0,26.0,1035.0,189.0,31.0,22.0,34.0,233.0,202.0,41.0,17.0,1.0,,1.0,1.0,,,3.0,11.0,2.0,,,1.0,2.0,4.0,9.0,1.0,329.0,146.0,11.0,3.0,9.0,3.0,130.0,55.0,37.0,8.0,132.0,127.0,11.0,30.0,16.0,1.0,178.0,0.0,28.0,2.0,445.0,32.0,58.0,51.0,7.0,7.0,4.0,29.0,35.0,27.0,54.0,160.0,89.0,17.0,12.0,2786.0,8.0,28.0,37.0,3.0,585.0,30.0,84.0,671.0,640.0,65.0,69.0,508.0,1.0,5.0,367.0,65.0,402.0,52.0,61.0,48.0,254.0,193.0,3.0,500.0,26.0,1188.0,53.0,28.0,71.0,1336.0,12.0,8.0,43.0,225.0,2156.0,40.0,40.0,44.0,9.0,18.0,29.0,32.0,4.0,2.0,69.0,40.0,7.0,,,1.0,,1.0,,,,2.0,1.0,2.0,,3.0,,1.0,1.0,,1.0,,,,,1.0,9.0,,1.0,9.0,1.0,1.0,3.0,4.0,5.0,12.0,,1.0,15.0,4.0,30.0,3.0,3.0,,1.0,2.0,1.0,1.0,,76.0,8.0,7.0,,1.0,1.0,62.0,2.0,3.0,,,,,,,1.0,,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,,,,,,,,,
1308,21,567.0,50.0,4.0,1019.0,4.0,37.0,86.0,1574.0,9.0,38.0,53.0,31.0,138.0,111.0,34.0,,8.0,3.0,2.0,2.0,1.0,4.0,7.0,14.0,2.0,,4.0,2.0,4.0,8.0,17.0,4.0,199.0,165.0,4.0,5.0,17.0,14.0,9.0,12.0,29.0,7.0,127.0,149.0,4.0,26.0,16.0,2.0,340.0,0.0,38.0,,715.0,27.0,21.0,16.0,5.0,2.0,2.0,29.0,44.0,30.0,378.0,278.0,209.0,5.0,7.0,2397.0,2.0,20.0,16.0,6.0,392.0,181.0,71.0,351.0,328.0,51.0,107.0,531.0,2.0,11.0,522.0,36.0,619.0,90.0,49.0,11.0,29.0,21.0,2.0,648.0,13.0,1233.0,13.0,38.0,111.0,1823.0,22.0,5.0,64.0,9.0,2155.0,22.0,22.0,26.0,19.0,6.0,7.0,51.0,1.0,4.0,12.0,10.0,,,,,,,1.0,1.0,2.0,3.0,1.0,3.0,,3.0,,1.0,2.0,,,,,2.0,2.0,1.0,4.0,3.0,1.0,5.0,1.0,1.0,,6.0,,7.0,,1.0,2.0,6.0,2.0,,3.0,3.0,,4.0,,,,10.0,,,,,,8.0,1.0,9.0,,,,1.0,,26.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
2517,21,170.0,18.0,,179.0,18.0,,28.0,343.0,67.0,17.0,17.0,18.0,104.0,68.0,5.0,,,2.0,,,,,1.0,1.0,2.0,2.0,,2.0,4.0,6.0,7.0,7.0,57.0,52.0,3.0,2.0,4.0,1.0,9.0,21.0,4.0,4.0,39.0,53.0,2.0,30.0,15.0,,115.0,0.0,14.0,,206.0,11.0,22.0,19.0,3.0,,,26.0,9.0,8.0,140.0,126.0,67.0,8.0,9.0,986.0,4.0,5.0,,7.0,11.0,125.0,29.0,176.0,161.0,39.0,12.0,39.0,,5.0,75.0,5.0,190.0,46.0,44.0,6.0,31.0,30.0,,121.0,,283.0,45.0,,56.0,442.0,8.0,5.0,24.0,90.0,689.0,4.0,4.0,7.0,6.0,5.0,4.0,20.0,2.0,7.0,6.0,6.0,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,5.0,,,,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562,21,13.0,,7.0,19.0,,1.0,,32.0,,13.0,9.0,8.0,6.0,12.0,1.0,,3.0,,,,2.0,2.0,2.0,,,1.0,,,,,3.0,1.0,12.0,6.0,,,,,,,10.0,3.0,26.0,17.0,,,,,6.0,0.0,3.0,,14.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,6.0,3.0,,2.0,,168.0,,1.0,1.0,,4.0,5.0,,31.0,30.0,1.0,5.0,15.0,,2.0,11.0,2.0,17.0,1.0,1.0,,,,,19.0,18.0,30.0,1.0,1.0,,47.0,3.0,2.0,1.0,,71.0,4.0,4.0,7.0,3.0,,1.0,1.0,,6.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4032,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4162,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3681,21,513.0,19.0,,148.0,16.0,,50.0,661.0,,53.0,101.0,34.0,248.0,199.0,5.0,,5.0,,1.0,,6.0,9.0,7.0,4.0,2.0,,3.0,1.0,1.0,2.0,2.0,2.0,47.0,113.0,5.0,3.0,2.0,10.0,,,5.0,14.0,87.0,145.0,5.0,102.0,37.0,2.0,76.0,0.0,27.0,,401.0,34.0,40.0,33.0,7.0,2.0,1.0,79.0,54.0,45.0,162.0,183.0,103.0,11.0,34.0,2962.0,30.0,2.0,5.0,25.0,79.0,18.0,14.0,326.0,212.0,91.0,22.0,246.0,,8.0,37.0,7.0,597.0,42.0,216.0,10.0,,,,98.0,2.0,259.0,55.0,,94.0,856.0,15.0,3.0,21.0,,1245.0,8.0,8.0,14.0,9.0,9.0,1.0,16.0,3.0,,,,1.0,1.0,,,,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,6.0,,,,2.0,1.0,1.0,1.0,3.0,,1.0,4.0,1.0,,,1.0,4.0,3.0,,,,,,3.0,1.0,,,,,2.0,,10.0,,,,1.0,,,,11.0,,56.0,2.0,45.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,2.0,,,
