id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_goal_low_left,att_hd_miss,att_hd_total,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_miss,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_pass,challenge_lost,clearance_off_line,corner_taken,crosses_18yard,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,losses,lost_corners,mins_played,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shield_ball_oop,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_freekick_cross,accurate_launches,accurate_pull_back,accurate_through_ball,att_assist_setplay,att_bx_left,att_bx_right,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_low_centre,att_goal_low_right,att_ibox_blocked,att_lf_goal,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_post,att_obox_target,att_obxd_left,att_one_on_one,att_post_high,att_sv_high_centre,att_sv_high_left,att_sv_low_left,blocked_cross,blocked_scoring_att,clean_sheet,crosses_18yardplus,effective_blocked_cross,freekick_cross,goals_conceded_obox,goal_assist_deadball,goal_assist_setplay,hand_ball,hit_woodwork,interceptions_in_box,long_pass_own_to_opp_success,offtarget_att_assist,overrun,pen_goals_conceded,post_scoring_att,second_goal_assist,shot_fastbreak,six_yard_block,total_corners_intobox,total_fastbreak,total_pull_back,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,total_keeper_sweeper,att_miss_high_left,offside_provoked,penalty_conceded,red_card,assist_blocked_shot,att_goal_high_centre,att_goal_high_right,att_hd_goal,att_ibox_post,att_post_right,error_lead_to_shot,assist_attempt_saved,att_cmiss_high_right,att_corner,att_hd_target,att_goal_high_left,att_pen_goal,own_goals,error_lead_to_goal,assist_own_goal,goal_fastbreak,assist_penalty_won,att_hd_post,att_post_left,att_sv_high_right,penalty_won,second_yellow,last_man_tackle,att_lg_centre,assist_pass_lost,att_cmiss_high_left,assist_handball_won,att_obxd_right,foul_throw_in,cross_not_claimed,dive_catch,penalty_faced,stand_save,dangerous_play,penalty_save,att_obx_left,assist_post,att_obp_goal,att_pen_target,assist_free_kick_won,att_obx_right,att_pen_post,back_pass,att_lg_left,att_pen_miss,att_lg_right
3242,210,334.0,19.0,336.0,2.0,39.0,661.0,129.0,25.0,29.0,21.0,6.0,139.0,94.0,6.0,6.0,11.0,3.0,1.0,,,2.0,1.0,2.0,1.0,1.0,8.0,1.0,,,3.0,6.0,7.0,,,2.0,2.0,2.0,,151.0,108.0,,1.0,,31.0,9.0,,2.0,18.0,8.0,3.0,58.0,73.0,43.0,21.0,128.0,1.0,7.0,371.0,17.0,1.0,34.0,29.0,,,,,21.0,54.0,20.0,20.0,59.0,111.0,10.0,16.0,1585.0,5.0,3.0,801.0,4.0,287.0,12.0,54.0,257.0,257.0,5.0,71.0,32.0,31.0,259.0,,5.0,209.0,628.0,10.0,,11.0,388.0,54.0,43.0,21.0,27.0,27.0,185095.302734375,293.0,8.0,479.0,43.0,3.0,95.0,,840.0,12.0,2.0,4.0,25.0,1.0,152.0,1236.0,31.0,12.0,12.0,7.0,,8.0,12.0,6.0,15.0,4.0,1.0,9.0,9.0,2.0,,11.0,,,0.0,3.0,,,2.0,,,,,,,,,2.0,,3.0,2.0,,,1.0,,,,,,,13.0,4.0,4.0,9.0,13.0,,5.0,,,,,4.0,60.0,6.0,3.0,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,1.0,6.0,,,,,1.0,1.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23695,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6030,210,152.0,15.0,366.0,54.0,9.0,514.0,3.0,234.0,146.0,32.0,6.0,249.0,105.0,68.0,21.0,25.0,47.0,2.0,1.0,14.0,19.0,10.0,20.0,14.0,5.0,18.0,4.0,2.0,13.0,8.0,18.0,71.0,5.0,11.0,49.0,1.0,6.0,2.0,194.0,108.0,4.0,7.0,7.0,27.0,20.0,,,13.0,76.0,8.0,376.0,198.0,38.0,26.0,82.0,5.0,22.0,213.0,30.0,11.0,31.0,27.0,9.0,7.0,6.0,6.0,26.0,193.0,5.0,5.0,154.0,38.0,12.0,3.0,2608.0,20.0,29.0,722.0,3.0,131.0,136.0,36.0,444.0,444.0,19.0,27.0,62.0,27.0,174.0,1.0,31.0,208.0,501.0,11.0,6.0,32.0,189.0,29.0,38.0,46.0,14.0,14.0,303967.4201660156,333.0,142.0,560.0,6.0,63.0,18.0,20.0,735.0,89.0,8.0,2.0,8.0,4.0,3.0,1248.0,139.0,98.0,98.0,26.0,0.0,12.0,18.0,22.0,3.0,1.0,,4.0,4.0,45.0,,2.0,,2.0,,8.0,4.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,9.0,3.0,2.0,23.0,4.0,6.0,6.0,1.0,2.0,4.0,,,2.0,0.0,,10.0,1.0,29.0,6.0,1.0,1.0,,4.0,,1.0,2.0,6.0,,19.0,12.0,7.0,3.0,3.0,,4.0,4.0,,5.0,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,1.0,2.0,1.0,1.0,,,1.0,,2.0,4.0,,,,,,,1.0,0.0,,1.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,
13510,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,210,1369.0,164.0,938.0,2.0,217.0,2306.0,10.0,72.0,82.0,36.0,11.0,206.0,123.0,21.0,13.0,14.0,14.0,,,6.0,12.0,3.0,9.0,1.0,,3.0,4.0,,2.0,2.0,13.0,5.0,,4.0,16.0,6.0,,2.0,131.0,203.0,11.0,5.0,1.0,26.0,6.0,1.0,,2.0,3.0,9.0,122.0,162.0,144.0,83.0,366.0,,34.0,1014.0,35.0,3.0,36.0,28.0,,2.0,2.0,2.0,83.0,133.0,35.0,35.0,545.0,614.0,7.0,24.0,3239.0,12.0,8.0,2515.0,18.0,438.0,114.0,69.0,351.0,351.0,1.0,121.0,81.0,26.0,930.0,1.0,12.0,269.0,2212.0,15.0,0.0,19.0,1458.0,306.0,144.0,17.0,4.0,4.0,328146.3271484375,435.0,,1166.0,53.0,2.0,380.0,,2620.0,34.0,1.0,,41.0,41.0,10.0,3042.0,33.0,14.0,14.0,29.0,0.0,20.0,10.0,10.0,31.0,3.0,,1.0,1.0,,,9.0,,12.0,,4.0,,2.0,1.0,,,1.0,,3.0,9.0,1.0,,7.0,,3.0,7.0,,,4.0,,,,0.0,1.0,1.0,5.0,14.0,15.0,2.0,5.0,,8.0,,,,1.0,9.0,460.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,24.0,,,,1.0,1.0,3.0,1.0,1.0,,,,,1.0,,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
15424,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8707,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13389,210,160.0,11.0,244.0,8.0,30.0,404.0,3.0,18.0,8.0,16.0,17.0,78.0,43.0,4.0,3.0,5.0,1.0,,,,,,,2.0,,,,1.0,,1.0,3.0,3.0,,2.0,7.0,2.0,2.0,,99.0,67.0,1.0,,,23.0,16.0,,,2.0,7.0,2.0,65.0,64.0,9.0,4.0,78.0,6.0,21.0,151.0,10.0,,19.0,18.0,,,,,4.0,43.0,16.0,16.0,144.0,58.0,6.0,1.0,976.0,4.0,2.0,485.0,1.0,86.0,89.0,20.0,152.0,152.0,5.0,21.0,41.0,23.0,112.0,,1.0,112.0,385.0,14.0,,5.0,185.0,33.0,9.0,16.0,6.0,6.0,118884.56829833984,165.0,7.0,327.0,10.0,9.0,56.0,1.0,506.0,7.0,1.0,6.0,27.0,1.0,3.0,682.0,12.0,28.0,28.0,17.0,,8.0,12.0,,17.0,3.0,,,,2.0,,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,4.0,2.0,4.0,,,1.0,,,,,,37.0,1.0,3.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3505,210,15.0,,22.0,,27.0,37.0,,,1.0,4.0,,35.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,1.0,,1.0,4.0,,23.0,,,90.0,4.0,,5.0,5.0,,,,,,,,,2.0,80.0,2.0,,360.0,,,37.0,,17.0,1.0,,62.0,62.0,,3.0,,,7.0,,,3.0,15.0,,,,19.0,1.0,4.0,,,,18641.98291015625,23.0,,80.0,38.0,,89.0,,99.0,,,,,,0.0,129.0,,,,,,1.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,22.0,,,2.0,,,,,,,,12.0,1.0,9.0,1.0,6.0,,34.0,2.0,28.0,9.0,2.0,7.0,6.0,14.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
8192,210,73.0,3.0,151.0,19.0,5.0,222.0,,36.0,11.0,27.0,4.0,169.0,86.0,20.0,7.0,14.0,14.0,1.0,0.0,3.0,3.0,4.0,6.0,2.0,,3.0,3.0,1.0,1.0,4.0,7.0,20.0,4.0,3.0,20.0,2.0,3.0,,96.0,62.0,1.0,1.0,3.0,27.0,5.0,,,5.0,29.0,3.0,85.0,69.0,12.0,4.0,29.0,6.0,5.0,74.0,16.0,5.0,30.0,23.0,3.0,2.0,,2.0,4.0,23.0,3.0,3.0,66.0,28.0,17.0,,1422.0,11.0,9.0,293.0,,43.0,70.0,15.0,176.0,176.0,6.0,24.0,32.0,27.0,75.0,,10.0,96.0,204.0,13.0,3.0,16.0,96.0,11.0,12.0,26.0,6.0,6.0,182880.75915527344,145.0,16.0,221.0,7.0,22.0,20.0,11.0,311.0,27.0,9.0,11.0,16.0,2.0,1.0,541.0,54.0,40.0,40.0,27.0,0.0,7.0,16.0,6.0,9.0,,,2.0,2.0,5.0,,,,1.0,,3.0,2.0,,3.0,,,1.0,,,1.0,3.0,2.0,8.0,1.0,3.0,,1.0,,2.0,,,,1.0,,,,8.0,2.0,1.0,,,7.0,,,,,1.0,12.0,5.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14589,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8438,210,327.0,17.0,364.0,1.0,21.0,675.0,179.0,32.0,56.0,28.0,14.0,208.0,114.0,4.0,8.0,14.0,1.0,,,1.0,1.0,,4.0,,2.0,6.0,1.0,,4.0,2.0,8.0,12.0,,1.0,5.0,,1.0,2.0,191.0,94.0,1.0,,,50.0,23.0,,,53.0,28.0,3.0,136.0,137.0,80.0,49.0,136.0,1.0,29.0,300.0,19.0,,42.0,38.0,,1.0,1.0,1.0,49.0,96.0,29.0,29.0,361.0,159.0,19.0,21.0,1945.0,7.0,3.0,873.0,11.0,14.0,295.0,100.0,430.0,430.0,5.0,49.0,40.0,50.0,32.0,,6.0,175.0,666.0,14.0,,17.0,383.0,69.0,80.0,52.0,90.0,90.0,223961.7689819336,265.0,9.0,591.0,36.0,1.0,91.0,2.0,884.0,12.0,4.0,9.0,41.0,,232.0,1578.0,26.0,28.0,28.0,13.0,,6.0,27.0,15.0,22.0,7.0,,16.0,16.0,3.0,,3.0,1.0,,2.0,,2.0,1.0,,,,,,,,,,,,1.0,3.0,,,3.0,,,,,,,16.0,3.0,2.0,37.0,16.0,,4.0,,,1.0,,1.0,65.0,10.0,9.0,3.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,5.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,210,172.0,33.0,456.0,9.0,45.0,607.0,7.0,11.0,6.0,19.0,10.0,42.0,24.0,10.0,21.0,26.0,5.0,0.0,,1.0,1.0,1.0,2.0,4.0,2.0,7.0,2.0,1.0,3.0,8.0,19.0,28.0,1.0,8.0,23.0,,4.0,2.0,144.0,61.0,11.0,0.0,,34.0,14.0,,51.0,29.0,13.0,,56.0,62.0,2.0,1.0,97.0,4.0,10.0,200.0,11.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,15.0,3.0,3.0,225.0,46.0,3.0,,974.0,19.0,12.0,698.0,1.0,109.0,166.0,147.0,250.0,250.0,12.0,14.0,35.0,34.0,156.0,1.0,10.0,268.0,582.0,12.0,1.0,36.0,183.0,59.0,2.0,27.0,91.0,55.0,132359.29125976562,361.0,5.0,633.0,2.0,10.0,66.0,1.0,725.0,31.0,7.0,8.0,22.0,10.0,7.0,1012.0,42.0,23.0,23.0,15.0,0.0,16.0,19.0,18.0,15.0,2.0,11.0,21.0,10.0,4.0,1.0,0.0,1.0,3.0,8.0,3.0,1.0,2.0,1.0,,,,,2.0,3.0,,,3.0,1.0,2.0,6.0,1.0,,6.0,,,,1.0,1.0,2.0,,9.0,3.0,17.0,,9.0,1.0,,,,,,33.0,17.0,7.0,,,,,,36.0,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,
4604,210,179.0,8.0,219.0,1.0,16.0,394.0,120.0,12.0,6.0,18.0,7.0,109.0,77.0,3.0,2.0,3.0,1.0,,,,,,2.0,1.0,,,1.0,,1.0,1.0,2.0,4.0,,1.0,5.0,,1.0,,97.0,64.0,,,,34.0,14.0,,0.0,10.0,11.0,3.0,51.0,52.0,28.0,9.0,52.0,,9.0,234.0,14.0,,26.0,23.0,,1.0,,1.0,9.0,30.0,18.0,18.0,145.0,81.0,7.0,9.0,1253.0,2.0,1.0,512.0,3.0,35.0,147.0,30.0,188.0,188.0,2.0,39.0,23.0,34.0,42.0,1.0,3.0,119.0,388.0,11.0,2.0,4.0,218.0,26.0,28.0,9.0,21.0,21.0,141452.44012451172,165.0,2.0,321.0,41.0,1.0,58.0,,518.0,5.0,4.0,4.0,37.0,2.0,139.0,845.0,21.0,9.0,9.0,5.0,0.0,8.0,4.0,9.0,21.0,2.0,,4.0,4.0,,,10.0,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,6.0,1.0,3.0,11.0,6.0,,3.0,,,,,2.0,42.0,2.0,1.0,2.0,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14549,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9947,210,141.0,35.0,362.0,41.0,13.0,501.0,5.0,228.0,209.0,32.0,21.0,242.0,130.0,48.0,16.0,38.0,39.0,,1.0,8.0,16.0,9.0,15.0,17.0,1.0,1.0,2.0,4.0,8.0,5.0,16.0,50.0,6.0,15.0,46.0,8.0,10.0,4.0,123.0,91.0,8.0,8.0,7.0,44.0,25.0,1.0,1.0,11.0,35.0,7.0,341.0,269.0,28.0,23.0,135.0,13.0,42.0,313.0,28.0,9.0,44.0,39.0,6.0,5.0,3.0,4.0,23.0,258.0,7.0,7.0,145.0,63.0,14.0,4.0,2547.0,29.0,30.0,807.0,4.0,92.0,65.0,87.0,466.0,466.0,20.0,27.0,44.0,44.0,246.0,,20.0,219.0,482.0,18.0,,43.0,177.0,63.0,28.0,20.0,16.0,16.0,271456.6063232422,430.0,169.0,666.0,8.0,45.0,40.0,13.0,827.0,64.0,6.0,4.0,24.0,6.0,6.0,1245.0,136.0,61.0,61.0,36.0,,11.0,6.0,17.0,14.0,4.0,,2.0,2.0,56.0,,1.0,,2.0,,,,,3.0,1.0,,,,,,2.0,3.0,7.0,,6.0,7.0,,,4.0,,1.0,,1.0,2.0,3.0,1.0,14.0,4.0,5.0,1.0,,5.0,,1.0,,1.0,,21.0,14.0,6.0,3.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,3.0,,,,,,,5.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9576,210,68.0,9.0,198.0,26.0,10.0,264.0,,150.0,112.0,35.0,9.0,133.0,76.0,42.0,10.0,10.0,34.0,,2.0,14.0,24.0,5.0,20.0,9.0,1.0,8.0,8.0,2.0,9.0,6.0,10.0,40.0,2.0,3.0,14.0,4.0,4.0,1.0,94.0,61.0,2.0,7.0,3.0,27.0,8.0,,,7.0,42.0,7.0,248.0,177.0,19.0,14.0,54.0,8.0,34.0,118.0,19.0,6.0,26.0,24.0,6.0,2.0,1.0,1.0,14.0,112.0,8.0,8.0,115.0,14.0,14.0,2.0,1775.0,9.0,16.0,425.0,3.0,88.0,98.0,29.0,309.0,309.0,10.0,6.0,45.0,27.0,103.0,1.0,27.0,119.0,259.0,13.0,,12.0,85.0,16.0,19.0,39.0,8.0,8.0,209001.0208435059,232.0,67.0,353.0,1.0,31.0,16.0,6.0,430.0,52.0,6.0,16.0,13.0,3.0,1.0,802.0,89.0,67.0,67.0,32.0,,14.0,21.0,6.0,7.0,3.0,,2.0,2.0,13.0,,,1.0,,,2.0,3.0,3.0,1.0,1.0,,,,,,,4.0,7.0,,5.0,2.0,1.0,,1.0,,1.0,,1.0,,3.0,,9.0,5.0,1.0,,,2.0,,1.0,,1.0,,3.0,3.0,7.0,,1.0,,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,4.0,1.0,1.0,,1.0,,,6.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,
2620,210,5.0,,11.0,,,16.0,,,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,13.0,,,,,,,,,1.0,2.0,,,2.0,13.0,,,22.0,,,18.0,,1.0,3.0,,2.0,2.0,,,,,2.0,,,,16.0,,,,5.0,,1.0,,,,3492.674926757813,,,13.0,,,,,18.0,,,2.0,,,,19.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4843,210,784.0,109.0,693.0,25.0,115.0,1476.0,3.0,49.0,66.0,33.0,37.0,265.0,149.0,3.0,15.0,7.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,2.0,5.0,2.0,1.0,9.0,14.0,9.0,1.0,3.0,14.0,3.0,1.0,1.0,281.0,255.0,2.0,1.0,,53.0,54.0,1.0,1.0,2.0,20.0,6.0,180.0,243.0,91.0,51.0,228.0,3.0,47.0,538.0,33.0,1.0,48.0,45.0,1.0,3.0,1.0,3.0,51.0,176.0,86.0,86.0,405.0,259.0,14.0,10.0,2946.0,6.0,4.0,1698.0,13.0,224.0,157.0,43.0,333.0,333.0,8.0,101.0,146.0,53.0,525.0,,10.0,249.0,1431.0,37.0,,10.0,855.0,181.0,91.0,42.0,5.0,5.0,344461.013671875,364.0,13.0,899.0,39.0,27.0,196.0,,1749.0,18.0,2.0,,90.0,5.0,5.0,2298.0,16.0,18.0,18.0,58.0,,13.0,32.0,4.0,56.0,14.0,,1.0,1.0,2.0,,13.0,,2.0,,,,,,,,3.0,,2.0,5.0,1.0,,1.0,,1.0,3.0,1.0,,2.0,,,,1.0,,,4.0,4.0,7.0,2.0,4.0,1.0,3.0,,,,,9.0,179.0,4.0,1.0,4.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,3.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
5345,210,112.0,17.0,91.0,,25.0,203.0,,5.0,,6.0,,67.0,42.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,45.0,31.0,,,,11.0,11.0,,,1.0,1.0,1.0,20.0,11.0,6.0,1.0,48.0,,1.0,78.0,6.0,,14.0,10.0,,,,,1.0,6.0,8.0,8.0,67.0,36.0,5.0,,452.0,1.0,,241.0,3.0,21.0,39.0,17.0,56.0,56.0,,12.0,19.0,11.0,59.0,,,35.0,199.0,8.0,,2.0,121.0,39.0,6.0,3.0,4.0,4.0,55546.642578125,64.0,1.0,132.0,10.0,,42.0,,249.0,,4.0,,8.0,1.0,,298.0,0.0,1.0,1.0,2.0,,,1.0,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,1.0,,4.0,,,,,,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14575,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14567,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
