id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_goal_low_left,att_hd_miss,att_hd_total,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_miss,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_pass,challenge_lost,clearance_off_line,corner_taken,crosses_18yard,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,losses,lost_corners,mins_played,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shield_ball_oop,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_freekick_cross,accurate_launches,accurate_pull_back,accurate_through_ball,att_assist_setplay,att_bx_left,att_bx_right,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_low_centre,att_goal_low_right,att_ibox_blocked,att_lf_goal,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_post,att_obox_target,att_obxd_left,att_one_on_one,att_post_high,att_sv_high_centre,att_sv_high_left,att_sv_low_left,blocked_cross,blocked_scoring_att,clean_sheet,crosses_18yardplus,effective_blocked_cross,freekick_cross,goals_conceded_obox,goal_assist_deadball,goal_assist_setplay,hand_ball,hit_woodwork,interceptions_in_box,long_pass_own_to_opp_success,offtarget_att_assist,overrun,pen_goals_conceded,post_scoring_att,second_goal_assist,shot_fastbreak,six_yard_block,total_corners_intobox,total_fastbreak,total_pull_back,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,total_keeper_sweeper,att_miss_high_left,offside_provoked,penalty_conceded,red_card,assist_blocked_shot,att_goal_high_centre,att_goal_high_right,att_hd_goal,att_ibox_post,att_post_right,error_lead_to_shot,assist_attempt_saved,att_cmiss_high_right,att_corner,att_hd_target,att_goal_high_left,att_pen_goal,own_goals,error_lead_to_goal,assist_own_goal,goal_fastbreak,assist_penalty_won,att_hd_post,att_post_left,att_sv_high_right,penalty_won,second_yellow,last_man_tackle,att_lg_centre,assist_pass_lost,att_cmiss_high_left,assist_handball_won,att_obxd_right,foul_throw_in,cross_not_claimed,dive_catch,penalty_faced,stand_save,dangerous_play,penalty_save,att_obx_left,assist_post,att_obp_goal,att_pen_target,assist_free_kick_won,att_obx_right,att_pen_post,back_pass,att_lg_left,att_pen_miss,att_lg_right
3309,210,283.0,19.0,249.0,,323.0,532.0,,2.0,11.0,38.0,,336.0,193.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,371.0,,,,1.0,2.0,,,,0.0,7.0,4.0,18.0,27.0,,162.0,,,880.0,38.0,,55.0,51.0,,,,,,0.0,1.0,1.0,101.0,738.0,16.0,26.0,3420.0,2.0,,497.0,,103.0,195.0,10.0,557.0,557.0,,30.0,1.0,1.0,90.0,,,41.0,292.0,,0.0,2.0,333.0,31.0,27.0,2.0,,,163180.95043945312,162.0,,738.0,412.0,,861.0,,1071.0,,,,1.0,,,1468.0,,,,6.0,0.0,15.0,2.0,,0.0,,,,,,,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,4.0,,,,,1.0,250.0,,,4.0,,,,,,,,140.0,5.0,149.0,30.0,99.0,4.0,309.0,26.0,314.0,155.0,17.0,100.0,44.0,148.0,8.0,29.0,6.0,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,5.0,6.0,,1.0,,,,,,,,,,,
13494,210,21.0,1.0,49.0,6.0,3.0,70.0,,14.0,8.0,21.0,3.0,30.0,16.0,4.0,1.0,,3.0,,,1.0,2.0,,1.0,3.0,2.0,2.0,,,1.0,,1.0,5.0,,1.0,1.0,,2.0,1.0,28.0,8.0,,2.0,,6.0,1.0,,,,7.0,6.0,36.0,20.0,1.0,,8.0,1.0,6.0,26.0,1.0,,4.0,2.0,,1.0,1.0,1.0,,15.0,2.0,2.0,19.0,6.0,9.0,0.0,270.0,1.0,4.0,94.0,1.0,21.0,19.0,5.0,62.0,62.0,3.0,,5.0,6.0,21.0,,1.0,28.0,70.0,6.0,1.0,1.0,24.0,4.0,1.0,11.0,,,44419.41143798827,41.0,9.0,70.0,,6.0,5.0,3.0,94.0,5.0,1.0,20.0,5.0,1.0,,169.0,18.0,18.0,18.0,5.0,0.0,6.0,2.0,3.0,5.0,,,,,2.0,,,0.0,,,,1.0,1.0,,,,,,,,,,0.0,,,,,,1.0,,,,1.0,,0.0,,0.0,,,,,2.0,,,,,,4.0,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3889,210,2.0,1.0,8.0,2.0,,10.0,,2.0,1.0,2.0,,3.0,,2.0,,2.0,1.0,,,,,,1.0,,,,1.0,,,,,2.0,,,2.0,,,,6.0,2.0,,1.0,,1.0,,,,,1.0,,5.0,3.0,,,2.0,,1.0,3.0,,,1.0,1.0,,,,,,2.0,,,2.0,1.0,1.0,,22.0,1.0,,12.0,,3.0,,2.0,8.0,8.0,2.0,,,1.0,3.0,,1.0,6.0,8.0,1.0,,2.0,2.0,1.0,,2.0,,,3670.2469482421902,8.0,1.0,12.0,,2.0,,,14.0,2.0,,2.0,,,,25.0,4.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5577,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14436,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26556,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10535,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15559,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4714,210,233.0,30.0,776.0,28.0,29.0,991.0,7.0,13.0,5.0,24.0,2.0,143.0,97.0,9.0,2.0,34.0,6.0,,2.0,,,5.0,1.0,,1.0,11.0,,,,,2.0,11.0,,,,,,,222.0,82.0,3.0,1.0,3.0,22.0,18.0,,38.0,14.0,34.0,6.0,85.0,60.0,4.0,2.0,130.0,5.0,10.0,303.0,20.0,5.0,24.0,22.0,5.0,2.0,2.0,2.0,2.0,11.0,4.0,4.0,306.0,51.0,6.0,2.0,1741.0,26.0,6.0,1071.0,2.0,255.0,193.0,97.0,257.0,257.0,12.0,25.0,45.0,22.0,287.0,2.0,2.0,497.0,950.0,8.0,3.0,45.0,256.0,48.0,4.0,33.0,42.0,24.0,203467.25634765625,584.0,20.0,904.0,2.0,29.0,38.0,10.0,1118.0,11.0,10.0,4.0,12.0,7.0,7.0,1384.0,63.0,49.0,49.0,22.0,0.0,12.0,21.0,8.0,5.0,2.0,11.0,18.0,8.0,12.0,,1.0,3.0,2.0,9.0,2.0,,,,,,,,,,,1.0,2.0,5.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,3.0,2.0,7.0,1.0,3.0,2.0,,,1.0,1.0,,38.0,19.0,1.0,3.0,1.0,4.0,,,19.0,,10.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4084,210,47.0,11.0,123.0,,12.0,168.0,4.0,6.0,6.0,11.0,9.0,32.0,14.0,2.0,4.0,5.0,2.0,,,,,,2.0,,,5.0,,,1.0,1.0,4.0,4.0,,,1.0,,,,35.0,23.0,2.0,1.0,,10.0,6.0,,5.0,2.0,13.0,2.0,38.0,21.0,8.0,2.0,31.0,1.0,12.0,79.0,5.0,,9.0,8.0,,,,,2.0,17.0,4.0,4.0,52.0,25.0,6.0,0.0,394.0,4.0,,203.0,1.0,43.0,35.0,19.0,79.0,79.0,2.0,7.0,14.0,10.0,46.0,,3.0,68.0,159.0,2.0,,5.0,60.0,18.0,8.0,7.0,9.0,5.0,50754.3018951416,85.0,5.0,161.0,5.0,,17.0,1.0,212.0,6.0,2.0,6.0,8.0,1.0,4.0,298.0,5.0,12.0,12.0,2.0,,3.0,5.0,2.0,5.0,1.0,2.0,2.0,,1.0,,1.0,,1.0,,,0.0,,1.0,,,,,,,,,,,1.0,3.0,,,,,,,,,,,3.0,1.0,2.0,,1.0,1.0,,,1.0,,,18.0,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13703,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16803,210,159.0,9.0,236.0,1.0,6.0,392.0,56.0,9.0,5.0,10.0,7.0,45.0,23.0,2.0,3.0,5.0,,,,,,,,,1.0,5.0,,1.0,,2.0,3.0,2.0,,,0.0,,1.0,,101.0,28.0,1.0,,,23.0,4.0,,,26.0,9.0,2.0,34.0,35.0,8.0,3.0,26.0,1.0,8.0,112.0,7.0,,11.0,9.0,,,,,3.0,16.0,8.0,8.0,46.0,21.0,3.0,4.0,660.0,4.0,1.0,431.0,1.0,187.0,5.0,30.0,93.0,93.0,2.0,15.0,11.0,23.0,177.0,,2.0,139.0,387.0,10.0,,5.0,172.0,17.0,8.0,14.0,28.0,28.0,68705.87451171875,158.0,,292.0,4.0,1.0,14.0,,436.0,5.0,,3.0,14.0,2.0,59.0,625.0,20.0,8.0,8.0,6.0,,5.0,10.0,5.0,9.0,,,3.0,3.0,,,0.0,,1.0,,2.0,,,1.0,,,1.0,,1.0,2.0,,,2.0,,1.0,,,,1.0,,,,,,0.0,6.0,2.0,2.0,2.0,6.0,,2.0,,,,,2.0,14.0,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14753,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11074,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24001,210,10.0,,,,,10.0,4.0,,2.0,1.0,,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,2.0,7.0,3.0,,,,4.0,1.0,,3.0,3.0,,,,,3.0,1.0,,,6.0,2.0,1.0,2.0,90.0,,,14.0,,,,,4.0,4.0,,2.0,,,2.0,,,,10.0,,,,11.0,,7.0,,,,9628.04296875,,,3.0,2.0,,2.0,,14.0,,,,0.0,,4.0,28.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26076,210,106.0,9.0,112.0,1.0,8.0,207.0,54.0,9.0,7.0,12.0,7.0,70.0,40.0,,9.0,7.0,,,,,,,,,,7.0,3.0,1.0,,6.0,8.0,5.0,,,2.0,,,,36.0,47.0,2.0,,,27.0,8.0,,12.0,15.0,5.0,,31.0,36.0,17.0,7.0,55.0,,10.0,141.0,5.0,,19.0,18.0,,,,,7.0,22.0,14.0,14.0,9.0,45.0,11.0,6.0,607.0,6.0,,271.0,2.0,102.0,6.0,41.0,126.0,126.0,3.0,28.0,16.0,27.0,99.0,,6.0,65.0,195.0,11.0,1.0,11.0,132.0,17.0,17.0,4.0,39.0,29.0,74945.52856445312,101.0,2.0,192.0,12.0,1.0,23.0,,285.0,9.0,2.0,7.0,14.0,,61.0,498.0,3.0,4.0,4.0,11.0,0.0,1.0,4.0,5.0,9.0,1.0,4.0,11.0,7.0,,2.0,2.0,1.0,,4.0,,,,,,,,,,1.0,,,,,2.0,3.0,,,,1.0,,,,,,3.0,3.0,,11.0,3.0,3.0,1.0,,,,,2.0,24.0,5.0,1.0,1.0,,,,,10.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13283,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13903,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22046,210,46.0,12.0,226.0,13.0,13.0,267.0,,217.0,202.0,27.0,10.0,184.0,112.0,33.0,8.0,22.0,24.0,,3.0,11.0,15.0,4.0,17.0,4.0,,11.0,3.0,1.0,8.0,5.0,8.0,21.0,2.0,1.0,11.0,4.0,2.0,1.0,50.0,65.0,4.0,3.0,3.0,38.0,21.0,,0.0,15.0,12.0,3.0,298.0,256.0,28.0,16.0,124.0,7.0,41.0,300.0,21.0,4.0,41.0,32.0,4.0,1.0,,,16.0,300.0,8.0,8.0,124.0,47.0,16.0,2.0,1996.0,15.0,8.0,547.0,2.0,96.0,157.0,53.0,366.0,366.0,16.0,22.0,27.0,38.0,78.0,,22.0,168.0,262.0,21.0,,23.0,69.0,25.0,28.0,16.0,23.0,23.0,232431.56982421875,375.0,187.0,506.0,32.0,19.0,44.0,10.0,552.0,41.0,4.0,6.0,21.0,2.0,,856.0,87.0,31.0,31.0,30.0,,8.0,5.0,9.0,14.0,4.0,,5.0,5.0,62.0,,5.0,,1.0,,2.0,2.0,2.0,2.0,1.0,,,,,,1.0,,8.0,1.0,9.0,3.0,,,,,1.0,,,,,1.0,11.0,4.0,8.0,1.0,,9.0,,1.0,,1.0,1.0,15.0,8.0,4.0,3.0,,,1.0,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,0.0,,,1.0,,,1.0,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3138,210,88.0,10.0,121.0,,21.0,206.0,65.0,26.0,30.0,20.0,4.0,182.0,103.0,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,53.0,70.0,,,,20.0,12.0,1.0,,3.0,3.0,1.0,54.0,78.0,53.0,29.0,99.0,,15.0,189.0,16.0,,26.0,21.0,,,,,29.0,68.0,18.0,18.0,66.0,76.0,12.0,15.0,1543.0,2.0,1.0,335.0,12.0,8.0,153.0,18.0,180.0,180.0,1.0,38.0,31.0,20.0,34.0,,,66.0,201.0,6.0,,2.0,114.0,36.0,53.0,3.0,6.0,6.0,157028.4670715332,137.0,15.0,234.0,43.0,,70.0,,342.0,1.0,1.0,3.0,39.0,,91.0,623.0,4.0,8.0,8.0,6.0,,7.0,3.0,3.0,25.0,4.0,,3.0,3.0,2.0,,12.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,7.0,,5.0,3.0,7.0,,5.0,,,,,0.0,31.0,,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13962,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25513,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12463,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14433,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15202,210,660.0,48.0,652.0,10.0,98.0,1312.0,1.0,42.0,55.0,34.0,10.0,296.0,164.0,14.0,8.0,9.0,10.0,1.0,1.0,5.0,8.0,2.0,7.0,3.0,,1.0,4.0,0.0,4.0,5.0,8.0,11.0,1.0,1.0,13.0,2.0,,,138.0,287.0,1.0,2.0,,63.0,50.0,1.0,,3.0,20.0,7.0,136.0,185.0,54.0,22.0,161.0,,17.0,404.0,34.0,2.0,47.0,43.0,,,,,22.0,126.0,52.0,52.0,463.0,205.0,13.0,6.0,3004.0,3.0,5.0,1503.0,12.0,214.0,192.0,7.0,261.0,261.0,8.0,118.0,161.0,63.0,513.0,,13.0,220.0,1297.0,39.0,1.0,9.0,728.0,77.0,54.0,34.0,3.0,3.0,360604.2075195313,273.0,7.0,793.0,39.0,10.0,144.0,1.0,1518.0,22.0,2.0,,98.0,2.0,2.0,1942.0,27.0,21.0,21.0,7.0,0.0,14.0,26.0,1.0,60.0,4.0,,0.0,0.0,2.0,,8.0,,,,1.0,1.0,,1.0,,,,,,,,,2.0,,3.0,2.0,,1.0,,,,,1.0,,2.0,2.0,4.0,6.0,,2.0,,4.0,,,,1.0,3.0,146.0,6.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,0.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5343,210,511.0,61.0,700.0,9.0,43.0,1196.0,269.0,75.0,66.0,35.0,18.0,230.0,148.0,14.0,11.0,25.0,6.0,,1.0,1.0,1.0,2.0,3.0,5.0,4.0,12.0,1.0,3.0,0.0,3.0,11.0,21.0,1.0,3.0,12.0,1.0,4.0,2.0,269.0,216.0,10.0,,,110.0,57.0,,,69.0,34.0,5.0,244.0,300.0,106.0,55.0,187.0,11.0,41.0,602.0,35.0,2.0,45.0,36.0,1.0,6.0,5.0,6.0,55.0,112.0,60.0,60.0,545.0,208.0,16.0,25.0,3125.0,25.0,9.0,1525.0,6.0,33.0,529.0,113.0,613.0,613.0,14.0,108.0,94.0,110.0,116.0,5.0,6.0,353.0,1190.0,54.0,,33.0,616.0,123.0,106.0,110.0,104.0,104.0,346287.39404296875,492.0,16.0,1020.0,58.0,10.0,122.0,2.0,1532.0,25.0,2.0,,118.0,3.0,312.0,2679.0,79.0,52.0,52.0,48.0,,14.0,68.0,24.0,66.0,7.0,,15.0,15.0,5.0,,5.0,2.0,1.0,2.0,2.0,5.0,,1.0,1.0,,,,,,,,4.0,1.0,2.0,6.0,,,2.0,,,,,,1.0,24.0,10.0,10.0,35.0,24.0,,9.0,,,3.0,1.0,2.0,133.0,8.0,13.0,5.0,,,1.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,7.0,1.0,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
11213,210,300.0,47.0,641.0,13.0,46.0,933.0,21.0,19.0,4.0,33.0,13.0,255.0,137.0,38.0,19.0,32.0,19.0,,,2.0,2.0,5.0,10.0,11.0,3.0,8.0,4.0,2.0,4.0,9.0,18.0,47.0,5.0,12.0,47.0,,2.0,5.0,251.0,186.0,7.0,6.0,2.0,59.0,18.0,,17.0,20.0,66.0,7.0,177.0,102.0,20.0,10.0,103.0,11.0,27.0,265.0,33.0,6.0,53.0,48.0,4.0,1.0,1.0,1.0,10.0,42.0,23.0,23.0,151.0,57.0,14.0,5.0,2821.0,23.0,21.0,1073.0,,239.0,98.0,97.0,442.0,442.0,22.0,81.0,83.0,59.0,454.0,1.0,22.0,391.0,889.0,26.0,,35.0,350.0,81.0,20.0,89.0,40.0,31.0,351145.275390625,497.0,16.0,811.0,11.0,15.0,56.0,3.0,1121.0,57.0,10.0,,21.0,3.0,22.0,1703.0,125.0,82.0,82.0,36.0,,12.0,41.0,21.0,12.0,3.0,3.0,8.0,5.0,5.0,0.0,7.0,,1.0,1.0,14.0,2.0,1.0,6.0,2.0,,3.0,,2.0,6.0,2.0,2.0,9.0,1.0,9.0,5.0,1.0,,4.0,1.0,2.0,1.0,2.0,1.0,4.0,7.0,14.0,4.0,5.0,7.0,6.0,5.0,,,1.0,4.0,1.0,40.0,11.0,16.0,4.0,3.0,,2.0,,9.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,3.0,,1.0,,0.0,,,1.0,,,1.0,1.0,,1.0,,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
